"OIL_DIST FILE"
"Oil_lab_num","Fractn_distlld_vol","Distlltn_temp (C)"
"20OF563171A",".3","150.7"
"20OF563171A",".35","172.3"
"20OF563171A",".4","198.5"
"20OF563171A",".45","225.1"
"20OF563171A",".5","249.3"
"20OF563171A",".55","274.9"
"20OF563171A",".6","299.8"
"20OF563171A",".65","325.1"
"20OF563171A",".7","348.6"
"20OF563171A",".75",""
"20OF563171A",".8",""
"20OF563171A",".85",""
"20OF563171A",".9",""
"20OF563171A",".95",""
"20OF563171A","1",""
"20OF599745B",".05","94.3"
"20OF599745B",".1","120"
"20OF599745B",".15","142.6"
"20OF599745B",".2","166.6"
"20OF599745B",".25","192.9"
"20OF599745B",".3","216.3"
"20OF599745B",".35","241.1"
"20OF599745B",".4","268.9"
"20OF599745B",".45","291.5"
"20OF599745B",".5","315.4"
"20OF599745B",".55","340.3"
"20OF599745B",".6",""
"20OF599745B",".65",""
"20OF599745B",".7",""
"20OF599745B",".75",""
"20OF599745B",".8",""
"20OF599745B",".85",""
"20OF599745B",".9",""
"20OF599745B",".95",""
"20OF599745B","1",""
"20OF599745C",".05","72.2"
"20OF599745C",".1","102.2"
"20OF599745C",".15","128.2"
"20OF599745C",".2","154"
"20OF599745C",".25","181.7"
"20OF599745C",".3","207.9"
"20OF599745C",".35","235.4"
"20OF599745C",".4","264"
"20OF599745C",".45","288.6"
"20OF599745C",".5","313.3"
"20OF599745C",".55","338.5"
"20OF599745C",".6",""
"20OF599745C",".65",""
"20OF599745C",".7",""
"20OF599745C",".75",""
"20OF599745C",".8",""
"20OF599745C",".85",""
"20OF599745C",".9",""
"20OF599745C",".95",""
"20OF599745C","1",""
"20OF599745D",".05","77.9"
"20OF599745D",".1","106.5"
"20OF599745D",".15","132.6"
"20OF599745D",".2","156.9"
"20OF599745D",".25","187.7"
"20OF599745D",".3","214.2"
"20OF599745D",".35","242.2"
"20OF599745D",".4","268.1"
"20OF599745D",".45","293"
"20OF599745D",".5","318.2"
"20OF599745D",".55","344.3"
"20OF599745D",".6",""
"20OF599745D",".65",""
"20OF599745D",".7",""
"20OF599745D",".75",""
"20OF599745D",".8",""
"20OF599745D",".85",""
"20OF599745D",".9",""
"20OF599745D",".95",""
"20OF599745D","1",""
"20OF616141C",".05","74.9"
"20OF616141C",".1","92.5"
"20OF616141C",".15","106.2"
"20OF616141C",".2","118.5"
"20OF616141C",".25","129.8"
"20OF616141C",".3","142.4"
"20OF616141C",".35","157.4"
"20OF616141C",".4","175.2"
"20OF616141C",".45","196.9"
"20OF616141C",".5","216"
"20OF616141C",".55","237.1"
"20OF616141C",".6","261.3"
"20OF616141C",".65","285.5"
"20OF616141C",".7","311.4"
"20OF616141C",".75","342.1"
"20OF616141C",".8",""
"20OF616141C",".85",""
"20OF616141C",".9",""
"20OF616141C",".95",""
"20OF616141C","1",""
"20OF616141D",".05","73.6"
"20OF616141D",".1","91.4"
"20OF616141D",".15","105.1"
"20OF616141D",".2","117.4"
"20OF616141D",".25","128.8"
"20OF616141D",".3","140.9"
"20OF616141D",".35","153.6"
"20OF616141D",".4","173.5"
"20OF616141D",".45","192.7"
"20OF616141D",".5","213"
"20OF616141D",".55","234.2"
"20OF616141D",".6","257.9"
"20OF616141D",".65","279.9"
"20OF616141D",".7","305.8"
"20OF616141D",".75","333"
"20OF616141D",".8",""
"20OF616141D",".85",""
"20OF616141D",".9",""
"20OF616141D",".95",""
"20OF616141D","1",""
"20OF616141E",".05","72.6"
"20OF616141E",".1","91"
"20OF616141E",".15","104.8"
"20OF616141E",".2","116.9"
"20OF616141E",".25","128"
"20OF616141E",".3","140.8"
"20OF616141E",".35","155.6"
"20OF616141E",".4","174.9"
"20OF616141E",".45","195.9"
"20OF616141E",".5","215.9"
"20OF616141E",".55","236.4"
"20OF616141E",".6","260.5"
"20OF616141E",".65","285.1"
"20OF616141E",".7","312.4"
"20OF616141E",".75","340.7"
"20OF616141E",".8",""
"20OF616141E",".85",""
"20OF616141E",".9",""
"20OF616141E",".95",""
"20OF616141E","1",""
"20OF616141F",".05","83.8"
"20OF616141F",".1","98.7"
"20OF616141F",".15","111.5"
"20OF616141F",".2","122.4"
"20OF616141F",".25","133.2"
"20OF616141F",".3","144.4"
"20OF616141F",".35","158.9"
"20OF616141F",".4","176.3"
"20OF616141F",".45","197.3"
"20OF616141F",".5","219.9"
"20OF616141F",".55","242.1"
"20OF616141F",".6","264.6"
"20OF616141F",".65","288.8"
"20OF616141F",".7","316.6"
"20OF616141F",".75","343"
"20OF616141F",".8",""
"20OF616141F",".85",""
"20OF616141F",".9",""
"20OF616141F",".95",""
"20OF616141F","1",""
"20OF616141G",".05","77"
"20OF616141G",".1","90.7"
"20OF616141G",".15","105.5"
"20OF616141G",".2","118.1"
"20OF616141G",".25","130.4"
"20OF616141G",".3","143.6"
"20OF616141G",".35","159"
"20OF616141G",".4","176.1"
"20OF616141G",".45","194.5"
"20OF616141G",".5","220.9"
"20OF616141G",".55","242"
"20OF616141G",".6","265.3"
"20OF616141G",".65","289.1"
"20OF616141G",".7","315.5"
"20OF616141G",".75","343.9"
"20OF616141G",".8",""
"20OF616141G",".85",""
"20OF616141G",".9",""
"20OF616141G",".95",""
"20OF616141G","1",""
"20OF616141H",".05","79.1"
"20OF616141H",".1","97.8"
"20OF616141H",".15","111.8"
"20OF616141H",".2","123.6"
"20OF616141H",".25","136"
"20OF616141H",".3","149.2"
"20OF616141H",".35","164.6"
"20OF616141H",".4","185.5"
"20OF616141H",".45","206.1"
"20OF616141H",".5","226.5"
"20OF616141H",".55","247.6"
"20OF616141H",".6","270.5"
"20OF616141H",".65","295"
"20OF616141H",".7","322.2"
"20OF616141H",".75","349.3"
"20OF616141H",".8",""
"20OF616141H",".85",""
"20OF616141H",".9",""
"20OF616141H",".95",""
"20OF616141H","1",""
"20OF642594A",".05",""
"20OF642594A",".1",""
"20OF642594A",".15",""
"20OF642594A",".2",""
"20OF642594A",".25",""
"20OF642594A",".3",""
"20OF642594A",".35",""
"20OF642594A",".4",""
"20OF642594A",".45",""
"20OF642594A",".5",""
"20OF642594A",".55",""
"20OF642594A",".6",""
"20OF642594A",".65",""
"20OF642594A",".7",""
"20OF642594A",".75",""
"20OF642594A",".8",""
"20OF642594A",".85",""
"20OF642594A",".9",""
"20OF642594A",".95",""
"20OF642594A","1",""
"20OF642594B",".05","63.5"
"20OF642594B",".1","76.9"
"20OF642594B",".15","87.9"
"20OF642594B",".2","98.2"
"20OF642594B",".25","106.4"
"20OF642594B",".3","114.2"
"20OF642594B",".35","122.1"
"20OF642594B",".4","131.3"
"20OF642594B",".45","143.2"
"20OF642594B",".5","158.9"
"20OF642594B",".55","176.2"
"20OF642594B",".6","197.3"
"20OF642594B",".65","223"
"20OF642594B",".7","254.5"
"20OF642594B",".75","289.2"
"20OF642594B",".8","326.9"
"20OF642594B",".85",""
"20OF642594B",".9",""
"20OF642594B",".95",""
"20OF642594B","1",""
"20OF642594C",".05","36"
"20OF642594C",".1","48.1"
"20OF642594C",".15","61.5"
"20OF642594C",".2","69.9"
"20OF642594C",".25","78.1"
"20OF642594C",".3","85.2"
"20OF642594C",".35","91.9"
"20OF642594C",".4","98.1"
"20OF642594C",".45","103.6"
"20OF642594C",".5","109.4"
"20OF642594C",".55","115"
"20OF642594C",".6","120.9"
"20OF642594C",".65","127.3"
"20OF642594C",".7","134.1"
"20OF642594C",".75","144.7"
"20OF642594C",".8","155.7"
"20OF642594C",".85","173.8"
"20OF642594C",".9","203.4"
"20OF642594C",".95","254.2"
"20OF642594C","1",""
"20OF642594D",".05","57"
"20OF642594D",".1","69.2"
"20OF642594D",".15","79.9"
"20OF642594D",".2","89.7"
"20OF642594D",".25","98.4"
"20OF642594D",".3","106.7"
"20OF642594D",".35","115.1"
"20OF642594D",".4","123.9"
"20OF642594D",".45","133.3"
"20OF642594D",".5","146.1"
"20OF642594D",".55","162.2"
"20OF642594D",".6","181.7"
"20OF642594D",".65","206.6"
"20OF642594D",".7","236"
"20OF642594D",".75","269.9"
"20OF642594D",".8","308"
"20OF642594D",".85",""
"20OF642594D",".9",""
"20OF642594D",".95",""
"20OF642594D","1",""
"20OF642594E",".05","57.2"
"20OF642594E",".1","71"
"20OF642594E",".15","80.9"
"20OF642594E",".2","89.7"
"20OF642594E",".25","98.6"
"20OF642594E",".3","104.9"
"20OF642594E",".35","112.7"
"20OF642594E",".4","121.1"
"20OF642594E",".45","130.3"
"20OF642594E",".5","138.9"
"20OF642594E",".55","152.6"
"20OF642594E",".6","169.6"
"20OF642594E",".65","193.2"
"20OF642594E",".7","222.7"
"20OF642594E",".75","256.1"
"20OF642594E",".8","294.3"
"20OF642594E",".85","336.2"
"20OF642594E",".9",""
"20OF642594E",".95",""
"20OF642594E","1",""
"20OF642594F",".05","36"
"20OF642594F",".1","48.1"
"20OF642594F",".15","61.5"
"20OF642594F",".2","69.9"
"20OF642594F",".25","78.1"
"20OF642594F",".3","85.2"
"20OF642594F",".35","91.9"
"20OF642594F",".4","98.1"
"20OF642594F",".45","103.6"
"20OF642594F",".5","109.4"
"20OF642594F",".55","115"
"20OF642594F",".6","120.9"
"20OF642594F",".65","127.3"
"20OF642594F",".7","134.2"
"20OF642594F",".75","144.7"
"20OF642594F",".8","155.7"
"20OF642594F",".85","173.8"
"20OF642594F",".9","203.4"
"20OF642594F",".95","254.2"
"20OF642594F","1",""
"20OF642594G",".05","55.7"
"20OF642594G",".1","67.8"
"20OF642594G",".15","75.4"
"20OF642594G",".2","81.2"
"20OF642594G",".25","86.5"
"20OF642594G",".3","91.6"
"20OF642594G",".35","96.6"
"20OF642594G",".4","101.8"
"20OF642594G",".45","107.3"
"20OF642594G",".5","112.8"
"20OF642594G",".55","118.8"
"20OF642594G",".6","125.5"
"20OF642594G",".65","132.9"
"20OF642594G",".7","142"
"20OF642594G",".75","155.8"
"20OF642594G",".8","173.6"
"20OF642594G",".85","203.7"
"20OF642594G",".9","251.5"
"20OF642594G",".95","323.8"
"20OF642594G","1",""
"20OF642594H",".05","48"
"20OF642594H",".1","62"
"20OF642594H",".15","72.6"
"20OF642594H",".2","81.1"
"20OF642594H",".25","88.9"
"20OF642594H",".3","95.4"
"20OF642594H",".35","101.3"
"20OF642594H",".4","106.9"
"20OF642594H",".45","112.8"
"20OF642594H",".5","118.6"
"20OF642594H",".55","124.9"
"20OF642594H",".6","131.8"
"20OF642594H",".65","140.1"
"20OF642594H",".7","150.8"
"20OF642594H",".75","166"
"20OF642594H",".8","192.2"
"20OF642594H",".85","236.1"
"20OF642594H",".9","296.9"
"20OF642594H",".95",""
"20OF642594H","1",""
"20OF642594I",".05","58.2"
"20OF642594I",".1","72.4"
"20OF642594I",".15","81.6"
"20OF642594I",".2","90.6"
"20OF642594I",".25","97.4"
"20OF642594I",".3","103.4"
"20OF642594I",".35","109.9"
"20OF642594I",".4","116.6"
"20OF642594I",".45","123.1"
"20OF642594I",".5","129.7"
"20OF642594I",".55","137.8"
"20OF642594I",".6","148.2"
"20OF642594I",".65","161.7"
"20OF642594I",".7","181.9"
"20OF642594I",".75","214.7"
"20OF642594I",".8","256.6"
"20OF642594I",".85","313.5"
"20OF642594I",".9",""
"20OF642594I",".95",""
"20OF642594I","1",""
"20OF646226A",".05","45"
"20OF646226A",".1","54.9"
"20OF646226A",".15","62.3"
"20OF646226A",".2","67.8"
"20OF646226A",".25","73.6"
"20OF646226A",".3","78.9"
"20OF646226A",".35","84.8"
"20OF646226A",".4","90"
"20OF646226A",".45","95.5"
"20OF646226A",".5","101"
"20OF646226A",".55","106.4"
"20OF646226A",".6","112.5"
"20OF646226A",".65","119"
"20OF646226A",".7","126.2"
"20OF646226A",".75","134.9"
"20OF646226A",".8","147.3"
"20OF646226A",".85","170.5"
"20OF646226A",".9","234.5"
"20OF646226A",".95","338.5"
"20OF646226A","1",""
"20OF646226B",".05","43.4"
"20OF646226B",".1","57.3"
"20OF646226B",".15","66.8"
"20OF646226B",".2","74.2"
"20OF646226B",".25","81.4"
"20OF646226B",".3","88.2"
"20OF646226B",".35","94.1"
"20OF646226B",".4","99.5"
"20OF646226B",".45","105.2"
"20OF646226B",".5","111"
"20OF646226B",".55","117.2"
"20OF646226B",".6","123"
"20OF646226B",".65","131.6"
"20OF646226B",".7","139.9"
"20OF646226B",".75","153.2"
"20OF646226B",".8","173.6"
"20OF646226B",".85","209.5"
"20OF646226B",".9","271.8"
"20OF646226B",".95",""
"20OF646226B","1",""
"20OF646226C",".05","61.5"
"20OF646226C",".1","76.3"
"20OF646226C",".15","90.3"
"20OF646226C",".2","103.6"
"20OF646226C",".25","115.9"
"20OF646226C",".3","127.4"
"20OF646226C",".35","139.9"
"20OF646226C",".4","154.8"
"20OF646226C",".45","175.7"
"20OF646226C",".5","197.4"
"20OF646226C",".55","218.7"
"20OF646226C",".6","241.5"
"20OF646226C",".65","264.8"
"20OF646226C",".7","288.5"
"20OF646226C",".75","313.7"
"20OF646226C",".8",""
"20OF646226C",".85",""
"20OF646226C",".9",""
"20OF646226C",".95",""
"20OF646226C","1",""
"20OF646226D",".05","50.3"
"20OF646226D",".1","60.7"
"20OF646226D",".15","69.1"
"20OF646226D",".2","76.2"
"20OF646226D",".25","82.9"
"20OF646226D",".3","88.6"
"20OF646226D",".35","94"
"20OF646226D",".4","99"
"20OF646226D",".45","103.8"
"20OF646226D",".5","109"
"20OF646226D",".55","114"
"20OF646226D",".6","119.2"
"20OF646226D",".65","125"
"20OF646226D",".7","131.6"
"20OF646226D",".75","140.5"
"20OF646226D",".8","152.3"
"20OF646226D",".85","169.5"
"20OF646226D",".9","198.6"
"20OF646226D",".95","273.4"
"20OF646226D","1",""
"20OF646226E",".05","50.5"
"20OF646226E",".1","61.7"
"20OF646226E",".15","70.2"
"20OF646226E",".2","77.5"
"20OF646226E",".25","83.8"
"20OF646226E",".3","89.6"
"20OF646226E",".35","95.1"
"20OF646226E",".4","100.2"
"20OF646226E",".45","105.2"
"20OF646226E",".5","110.4"
"20OF646226E",".55","115.6"
"20OF646226E",".6","120.2"
"20OF646226E",".65","127.9"
"20OF646226E",".7","135.1"
"20OF646226E",".75","144"
"20OF646226E",".8","156.6"
"20OF646226E",".85","177.1"
"20OF646226E",".9","221.6"
"20OF646226E",".95","321.9"
"20OF646226E","1",""
"20OF667300A",".05","57.6"
"20OF667300A",".1","68.7"
"20OF667300A",".15","74.8"
"20OF667300A",".2","84.9"
"20OF667300A",".25","96"
"20OF667300A",".3","107"
"20OF667300A",".35","118.7"
"20OF667300A",".4","130.8"
"20OF667300A",".45","145"
"20OF667300A",".5","165.7"
"20OF667300A",".55","187.7"
"20OF667300A",".6","212.3"
"20OF667300A",".65","239.9"
"20OF667300A",".7","272.1"
"20OF667300A",".75","306.3"
"20OF667300A",".8","345"
"20OF667300A",".85",""
"20OF667300A",".9",""
"20OF667300A",".95",""
"20OF667300A","1",""
"20OF667300B",".05","61.8"
"20OF667300B",".1","74.1"
"20OF667300B",".15","83.4"
"20OF667300B",".2","90.6"
"20OF667300B",".25","97.4"
"20OF667300B",".3","103.4"
"20OF667300B",".35","109.1"
"20OF667300B",".4","115"
"20OF667300B",".45","120.6"
"20OF667300B",".5","127.7"
"20OF667300B",".55","136"
"20OF667300B",".6","146.1"
"20OF667300B",".65","159.6"
"20OF667300B",".7","179"
"20OF667300B",".75","215.7"
"20OF667300B",".8","271.6"
"20OF667300B",".85","349.9"
"20OF667300B",".9",""
"20OF667300B",".95",""
"20OF667300B","1",""
"20OF667300C",".05","51.9"
"20OF667300C",".1","65.3"
"20OF667300C",".15","79.1"
"20OF667300C",".2","92.8"
"20OF667300C",".25","105.7"
"20OF667300C",".3","117.8"
"20OF667300C",".35","129.9"
"20OF667300C",".4","143.1"
"20OF667300C",".45","160.9"
"20OF667300C",".5","183.2"
"20OF667300C",".55","207.2"
"20OF667300C",".6","232.7"
"20OF667300C",".65","261"
"20OF667300C",".7","292.8"
"20OF667300C",".75","327.1"
"20OF667300C",".8",""
"20OF667300C",".85",""
"20OF667300C",".9",""
"20OF667300C",".95",""
"20OF667300C","1",""
"20OF670183A",".05","89.7"
"20OF670183A",".1","110.8"
"20OF670183A",".15","128.5"
"20OF670183A",".2","144.8"
"20OF670183A",".25","161"
"20OF670183A",".3","181.3"
"20OF670183A",".35","200.2"
"20OF670183A",".4","218.9"
"20OF670183A",".45","239.1"
"20OF670183A",".5","261.4"
"20OF670183A",".55","283.6"
"20OF670183A",".6","306.7"
"20OF670183A",".65","332.6"
"20OF670183A",".7",""
"20OF670183A",".75",""
"20OF670183A",".8",""
"20OF670183A",".85",""
"20OF670183A",".9",""
"20OF670183A",".95",""
"20OF670183A","1",""
"20OF670183B",".05","87.9"
"20OF670183B",".1","110.4"
"20OF670183B",".15","129.8"
"20OF670183B",".2","147.2"
"20OF670183B",".25","166.3"
"20OF670183B",".3","187"
"20OF670183B",".35","209.3"
"20OF670183B",".4","233"
"20OF670183B",".45","257.3"
"20OF670183B",".5","281.4"
"20OF670183B",".55","304.5"
"20OF670183B",".6","328.7"
"20OF670183B",".65",""
"20OF670183B",".7",""
"20OF670183B",".75",""
"20OF670183B",".8",""
"20OF670183B",".85",""
"20OF670183B",".9",""
"20OF670183B",".95",""
"20OF670183B","1",""
"20OF670183C",".05","75.4"
"20OF670183C",".1","96.7"
"20OF670183C",".15","115.6"
"20OF670183C",".2","130.4"
"20OF670183C",".25","146.4"
"20OF670183C",".3","164"
"20OF670183C",".35","180.1"
"20OF670183C",".4","197.5"
"20OF670183C",".45","217.1"
"20OF670183C",".5","236.6"
"20OF670183C",".55","258.1"
"20OF670183C",".6","279.9"
"20OF670183C",".65","302.9"
"20OF670183C",".7","328.5"
"20OF670183C",".75","354.9"
"20OF670183C",".8",""
"20OF670183C",".85",""
"20OF670183C",".9",""
"20OF670183C",".95",""
"20OF670183C","1",""
"20OF670184A",".05","90.7"
"20OF670184A",".1","115.3"
"20OF670184A",".15","134.4"
"20OF670184A",".2","152.8"
"20OF670184A",".25","173"
"20OF670184A",".3","195.8"
"20OF670184A",".35","215.5"
"20OF670184A",".4","237.7"
"20OF670184A",".45","261"
"20OF670184A",".5","283.9"
"20OF670184A",".55","304.7"
"20OF670184A",".6","325.4"
"20OF670184A",".65","347.3"
"20OF670184A",".7",""
"20OF670184A",".75",""
"20OF670184A",".8",""
"20OF670184A",".85",""
"20OF670184A",".9",""
"20OF670184A",".95",""
"20OF670184A","1",""
"20OF671561A",".05","81.5"
"20OF671561A",".1","104.2"
"20OF671561A",".15","121.2"
"20OF671561A",".2","135.9"
"20OF671561A",".25","153.4"
"20OF671561A",".3","169.4"
"20OF671561A",".35","187"
"20OF671561A",".4","206.5"
"20OF671561A",".45","227.3"
"20OF671561A",".5","248.3"
"20OF671561A",".55","272"
"20OF671561A",".6","296.6"
"20OF671561A",".65","319.2"
"20OF671561A",".7","343.3"
"20OF671561A",".75",""
"20OF671561A",".8",""
"20OF671561A",".85",""
"20OF671561A",".9",""
"20OF671561A",".95",""
"20OF671561A","1",""
"20OF671561B",".05","73.2"
"20OF671561B",".1","89.8"
"20OF671561B",".15","103.1"
"20OF671561B",".2","116.4"
"20OF671561B",".25","129"
"20OF671561B",".3","142.6"
"20OF671561B",".35","159.2"
"20OF671561B",".4","179.3"
"20OF671561B",".45","203.5"
"20OF671561B",".5","227.9"
"20OF671561B",".55","254.5"
"20OF671561B",".6","280.6"
"20OF671561B",".65","305.1"
"20OF671561B",".7","329.9"
"20OF671561B",".75",""
"20OF671561B",".8",""
"20OF671561B",".85",""
"20OF671561B",".9",""
"20OF671561B",".95",""
"20OF671561B","1",""
"20OF672261A",".05","80"
"20OF672261A",".1","97.1"
"20OF672261A",".15","114.4"
"20OF672261A",".2","129.3"
"20OF672261A",".25","146.1"
"20OF672261A",".3","165"
"20OF672261A",".35","185.9"
"20OF672261A",".4","208.5"
"20OF672261A",".45","235.6"
"20OF672261A",".5","259.1"
"20OF672261A",".55","281.5"
"20OF672261A",".6","303"
"20OF672261A",".65","326.4"
"20OF672261A",".7","350"
"20OF672261A",".75",""
"20OF672261A",".8",""
"20OF672261A",".85",""
"20OF672261A",".9",""
"20OF672261A",".95",""
"20OF672261A","1",""
"20OF673301A",".05","79.7"
"20OF673301A",".1","99.3"
"20OF673301A",".15","117.8"
"20OF673301A",".2","134.6"
"20OF673301A",".25","151.4"
"20OF673301A",".3","173.2"
"20OF673301A",".35","191.2"
"20OF673301A",".4","209.3"
"20OF673301A",".45","231.2"
"20OF673301A",".5","255.6"
"20OF673301A",".55","279.7"
"20OF673301A",".6","301.8"
"20OF673301A",".65","324.9"
"20OF673301A",".7","349.4"
"20OF673301A",".75",""
"20OF673301A",".8",""
"20OF673301A",".85",""
"20OF673301A",".9",""
"20OF673301A",".95",""
"20OF673301A","1",""
"20OF674428A",".05","75.4"
"20OF674428A",".1","93.6"
"20OF674428A",".15","108.2"
"20OF674428A",".2","122.6"
"20OF674428A",".25","136.5"
"20OF674428A",".3","151.8"
"20OF674428A",".35","166.9"
"20OF674428A",".4","183.5"
"20OF674428A",".45","205.2"
"20OF674428A",".5","225"
"20OF674428A",".55","245.7"
"20OF674428A",".6","268.1"
"20OF674428A",".65","288.4"
"20OF674428A",".7","311.1"
"20OF674428A",".75","335.3"
"20OF674428A",".8",""
"20OF674428A",".85",""
"20OF674428A",".9",""
"20OF674428A",".95",""
"20OF674428A","1",""
"20OF674428B",".05","77.1"
"20OF674428B",".1","100.8"
"20OF674428B",".15","119"
"20OF674428B",".2","134.7"
"20OF674428B",".25","150.1"
"20OF674428B",".3","166.3"
"20OF674428B",".35","189.3"
"20OF674428B",".4","207.1"
"20OF674428B",".45","228.7"
"20OF674428B",".5","252.1"
"20OF674428B",".55","275.7"
"20OF674428B",".6","297.6"
"20OF674428B",".65","320.1"
"20OF674428B",".7","344.8"
"20OF674428B",".75",""
"20OF674428B",".8",""
"20OF674428B",".85",""
"20OF674428B",".9",""
"20OF674428B",".95",""
"20OF674428B","1",""
"20OF674428C",".05","82.5"
"20OF674428C",".1","103.3"
"20OF674428C",".15","120.3"
"20OF674428C",".2","134.8"
"20OF674428C",".25","149.9"
"20OF674428C",".3","166.8"
"20OF674428C",".35","182.9"
"20OF674428C",".4","203.3"
"20OF674428C",".45","226.8"
"20OF674428C",".5","248.2"
"20OF674428C",".55","271.9"
"20OF674428C",".6","295"
"20OF674428C",".65","318.9"
"20OF674428C",".7","341.5"
"20OF674428C",".75",""
"20OF674428C",".8",""
"20OF674428C",".85",""
"20OF674428C",".9",""
"20OF674428C",".95",""
"20OF674428C","1",""
"20OF674428D",".05","73.7"
"20OF674428D",".1","94.1"
"20OF674428D",".15","111.6"
"20OF674428D",".2","127.5"
"20OF674428D",".25","142.8"
"20OF674428D",".3","160.5"
"20OF674428D",".35","183.2"
"20OF674428D",".4","203.4"
"20OF674428D",".45","223.3"
"20OF674428D",".5","243.4"
"20OF674428D",".55","265.3"
"20OF674428D",".6","286.3"
"20OF674428D",".65","306.8"
"20OF674428D",".7","327.7"
"20OF674428D",".75",""
"20OF674428D",".8",""
"20OF674428D",".85",""
"20OF674428D",".9",""
"20OF674428D",".95",""
"20OF674428D","1",""
"20OF674429A",".05","92.4"
"20OF674429A",".1","113.6"
"20OF674429A",".15","130.6"
"20OF674429A",".2","146.2"
"20OF674429A",".25","163.8"
"20OF674429A",".3","182.9"
"20OF674429A",".35","200.3"
"20OF674429A",".4","220.2"
"20OF674429A",".45","244.5"
"20OF674429A",".5","269.9"
"20OF674429A",".55","293.1"
"20OF674429A",".6","315.7"
"20OF674429A",".65",""
"20OF674429A",".7",""
"20OF674429A",".75",""
"20OF674429A",".8",""
"20OF674429A",".85",""
"20OF674429A",".9",""
"20OF674429A",".95",""
"20OF674429A","1",""
"20OF674429B",".05","76.8"
"20OF674429B",".1","102.2"
"20OF674429B",".15","123.4"
"20OF674429B",".2","141.6"
"20OF674429B",".25","160.7"
"20OF674429B",".3","184.1"
"20OF674429B",".35","203.4"
"20OF674429B",".4","226.2"
"20OF674429B",".45","253.8"
"20OF674429B",".5","278.4"
"20OF674429B",".55","302.9"
"20OF674429B",".6","327.1"
"20OF674429B",".65",""
"20OF674429B",".7",""
"20OF674429B",".75",""
"20OF674429B",".8",""
"20OF674429B",".85",""
"20OF674429B",".9",""
"20OF674429B",".95",""
"20OF674429B","1",""
"20OF674429C",".05","82.2"
"20OF674429C",".1","102.3"
"20OF674429C",".15","118.6"
"20OF674429C",".2","133.6"
"20OF674429C",".25","149.4"
"20OF674429C",".3","167.6"
"20OF674429C",".35","188.1"
"20OF674429C",".4","208.5"
"20OF674429C",".45","231.5"
"20OF674429C",".5","257.1"
"20OF674429C",".55","280.9"
"20OF674429C",".6","302.4"
"20OF674429C",".65","324.7"
"20OF674429C",".7","348.3"
"20OF674429C",".75",""
"20OF674429C",".8",""
"20OF674429C",".85",""
"20OF674429C",".9",""
"20OF674429C",".95",""
"20OF674429C","1",""
"20OF675270A",".05","101.1"
"20OF675270A",".1","121"
"20OF675270A",".15","134"
"20OF675270A",".2","147.8"
"20OF675270A",".25","163"
"20OF675270A",".3","177.7"
"20OF675270A",".35","194.2"
"20OF675270A",".4","212.8"
"20OF675270A",".45","231.6"
"20OF675270A",".5","252.7"
"20OF675270A",".55","273.6"
"20OF675270A",".6","295.2"
"20OF675270A",".65","318.3"
"20OF675270A",".7","342.3"
"20OF675270A",".75",""
"20OF675270A",".8",""
"20OF675270A",".85",""
"20OF675270A",".9",""
"20OF675270A",".95",""
"20OF675270A","1",""
"20OF675270B",".05","80.6"
"20OF675270B",".1","99.1"
"20OF675270B",".15","114.8"
"20OF675270B",".2","129.5"
"20OF675270B",".25","144.1"
"20OF675270B",".3","161"
"20OF675270B",".35","177.1"
"20OF675270B",".4","194.5"
"20OF675270B",".45","213.6"
"20OF675270B",".5","233.7"
"20OF675270B",".55","255"
"20OF675270B",".6","276.7"
"20OF675270B",".65","299.7"
"20OF675270B",".7","324.7"
"20OF675270B",".75","350.2"
"20OF675270B",".8",""
"20OF675270B",".85",""
"20OF675270B",".9",""
"20OF675270B",".95",""
"20OF675270B","1",""
"20OF675827A",".05","93"
"20OF675827A",".1","112.2"
"20OF675827A",".15","127.1"
"20OF675827A",".2","141.8"
"20OF675827A",".25","155.6"
"20OF675827A",".3","171.7"
"20OF675827A",".35","187.1"
"20OF675827A",".4","203.9"
"20OF675827A",".45","221.5"
"20OF675827A",".5","239.9"
"20OF675827A",".55","260.9"
"20OF675827A",".6","281.4"
"20OF675827A",".65","303.3"
"20OF675827A",".7","327.7"
"20OF675827A",".75","354.7"
"20OF675827A",".8",""
"20OF675827A",".85",""
"20OF675827A",".9",""
"20OF675827A",".95",""
"20OF675827A","1",""
"20OF675827B",".05","99.2"
"20OF675827B",".1","121.2"
"20OF675827B",".15","141.4"
"20OF675827B",".2","160.7"
"20OF675827B",".25","181.3"
"20OF675827B",".3","200.7"
"20OF675827B",".35","222"
"20OF675827B",".4","245.7"
"20OF675827B",".45","268.8"
"20OF675827B",".5","290.9"
"20OF675827B",".55","313.5"
"20OF675827B",".6","337.6"
"20OF675827B",".65",""
"20OF675827B",".7",""
"20OF675827B",".75",""
"20OF675827B",".8",""
"20OF675827B",".85",""
"20OF675827B",".9",""
"20OF675827B",".95",""
"20OF675827B","1",""
"20OF676902A",".05","90.3"
"20OF676902A",".1","106.9"
"20OF676902A",".15","124.2"
"20OF676902A",".2","138.5"
"20OF676902A",".25","152.6"
"20OF676902A",".3","167"
"20OF676902A",".35","185.3"
"20OF676902A",".4","202.8"
"20OF676902A",".45","222.8"
"20OF676902A",".5","241.9"
"20OF676902A",".55","264.2"
"20OF676902A",".6","287.5"
"20OF676902A",".65","309.8"
"20OF676902A",".7","334.7"
