"F_OPERATOR FILE"
"Fac Id Code","Oper Id","Fac Oper Eff Period","Fac Oper Term Period"
"00007146","00237","200202",""
"00007147","00477","200203",""
"00007148","00233","200202","201007"
"00007148","00237","201803",""
"00007148","00826","201705","201801"
"00007148","01016","201801","201803"
"00007148","08193","201007","201705"
"00007149","00013","200202","200207"
"00007149","00639","200207","200211"
"00007149","00639","200501","202002"
"00007149","00696","200211","200501"
"00007149","11048","202002","202009"
"00007149","11075","202009",""
"00007150","00057","201011",""
"00007150","00779","200702","201011"
"00007150","08163","199611","200702"
"00007151","00013","200202","200207"
"00007151","00639","200207","202002"
"00007151","11048","202002","202009"
"00007151","11075","202009",""
"00007152","00233","200203","201007"
"00007152","00237","201512",""
"00007152","08193","201007","201512"
"00007153","00691","201204","201212"
"00007153","00691","201212","201811"
"00007153","00691","201811",""
"00007153","00706","201212","201212"
"00007153","00769","200203","201204"
"00007154","00028","200506","200612"
"00007154","00262","200412","200506"
"00007154","00565","200203","200405"
"00007154","00727","200612","201001"
"00007154","00828","201001","201412"
"00007154","00831","202102",""
"00007154","00933","201412","202102"
"00007154","08206","200405","200412"
"00007155","00237","200203",""
"00007156","00364","201204","202108"
"00007156","00530","202108",""
"00007156","07859","200811","200901"
"00007156","07980","200901","201204"
"00007157","00454","200810","201801"
"00007157","00806","201801",""
"00007158","00454","200904","201801"
"00007158","00502","200307","200904"
"00007158","00611","200101","200307"
"00007158","00806","201801",""
"00007159","00037","200312",""
"00007159","00918","200203","200312"
"00007160","00648","200203","200912"
"00007160","00769","200912","201310"
"00007160","00988","201310","201712"
"00007160","01018","201712",""
"00007161","00237","200203",""
"00007162","00237","200901",""
"00007162","00619","200203","200901"
"00007163","00616","201405","201406"
"00007163","01004","201406","201411"
"00007163","01005","201411","201905"
"00007163","01005","201905",""
"00007163","07019","200204","201405"
"00007164","00831","202102",""
"00007164","00932","200204","200508"
"00007164","00933","201010","202102"
"00007164","07147","200508","201010"
"00007165","00237","200206",""
"00007166","00237","200207",""
"00007167","00440","201012",""
"00007167","00911","200207","201012"
"00007168","01040","201002",""
"00007169","00648","200207","201012"
"00007169","00769","201012",""
"00007170","00237","200207",""
"00007171","00013","200207",""
"00007172","00619","200207",""
"00007173","00619","200207",""
"00007174","00045","200207","201105"
"00007174","00237","201508",""
"00007174","08206","201105","201508"
"00007175","00364","201809","202108"
"00007175","00530","202108",""
"00007175","00577","200207","201809"
"00007176","00013","200207",""
"00007177","00013","200207",""
"00007178","00237","200207",""
"00007179","00831","202102",""
"00007179","00932","200207","201012"
"00007179","00933","201012","202102"
"00007180","00619","200207",""
"00007181","00794","200207","200406"
"00007181","00794","200406","201704"
"00007181","02011","201704",""
"00007182","00769","200207",""
"00007183","00099","200207",""
"00007184","00269","200208",""
"00007185","00237","201106",""
"00007185","00731","200903","201106"
"00007185","07046","200209","200903"
"00007185","07863","200903","200903"
"00007186","00010","200911","201105"
"00007186","00237","201105",""
"00007186","00619","200208","200911"
"00007187","00010","200911","201203"
"00007187","00237","201203",""
"00007187","00619","200208","200911"
"00007188","00648","200208","200912"
"00007188","00691","201009","201212"
"00007188","00691","201212","201811"
"00007188","00691","201811",""
"00007188","00706","201212","201212"
"00007188","00769","200912","201009"
"00007189","00237","200711",""
"00007189","00260","200208","200711"
"00007190","00648","200208","200912"
"00007190","00769","200912","201310"
"00007190","00988","201310","201712"
"00007190","01018","201712",""
"00007191","00391","200702","201804"
"00007191","00745","199806","200702"
"00007191","01029","201804","202112"
"00007191","11111","202112",""
"00007192","00229","200202","200202"
"00007192","00913","199903","200202"
"00007192","00913","200202","200202"
"00007192","02774","200202",""
"00007193","00229","200202","200202"
"00007193","00913","199601","200202"
"00007193","00913","200202","200202"
"00007193","02774","200202",""
"00007194","00010","200912","201109"
"00007194","00211","201109","201110"
"00007194","00619","200208","200912"
"00007194","00805","201601",""
"00007194","00952","201110","201601"
"00007195","00047","201102",""
"00007195","07014","200209","201102"
"00007196","00233","200210","201001"
"00007196","00826","201705","201801"
"00007196","01016","201801",""
"00007196","08193","201001","201705"
"00007197","00233","200210","201812"
"00007197","00416","201812","201912"
"00007197","01016","201912",""
"00007198","00233","200210","201812"
"00007198","00416","201812","201912"
"00007198","01016","201912",""
"00007199","00648","200210","200804"
"00007199","00648","200804","200912"
"00007199","00769","200912","201310"
"00007199","00988","201310","201712"
"00007199","01018","201712",""
"00007199","07576","200804","200804"
"00007200","00028","200507","200612"
"00007200","00262","200101","200507"
"00007200","00727","200612","201001"
"00007200","00828","201001","201412"
"00007200","00831","202102",""
"00007200","00933","201412","202102"
"00007201","00449","201103","201203"
"00007201","00477","201603",""
"00007201","00731","201203","201603"
"00007201","07076","200303","200803"
"00007201","07565","201101","201103"
"00007201","07938","200803","201101"
"00007201","07940","201101","201101"
"00007202","00639","201101","202002"
"00007202","07230","200702","201101"
"00007202","11048","202002","202009"
"00007202","11075","202009",""
"00007203","00233","200212","201001"
"00007203","00826","201705","201801"
"00007203","01016","201801",""
"00007203","08193","201001","201705"
"00007204","00369","200504",""
"00007204","00711","200212","200504"
"00007205","00369","200602",""
"00007206","00369","200504",""
"00007206","00711","200212","200504"
"00007207","00369","200504",""
"00007207","00711","200212","200504"
"00007208","00369","200612",""
"00007209","00369","200612",""
"00007210","00369","200602",""
"00007211","00369","200602",""
"00007212","00369","201201",""
"00007213","00237","200502",""
"00007213","00696","200212","200502"
"00007214","00233","200212","201001"
"00007214","00237","201903",""
"00007214","00440","200212","200212"
"00007214","00826","201705","201903"
"00007214","08193","201001","201705"
"00007215","00642","201708",""
"00007215","08203","200212","201708"
"00007216","00369","200611",""
"00007217","00029","200301","200903"
"00007217","00033","201006","201206"
"00007217","00169","200903","201006"
"00007217","00817","201812",""
"00007217","00967","201206","201812"
"00007218","00028","200502","201012"
"00007218","00678","200301","200502"
"00007218","00727","201012",""
"00007219","00237","200301",""
"00007220","00237","200212",""
"00007221","00237","200604",""
"00007222","00237","200412",""
"00007222","00565","200301","200405"
"00007222","08206","200405","200412"
"00007223","00237","200412",""
"00007223","00565","200301","200405"
"00007223","08206","200405","200412"
"00007224","00237","201109",""
"00007224","08163","200301","201109"
"00007225","00269","201807",""
"00007225","00314","201709","201801"
"00007225","00631","201801","201807"
"00007225","08206","200512","201709"
"00007226","00237","200301",""
"00007227","00237","201508",""
"00007227","08206","200302","201508"
"00007228","00198","200901",""
"00007228","00619","200309","200901"
"00007229","00565","200301",""
"00007230","00237","200501",""
"00007230","00565","200303","200501"
"00007231","00237","201005",""
"00007231","08163","200302","201005"
"00007232","00237","200301",""
"00007233","00230","201504","202009"
"00007233","00322","200502","201501"
"00007233","00416","202009",""
"00007233","00682","200408","200502"
"00007233","08138","201501","201504"
"00007234","00269","201510",""
"00007234","00450","201507","201510"
"00007234","08206","200301","201507"
"00007235","00233","200301","201007"
"00007235","00237","201103",""
"00007235","08193","201007","201103"
"00007236","00099","200302","200402"
"00007236","00237","200701",""
"00007236","00260","200402","200701"
"00007237","00237","201605",""
"00007237","00349","200302","200707"
"00007237","08203","200707","201605"
"00007238","00233","200303","201007"
"00007238","00237","201803",""
"00007238","00826","201705","201801"
"00007238","01016","201801","201803"
"00007238","08193","201007","201705"
"00007239","00262","200302","200812"
"00007239","00606","200812",""
"00007240","00237","201103",""
"00007240","00665","200804","201001"
"00007240","07577","200302","200804"
"00007240","08193","201001","201103"
"00007241","00262","200111","200812"
"00007241","00606","200812",""
"00007242","00710","200801","200812"
"00007242","00831","202102",""
"00007242","00933","201010","202102"
"00007242","07008","200302","200801"
"00007242","07147","200812","201010"
"00007243","00831","202102",""
"00007243","00933","201010","202102"
"00007243","07147","200303","201010"
"00007244","00769","201111","201310"
"00007244","00984","201912","202006"
"00007244","00988","201310","201912"
"00007244","02011","202006",""
"00007245","00237","200302",""
"00007246","00639","200303","202002"
"00007246","11048","202002","202009"
"00007246","11075","202009",""
"00007247","00237","200303",""
"00007248","00237","200303",""
"00007249","00691","201212","201811"
"00007249","00691","201811",""
"00007249","00706","201212","201212"
"00007249","07006","201210","201212"
"00007250","00237","201209",""
"00007250","00292","200303","200706"
"00007250","07006","200706","201209"
"00007251","00426","200303","201110"
"00007251","00950","201110","201410"
"00007251","01008","201410",""
"00007252","00237","202002",""
"00007252","00691","200303","201811"
"00007252","00691","201811","202002"
"00007252","00696","200303","200303"
"00007253","00237","200303",""
"00007254","00063","200608","200608"
"00007254","00124","201306",""
"00007254","07465","200608","201102"
"00007254","07945","201102","201306"
"00007254","09020","200303","200608"
"00007255","00237","200303",""
"00007256","00691","200303","201212"
"00007256","00691","201212","201811"
"00007256","00691","201811",""
"00007256","00696","200303","200303"
"00007256","00706","201212","201212"
"00007257","00237","200303",""
"00007259","00237","200303",""
"00007260","00364","200901","202108"
"00007260","00530","202108",""
"00007261","00237","200303",""
"00007262","00194","201001","201101"
"00007262","00639","201101","202002"
"00007262","07230","200303","201001"
"00007262","11048","202002","202009"
"00007262","11075","202009",""
"00007263","00691","200304","201212"
"00007263","00691","201212","201811"
"00007263","00691","201811",""
"00007263","00696","200304","200304"
"00007263","00706","201212","201212"
"00007264","00237","201305",""
"00007264","00648","200304","200912"
"00007264","00769","200912","201305"
"00007265","00230","201910","202010"
"00007265","00416","202010",""
"00007265","00682","200303","201910"
"00007266","00010","200303","201203"
"00007266","00237","201203",""
"00007266","00619","200303","200303"
"00007267","00682","200304",""
"00007268","00454","200303","202203"
"00007268","01016","202203",""
"00007269","00454","200303","202203"
"00007269","01016","202203",""
"00007270","00010","200911","201203"
"00007270","00237","201203",""
"00007270","00619","200304","200911"
"00007271","00237","200305",""
"00007272","00237","200306",""
"00007273","00727","200305","201202"
"00007273","00794","201202","201704"
"00007273","02011","201704",""
"00007274","00727","200305","201202"
"00007274","00794","201202","201704"
"00007274","02011","201704",""
"00007275","00233","200306","201812"
"00007275","00416","201812","201912"
"00007275","01016","201912",""
"00007276","00237","201407",""
"00007276","00440","200312","201407"
"00007277","00010","200910","201210"
"00007277","00619","200310","200910"
"00007277","00797","201505",""
"00007277","00960","201210","201505"
"00007278","00237","201212",""
"00007278","07006","200306","201212"
"00007279","00237","200306",""
"00007280","00648","200804","200912"
"00007280","00691","201212","201811"
"00007280","00691","201811",""
"00007280","00706","201212","201212"
"00007280","00769","200912","201102"
"00007280","07006","201102","201212"
"00007280","07576","200307","200804"
"00007281","00233","200307","201001"
"00007281","00826","201705","201806"
"00007281","01016","201806",""
"00007281","08193","201001","201705"
"00007282","00727","200306","201202"
"00007282","00794","201202","201704"
"00007282","02011","201704",""
"00007283","00691","201212","201811"
"00007283","00691","201811","201906"
"00007283","00706","201212","201212"
"00007283","01008","201906",""
"00007283","07006","200312","201212"
"00007284","00233","200411","201006"
"00007284","00237","201803",""
"00007284","00826","201705","201801"
"00007284","01016","201801","201803"
"00007284","08193","201006","201705"
"00007285","00237","201212",""
"00007285","00691","200307","201212"
"00007285","00696","200307","200307"
"00007286","01040","200903",""
"00007286","07050","200306","200903"
"00007286","07864","200903","200903"
"00007287","00010","200812","200901"
"00007287","00157","201002","201002"
"00007287","00183","201002","201201"
"00007287","00230","201504","202009"
"00007287","00416","202009",""
"00007287","00619","200401","200812"
"00007287","00639","201305","201311"
"00007287","00962","201201","201305"
"00007287","07015","200901","201002"
"00007287","08138","201311","201504"
"00007288","00010","201104","202001"
"00007288","00010","202001",""
"00007288","00292","200308","200706"
"00007288","07006","200706","201104"
"00007289","00010","200911","201205"
"00007289","00010","201510","202001"
"00007289","00010","202001",""
"00007289","00292","200308","200505"
"00007289","00619","200505","200911"
"00007289","00960","201205","201510"
"00007290","00010","200912","201308"
"00007290","00619","200309","200912"
"00007290","00816","201611","202202"
"00007290","00990","201308","201611"
"00007290","11126","202202",""
"00007291","00233","200308","201007"
"00007291","00826","201705","201801"
"00007291","01016","201801",""
"00007291","08193","201007","201705"
"00007292","00010","200911","202001"
"00007292","00010","202001",""
"00007292","00619","200309","200911"
"00007293","00233","200309","201007"
"00007293","00826","201705","201803"
"00007293","01016","201803",""
"00007293","08193","201007","201705"
"00007294","00010","200911","201308"
"00007294","00619","200310","200911"
"00007294","00816","201611","202202"
"00007294","00990","201308","201611"
"00007294","11126","202202",""
"00007295","00233","200309","201812"
"00007295","00416","201812","201912"
"00007295","01016","201912",""
"00007296","00237","200711",""
"00007296","00260","200309","200711"
"00007297","00292","200311","200706"
"00007297","00691","200706","201212"
"00007297","00691","201212","201811"
"00007297","00691","201811",""
"00007297","00706","201212","201212"
"00007298","00426","200309","201109"
"00007298","00950","201109","201410"
"00007298","01008","201410",""
"00007299","00710","200801","201202"
"00007299","00819","201706","202006"
"00007299","02011","202006",""
"00007299","07008","200310","200801"
"00007299","08203","201202","201706"
"00007300","00094","200311",""
"00007301","00364","201204","202108"
"00007301","00530","202108",""
"00007301","07980","201111","201204"
"00007302","00691","201212","201811"
"00007302","00691","201811",""
"00007302","00706","201212","201212"
"00007302","07006","200310","201212"
"00007303","00691","201212","201811"
"00007303","00691","201811",""
"00007303","00706","201212","201212"
"00007303","07006","200310","201212"
"00007304","00237","201605",""
"00007304","00349","200311","200707"
"00007304","08203","200707","201605"
"00007305","00047","201101","201611"
"00007305","00416","201611",""
"00007305","00682","200311","201101"
"00007306","00428","202111",""
"00007306","00606","201012","202111"
"00007306","00664","200311","201012"
"00007307","00452","202001",""
"00007307","00522","200411","202001"
"00007307","00607","200312","200411"
"00007308","00452","202001",""
"00007308","00522","200411","202001"
"00007308","00607","200312","200411"
"00007309","00010","200912","201308"
"00007309","00619","200311","200912"
"00007309","00816","201611","202202"
"00007309","00990","201308","201611"
"00007309","11126","202202",""
"00007310","00020","200609","200810"
"00007310","00774","200312","200609"
"00007310","00819","201706","202006"
"00007310","02011","202006",""
"00007310","08203","200810","201706"
"00007311","00691","200312","201212"
"00007311","00691","201212","201811"
"00007311","00691","201811",""
"00007311","00706","201212","201212"
"00007312","00010","200311","201205"
"00007312","00797","201505",""
"00007312","00960","201205","201505"
"00007313","00237","200711",""
"00007313","00260","200311","200711"
"00007314","00010","200912","201210"
"00007314","00619","200311","200912"
"00007314","00797","201505",""
"00007314","00960","201210","201505"
"00007315","00157","200812","201012"
"00007315","00183","201012",""
"00007315","00619","200312","200812"
"00007316","00233","200312","201007"
"00007316","00826","201705","201803"
"00007316","01016","201803",""
"00007316","08193","201007","201705"
"00007317","00237","200711",""
"00007317","00260","200509","200711"
"00007318","00237","201212",""
"00007318","00691","200401","201212"
"00007318","00696","200401","200401"
"00007319","00047","201102",""
"00007319","07014","200311","201102"
"00007320","00047","201102",""
"00007320","07014","200311","201102"
"00007321","00237","200703",""
"00007322","00691","201212","201811"
"00007322","00691","201811",""
"00007322","00706","201212","201212"
"00007322","07006","200401","201212"
"00007323","00454","200312","202203"
"00007323","01016","202203",""
"00007324","00454","200312","202203"
"00007324","01016","202203",""
"00007325","00454","200312","202203"
"00007325","01016","202203",""
"00007326","00369","202010",""
"00007326","00454","200401","202010"
"00007327","00369","200603",""
"00007327","00454","200401","200603"
"00007328","00619","200401",""
"00007329","00237","201105",""
"00007329","07006","200401","201105"
"00007330","00237","200401",""
"00007331","00230","201504","202009"
"00007331","00416","202009",""
"00007331","00619","200402","201110"
"00007331","08138","201110","201504"
"00007332","00237","201212",""
"00007332","07006","200401","201212"
"00007333","00369","200504",""
"00007333","00711","200403","200504"
"00007334","00010","200312","201205"
"00007334","00797","201505",""
"00007334","00960","201205","201505"
"00007335","00369","200504",""
"00007335","00711","200403","200504"
"00007336","00057","201603",""
"00007336","08203","200401","201603"
"00007337","00237","200701",""
"00007337","00260","200403","200701"
"00007338","00237","200402",""
"00007339","00233","200402","201007"
"00007339","00826","201705","201806"
"00007339","01016","201806",""
"00007339","08193","201007","201705"
"00007340","00010","200912","202001"
"00007340","00010","202001",""
"00007340","00619","200402","200912"
"00007341","00364","201204","202108"
"00007341","00530","202108",""
"00007341","07980","201009","201204"
"00007342","00194","200702","201101"
"00007342","00639","201101","202002"
"00007342","11048","202002","202009"
"00007342","11075","202009",""
"00007343","00477","200402",""
"00007344","00477","200402",""
"00007345","00194","200611","201101"
"00007345","00639","201101","202002"
"00007345","11048","202002","202009"
"00007345","11075","202009",""
"00007346","00229","200209","200209"
"00007346","00913","200209","200209"
"00007346","01001","201809",""
"00007346","02774","200209","201809"
"00007347","01001","201408",""
"00007347","08163","200707","201408"
"00007348","00233","200507","201001"
"00007348","00237","201205",""
"00007348","00665","200403","200507"
"00007348","08193","201001","201205"
"00007349","00454","200403","201801"
"00007349","00806","201801",""
"00007350","00233","200301","201007"
"00007350","00237","201512",""
"00007350","08193","201007","201512"
"00007351","00237","200403",""
"00007352","00045","200404",""
"00007353","00045","200404",""
"00007354","00020","200609","200810"
"00007354","00642","201708",""
"00007354","00774","200404","200609"
"00007354","08203","200810","201708"
"00007355","00428","202111",""
"00007355","00606","201012","202111"
"00007355","00664","200404","201012"
"00007356","00428","202111",""
"00007356","00606","200907","202111"
"00007356","00664","200404","200907"
"00007357","00428","202111",""
"00007357","00606","201012","202111"
"00007357","00664","200404","201012"
"00007358","00682","200404",""
"00007359","00010","200403","201203"
"00007359","00237","201203",""
"00007360","00691","200405","201811"
"00007360","00691","201811",""
"00007360","00696","200405","200405"
"00007361","00237","201111","201702"
"00007361","00364","201702","202108"
"00007361","00530","202108",""
"00007362","00059","200405","201111"
"00007362","00933","201111","201503"
"00007362","01111","201503",""
"00007363","00059","200407","201208"
"00007363","00933","201208","201503"
"00007363","01111","201503",""
"00007364","00237","200405",""
"00007365","00237","200405",""
"00007366","00020","200609","200810"
"00007366","00032","200405","200609"
"00007366","00819","201706","202006"
"00007366","02011","202006",""
"00007366","08203","200810","201706"
"00007367","00237","201503",""
"00007367","00440","200406","201503"
"00007368","00237","201503",""
"00007368","00440","200406","201503"
"00007369","00691","201212","201811"
"00007369","00691","201811","201906"
"00007369","00706","201212","201212"
"00007369","01008","201906",""
"00007369","07006","200602","201212"
"00007370","00691","201212","201811"
"00007370","00691","201811",""
"00007370","00706","201212","201212"
"00007370","07006","200407","201212"
"00007371","00619","200408",""
"00007372","00047","201102",""
"00007372","07014","200408","201102"
"00007373","00092","200409","201304"
"00007373","00831","202106",""
"00007373","00983","201304","202106"
"00007374","00047","201102",""
"00007374","07014","200408","201102"
"00007375","00010","200911","201206"
"00007375","00237","201206",""
"00007375","00619","200409","200911"
"00007376","00237","200901",""
"00007376","00619","200408","200901"
"00007377","00416","200408",""
"00007378","00794","200510","201704"
"00007378","02011","201704",""
"00007379","00364","201204","202108"
"00007379","00530","202108",""
"00007379","07859","200602","200901"
"00007379","07980","200901","201204"
"00007380","00477","200401",""
"00007381","00010","200512","202001"
"00007381","00010","202001",""
"00007382","00233","200410","201001"
"00007382","00826","201705","201801"
"00007382","01016","201801",""
"00007382","08193","201001","201705"
"00007383","00233","200410","201001"
"00007383","00826","201705","201912"
"00007383","01016","201912",""
"00007383","08193","201001","201705"
"00007384","00237","201205",""
"00007385","00201","201107","202103"
"00007385","00769","200602","201107"
"00007385","11093","202103",""
"00007386","00461","200801","201301"
"00007386","00639","201507","202002"
"00007386","00972","201407","201507"
"00007386","07013","200602","200801"
"00007386","08106","201301","201407"
"00007386","11048","202002","202009"
"00007386","11075","202009",""
"00007387","00237","201503",""
"00007387","00440","200412","201503"
"00007388","00454","200607","201711"
"00007388","01006","201711","201911"
"00007388","01006","201911",""
"00007389","00262","200412","200812"
"00007389","00606","200812",""
"00007390","00010","200602","201206"
"00007390","00237","201206",""
"00007391","00779","200501",""
"00007392","00028","200412","200506"
"00007392","00691","201212","201811"
"00007392","00691","201811",""
"00007392","00706","201212","201212"
"00007392","00728","200905","201011"
"00007392","07006","201011","201212"
"00007392","07871","200506","200904"
"00007392","07873","200904","200905"
"00007393","00349","200501","200707"
"00007393","00819","201706","202006"
"00007393","08203","200707","201706"
"00007393","11034","202006",""
"00007394","00369","200611",""
"00007395","00369","200612",""
"00007396","00477","200602",""
"00007397","00648","200602","200804"
"00007397","00648","200804","200912"
"00007397","00769","200912","201310"
"00007397","00988","201310","201712"
"00007397","01018","201712",""
"00007397","07576","200804","200804"
"00007398","00237","200711",""
"00007398","00260","200503","200711"
"00007399","00237","201202",""
"00007400","00057","201011","201103"
"00007400","00237","202202",""
"00007400","00779","200602","201011"
"00007400","00891","201103","202202"
"00007401","00262","200512","200812"
"00007401","00606","200812",""
"00007402","00262","200603","200812"
"00007402","00606","200812",""
"00007403","00710","200502","201202"
"00007403","00819","201706",""
"00007403","08203","201202","201706"
"00007404","00648","200602","200804"
"00007404","00648","200804","200912"
"00007404","00769","200912",""
"00007404","07576","200804","200804"
"00007405","00237","200812",""
"00007406","00237","202102",""
"00007406","00462","201710","202102"
"00007406","00642","201708","201710"
"00007406","00774","200502","201012"
"00007406","08203","201012","201708"
"00007407","00040","201101","201102"
"00007407","00201","201102","201110"
"00007407","00237","201110",""
"00007407","07111","200502","201101"
"00007408","00237","200502",""
"00007409","00237","201503",""
"00007409","00440","200602","201503"
"00007410","00200","200602",""
"00007411","00233","200602","201008"
"00007411","00237","201803",""
"00007411","00826","201705","201801"
"00007411","01016","201801","201803"
"00007411","08193","201008","201705"
"00007412","00639","201101","202002"
"00007412","07230","200506","201101"
"00007412","11048","202002","202009"
"00007412","11075","202009",""
"00007413","00237","201105",""
"00007413","00706","200901","201012"
"00007413","07006","201012","201105"
"00007413","07860","200602","200901"
"00007414","00237","200502",""
"00007415","00010","200502","201203"
"00007415","00237","201203",""
"00007416","00010","200911","201203"
"00007416","00237","201203",""
"00007416","00619","200502","200911"
"00007417","00010","200911","202001"
"00007417","00010","202001",""
"00007417","00619","200502","200911"
"00007418","00237","200503",""
"00007419","00237","201503",""
"00007419","00440","200602","201503"
"00007420","00519","200712","200903"
"00007420","00691","201212","201811"
"00007420","00691","201811",""
"00007420","00706","200903","201012"
"00007420","00706","201212","201212"
"00007420","07006","201012","201212"
"00007420","07151","200503","200712"
"00007421","00031","201606",""
"00007421","00639","201101","201606"
"00007421","07230","200504","201101"
"00007422","00010","200911","201308"
"00007422","00619","200503","200911"
"00007422","00816","201611","202202"
"00007422","00990","201308","201611"
"00007422","11126","202202",""
"00007423","00237","200503",""
"00007424","00010","200911","201203"
"00007424","00237","201203",""
"00007424","00619","200503","200911"
"00007425","00648","200602","200804"
"00007425","00648","200804","200912"
"00007425","00769","200912","201805"
"00007425","00996","201805","201910"
"00007425","00996","201910",""
"00007425","07576","200804","200804"
"00007426","00010","200911","201308"
"00007426","00619","200503","200911"
"00007426","00816","201611","202202"
"00007426","00990","201308","201611"
"00007426","11126","202202",""
"00007427","00237","202002",""
"00007427","00691","201212","201811"
"00007427","00691","201811","202002"
"00007427","00706","201212","201212"
"00007427","07006","201110","201212"
"00007428","00648","200504","200804"
"00007428","00648","200804","200912"
"00007428","00691","201212","201811"
"00007428","00691","201811",""
"00007428","00706","201212","201212"
"00007428","00769","200912","201102"
"00007428","07006","201102","201212"
"00007428","07576","200804","200804"
"00007429","00237","201106",""
"00007429","00386","200504","200903"
"00007429","00731","200903","201106"
"00007429","07863","200903","200903"
"00007430","00237","200503",""
"00007431","00047","201102","202202"
"00007431","00831","202202",""
"00007431","07014","200504","201102"
"00007432","00237","200504",""
"00007433","00040","200504","201102"
"00007433","00201","201102","201110"
"00007433","00237","201110",""
"00007434","00449","201103","201203"
"00007434","00477","201604",""
"00007434","00731","201203","201604"
"00007434","07076","200504","200803"
"00007434","07565","201101","201103"
"00007434","07938","200803","201101"
"00007434","07940","201101","201101"
"00007435","00454","200411","202203"
"00007435","01016","202203",""
"00007436","00237","200503",""
"00007437","00237","201404","201704"
"00007437","00691","201704","201811"
"00007437","00691","201811",""
"00007437","00728","200905","201404"
"00007437","07871","200602","200904"
"00007437","07873","200904","200905"
"00007438","00010","200911","202001"
"00007438","00619","200505","200911"
"00007438","00816","202001","202202"
"00007438","11126","202202",""
"00007439","00010","200911","202001"
"00007439","00010","202001",""
"00007439","00619","200505","200911"
"00007440","00010","200506","202001"
"00007440","00010","202001",""
"00007441","00092","200506",""
"00007442","00028","200602","200612"
"00007442","00439","201108",""
"00007442","00727","200612","201108"
"00007442","07871","200506","200602"
"00007443","00619","200506",""
"00007444","00691","201212","201811"
"00007444","00691","201811",""
"00007444","00706","201212","201212"
"00007444","00769","200506","201102"
"00007444","07006","201102","201212"
"00007445","01040","201012",""
"00007445","07864","200506","201012"
"00007446","00010","200911","201203"
"00007446","00237","201203",""
"00007446","00619","200507","200911"
"00007447","01001","201408",""
"00007447","08163","200507","201408"
"00007448","00401","200508",""
"00007449","00010","200911","201308"
"00007449","00619","200509","200911"
"00007449","00816","201611","202202"
"00007449","00990","201308","201611"
"00007449","11126","202202",""
"00007450","00648","200602","200804"
"00007450","00648","200804","200912"
"00007450","00691","201212","201811"
"00007450","00691","201811",""
"00007450","00706","201212","201212"
"00007450","00769","200912","201102"
"00007450","07006","201102","201212"
"00007450","07576","200804","200804"
"00007451","00237","200508",""
"00007452","00010","200507","201505"
"00007452","00797","201505",""
"00007453","00125","201006",""
"00007454","00233","200509","201008"
"00007454","00826","201705","201806"
"00007454","01016","201806",""
"00007454","08193","201008","201705"
"00007455","00010","200509","201308"
"00007455","00816","201611","202202"
"00007455","00990","201308","201611"
"00007455","11126","202202",""
"00007456","00619","200506",""
"00007457","00710","200509","201202"
"00007457","00819","201706",""
"00007457","08203","201202","201706"
"00007458","00439","200706",""
"00007458","00728","200506","200706"
"00007459","00010","200911","202001"
"00007459","00010","202001",""
"00007459","00619","200509","200911"
"00007460","00233","200511","201008"
"00007460","00826","201705","201806"
"00007460","01016","201806",""
"00007460","08193","201008","201705"
"00007461","00691","201212","201811"
"00007461","00691","201811",""
"00007461","00706","200909","201012"
"00007461","00706","201212","201212"
"00007461","00728","200905","200909"
"00007461","07006","201012","201212"
"00007461","07871","200602","200904"
"00007461","07873","200904","200905"
"00007462","00769","200511","201310"
"00007462","00988","201310","201712"
"00007462","01018","201712",""
"00007463","01040","200903",""
"00007463","07050","200602","200903"
"00007463","07864","200903","200903"
"00007464","00691","201212","201811"
"00007464","00691","201811",""
"00007464","00706","201212","201212"
"00007464","07006","200807","201212"
"00007465","00237","200511",""
"00007466","00010","200602","201205"
"00007466","00797","201505",""
"00007466","00960","201205","201505"
"00007467","00522","200601",""
"00007468","00237","200602",""
"00007469","00010","200911","201205"
"00007469","00619","200510","200911"
"00007469","00797","201505",""
"00007469","00960","201205","201505"
"00007470","00262","200601","200812"
"00007470","00606","200812",""
"00007471","00262","200601","200812"
"00007471","00606","200812",""
"00007472","00117","200512","201012"
"00007472","00369","201012",""
"00007473","00117","200601","201012"
"00007473","00369","201012",""
"00007474","00831","202102",""
"00007474","00933","200601","202102"
"00007475","00237","201109",""
"00007475","08163","200106","201109"
"00007476","00648","200512","200804"
"00007476","00648","200804","200912"
"00007476","00769","200912","201310"
"00007476","00988","201310","201712"
"00007476","01018","201712",""
"00007476","07576","200804","200804"
"00007477","00648","200512","200804"
"00007477","00648","200804","200912"
"00007477","00769","200912","201310"
"00007477","00988","201310","201712"
"00007477","01018","201712",""
"00007477","07576","200804","200804"
"00007478","00183","200912","201201"
"00007478","00639","201305","202002"
"00007478","00962","201201","201305"
"00007478","07223","200910","200912"
"00007478","07890","200601","200910"
"00007478","11048","202002","202009"
"00007478","11075","202009",""
"00007479","00237","200512",""
"00007480","00233","200401","201007"
"00007480","00237","201512",""
"00007480","08193","201007","201512"
"00007481","00233","200512","201008"
"00007481","00237","201602",""
"00007481","08193","201008","201602"
"00007482","00040","201101","201102"
"00007482","00201","201102","202103"
"00007482","00515","200512","201006"
"00007482","07111","201006","201101"
"00007482","11093","202103",""
"00007483","00010","200512","201205"
"00007483","00797","201505",""
"00007483","00960","201205","201505"
