"F_OPERATOR FILE"
"Fac Id Code","Oper Id","Fac Oper Eff Period","Fac Oper Term Period"
"00007723","00229","201812","201901"
"00007723","11008","201901",""
"00007726","00010","200809","201510"
"00007726","00454","201510","201711"
"00007726","01006","201711","201911"
"00007726","01006","201911",""
"00007727","01040","200903",""
"00007727","07050","200811","200903"
"00007727","07864","200903","200903"
"00007728","00691","201212","201811"
"00007728","00691","201811",""
"00007728","00706","200901","201012"
"00007728","00706","201212","201212"
"00007728","07006","201012","201212"
"00007728","07860","200806","200901"
"00007729","00045","200804","201105"
"00007729","00237","201406",""
"00007729","08206","201105","201406"
"00007730","00010","200808","201206"
"00007730","00237","201206",""
"00007731","00045","200804","201105"
"00007731","00237","201411",""
"00007731","08206","201105","201411"
"00007732","00010","200809","201501"
"00007732","00237","201501",""
"00007733","00010","200809","201610"
"00007733","00816","201611","202202"
"00007733","00990","201610","201611"
"00007733","11126","202202",""
"00007734","00047","201102","202202"
"00007734","00831","202202",""
"00007734","07014","200712","201102"
"00007735","00665","200805","201008"
"00007735","00826","201705","201801"
"00007735","01016","201801",""
"00007735","08193","201008","201705"
"00007736","00237","201109",""
"00007736","00404","200810","201109"
"00007737","00117","200810","201012"
"00007737","00237","201301",""
"00007737","00369","201012","201301"
"00007738","00639","201101","202002"
"00007738","07230","200908","201101"
"00007738","11048","202002","202009"
"00007738","11075","202009",""
"00007739","00201","200911",""
"00007739","07893","200810","200911"
"00007740","00454","200810","201801"
"00007740","00806","201801",""
"00007741","00117","200810","201012"
"00007741","00237","201905",""
"00007741","00369","201012","201905"
"00007742","00230","201902","202009"
"00007742","00322","201211","201501"
"00007742","00416","202009",""
"00007742","00443","201102","201211"
"00007742","00443","201503","201902"
"00007742","00527","200810","201102"
"00007742","08138","201501","201503"
"00007743","00057","201011",""
"00007743","00779","200811","201011"
"00007744","00374","201203","201501"
"00007744","00457","200811","201101"
"00007744","01002","201501","202001"
"00007744","01008","202001",""
"00007744","07090","201101","201203"
"00007745","00092","201303","201409"
"00007745","00452","201409",""
"00007745","00522","200809","201303"
"00007746","00229","200807","201812"
"00007746","00229","201812","201901"
"00007746","11008","201901",""
"00007747","00526","200805","201307"
"00007747","00977","201307","201610"
"00007747","00996","201610","201910"
"00007747","00996","201910",""
"00007748","00691","201212","201811"
"00007748","00691","201811",""
"00007748","00706","200901","201012"
"00007748","00706","201212","201212"
"00007748","07006","201012","201212"
"00007748","07860","200808","200901"
"00007749","00010","200712","202001"
"00007749","00010","202001",""
"00007750","00010","200812","202001"
"00007750","00010","202001",""
"00007751","00648","200812","200912"
"00007751","00769","200912","201310"
"00007751","00988","201310","201712"
"00007751","01018","201712",""
"00007752","00010","200812","202001"
"00007752","00010","202001",""
"00007753","00210","200901","200908"
"00007753","00541","200908","201401"
"00007753","00816","201903","202202"
"00007753","01000","201401","201903"
"00007753","11126","202202",""
"00007754","00210","200901","200910"
"00007754","00541","200910","201401"
"00007754","00816","201903","202202"
"00007754","01000","201401","201903"
"00007754","11126","202202",""
"00007755","00068","200901","201112"
"00007755","00237","201112",""
"00007756","00781","200710","201006"
"00007756","00831","201006",""
"00007757","00237","201912",""
"00007757","00440","200907","201912"
"00007758","00665","200810","201008"
"00007758","00826","201705","201912"
"00007758","01016","201912",""
"00007758","08193","201008","201705"
"00007759","00092","201303","201409"
"00007759","00452","200902","201303"
"00007759","00452","201409",""
"00007762","00369","200902",""
"00007763","00369","200802",""
"00007764","00369","200802",""
"00007765","00369","200802",""
"00007766","00369","200802",""
"00007767","00369","200802",""
"00007768","00369","200802",""
"00007769","00402","200903","201007"
"00007769","00841","201007",""
"00007770","01008","201409",""
"00007770","07095","200903","201409"
"00007771","00691","201212","201811"
"00007771","00691","201811","201906"
"00007771","00706","201212","201212"
"00007771","01008","201906",""
"00007771","07006","200902","201212"
"00007772","00269","201510",""
"00007772","00450","201507","201510"
"00007772","08206","200903","201507"
"00007775","00269","201510",""
"00007775","00450","201507","201510"
"00007775","08206","200902","201507"
"00007776","00092","200904","201002"
"00007776","00092","201510",""
"00007776","00832","201002","201510"
"00007777","00565","200904",""
"00007778","00237","202111",""
"00007778","00691","201404","201811"
"00007778","00691","201811","202111"
"00007778","08163","200905","201404"
"00007779","00711","201307","201903"
"00007779","00711","201903",""
"00007779","08012","200812","201307"
"00007779","08013","201307","201307"
"00007780","00237","200905",""
"00007781","00237","200905",""
"00007782","00237","200904",""
"00007783","00010","201104","201505"
"00007783","00532","200908","201104"
"00007783","00797","201505",""
"00007784","00210","200906","201202"
"00007784","00541","201202","201401"
"00007784","00816","201903","202202"
"00007784","01000","201401","201903"
"00007784","11126","202202",""
"00007785","00010","200907","201505"
"00007785","00010","201608","202001"
"00007785","00010","202001",""
"00007785","00797","201505","201608"
"00007786","00691","201212","201811"
"00007786","00691","201811",""
"00007786","00706","200907","201012"
"00007786","00706","201212","201212"
"00007786","07006","201012","201212"
"00007787","00648","200812","200912"
"00007787","00769","200912","201310"
"00007787","00988","201310","201712"
"00007787","01018","201712",""
"00007788","00454","200908","201801"
"00007788","00806","201801",""
"00007789","00092","201202",""
"00007789","00933","200908","201202"
"00007790","00454","200908","202203"
"00007790","01016","202203",""
"00007791","00161","200909","201301"
"00007791","00831","201301",""
"00007792","00031","201012",""
"00007792","00824","200602","200905"
"00007792","07872","200905","201012"
"00007793","00142","201306","201702"
"00007793","00300","200910","201302"
"00007793","00818","201702",""
"00007793","00835","201302","201306"
"00007794","00124","201306","201608"
"00007794","00173","200908","201102"
"00007794","00813","201608","202201"
"00007794","07945","201102","201306"
"00007794","11107","202201",""
"00007795","00194","200911","201101"
"00007795","00639","201101","202002"
"00007795","11048","202002","202009"
"00007795","11075","202009",""
"00007796","00530","201001",""
"00007798","00227","201502",""
"00007798","00334","201001","201501"
"00007798","08120","201501","201502"
"00007799","00691","201310","201811"
"00007799","00691","201811",""
"00007799","08193","201001","201310"
"00007800","00691","201212","201811"
"00007800","00691","201811",""
"00007800","00706","201212","201212"
"00007800","07006","201001","201212"
"00007801","00314","201709","201801"
"00007801","00631","201801",""
"00007801","08206","201001","201709"
"00007802","00454","201002","202203"
"00007802","01016","202203",""
"00007803","00526","200904","201307"
"00007803","00977","201307","201610"
"00007803","00996","201610","201910"
"00007803","00996","201910",""
"00007804","00237","201407",""
"00007804","00440","201002","201407"
"00007805","00227","201502",""
"00007805","00334","201002","201501"
"00007805","08120","201501","201502"
"00007806","00237","201002",""
"00007807","00227","201502",""
"00007807","00334","201002","201501"
"00007807","08120","201501","201502"
"00007808","00565","201002","201604"
"00007808","00975","201604","201812"
"00007808","00975","201812",""
"00007809","00047","201102","202202"
"00007809","00831","202202",""
"00007809","07014","201002","201102"
"00007810","01040","201003",""
"00007811","01040","201005",""
"00007812","00010","201003","201305"
"00007812","00975","201305","201812"
"00007812","00975","201812",""
"00007813","00010","201004","202001"
"00007813","00010","202001",""
"00007815","00237","201409",""
"00007815","07969","201008","201110"
"00007815","08188","201110","201409"
"00007816","00237","201005",""
"00007817","00237","202102",""
"00007817","00462","201801","202102"
"00007817","00691","201404","201511"
"00007817","00726","201511","201801"
"00007817","08163","201006","201404"
"00007818","00237","201006",""
"00007819","00831","201006",""
"00007820","00233","201007","201101"
"00007820","00826","201705","201806"
"00007820","01016","201806",""
"00007820","08193","201101","201705"
"00007821","00691","201404","201811"
"00007821","00691","201811",""
"00007821","08163","201009","201404"
"00007822","00237","202111",""
"00007822","00691","201404","201811"
"00007822","00691","201811","202111"
"00007822","08163","201006","201404"
"00007823","00237","202111",""
"00007823","00691","201404","201811"
"00007823","00691","201811","202111"
"00007823","08163","201008","201404"
"00007824","00364","201204","202108"
"00007824","00530","202108",""
"00007824","00830","201009","201011"
"00007824","07980","201011","201204"
"00007825","00691","201212","201811"
"00007825","00691","201811",""
"00007825","00706","201212","201212"
"00007825","07006","201009","201212"
"00007826","01008","201409",""
"00007826","07095","201009","201409"
"00007827","00828","201009",""
"00007828","00544","201009","201612"
"00007828","00816","201903","202202"
"00007828","01000","201612","201903"
"00007828","11126","202202",""
"00007830","00314","201709","201801"
"00007830","00631","201801",""
"00007830","08206","201010","201709"
"00007831","00269","201510",""
"00007831","00450","201507","201510"
"00007831","08206","201011","201507"
"00007832","00237","202102",""
"00007832","00462","201801","202102"
"00007832","00691","201404","201511"
"00007832","00726","201511","201801"
"00007832","08163","201010","201404"
"00007833","00996","201011","201910"
"00007833","00996","201910",""
"00007834","00996","201011","201910"
"00007834","00996","201910",""
"00007835","00237","202202",""
"00007835","00562","201012","201610"
"00007835","00891","201610","202202"
"00007836","00237","201407",""
"00007836","00440","200602","201407"
"00007837","00010","201011","202001"
"00007837","00010","202001",""
"00007838","00010","201011","202001"
"00007838","00010","202001",""
"00007839","00010","201010","202001"
"00007839","00010","202001",""
"00007840","00010","201010","202001"
"00007840","00010","202001",""
"00007841","00057","201603",""
"00007841","00933","201010","201603"
"00007842","00047","201102","201611"
"00007842","00416","201611",""
"00007842","07014","200912","201102"
"00007843","00711","201307","201903"
"00007843","00711","201903",""
"00007843","08012","201102","201307"
"00007843","08013","201307","201307"
"00007844","00691","201404","201811"
"00007844","00691","201811",""
"00007844","08163","201102","201404"
"00007845","00691","201212","201811"
"00007845","00691","201811",""
"00007845","00706","201212","201212"
"00007845","07006","201102","201212"
"00007846","00369","201102",""
"00007847","00237","201503",""
"00007847","00440","201102","201503"
"00007848","00831","201111",""
"00007849","00691","201212","201811"
"00007849","00691","201811",""
"00007849","00706","201212","201212"
"00007849","07006","201103","201212"
"00007850","00269","201510",""
"00007850","00450","201507","201510"
"00007850","08206","201103","201507"
"00007851","00794","201104","201704"
"00007851","02011","201704",""
"00007852","00208","201104","201508"
"00007852","00941","201809",""
"00007852","00994","201508","201809"
"00007853","00369","201103",""
"00007854","01040","201104",""
"00007857","00848","201105","201208"
"00007857","00963","201208","201410"
"00007857","01007","201410",""
"00007858","00057","201104",""
"00007859","00933","201010","201506"
"00007859","01111","201506",""
"00007859","07147","200906","201010"
"00007860","00850","201105",""
"00007861","00057","201107",""
"00007863","00010","201107","202001"
"00007863","00010","202001",""
"00007864","00565","201102",""
"00007865","00565","201102",""
"00007866","00691","201212","201811"
"00007866","00691","201811",""
"00007866","00706","201212","201212"
"00007866","07006","201108","201212"
"00007867","00364","201204","202108"
"00007867","00530","202108",""
"00007867","07980","201108","201204"
"00007868","01040","201109",""
"00007869","00237","201109",""
"00007870","00710","200801","201202"
"00007870","00819","201706","202006"
"00007870","02011","202006",""
"00007870","07008","200605","200801"
"00007870","08203","201202","201706"
"00007871","00237","201110",""
"00007872","01040","201104",""
"00007873","00033","202001",""
"00007873","00834","201110","202001"
"00007874","00819","201706","202006"
"00007874","08203","200810","201706"
"00007874","11034","202006",""
"00007875","00196","201109","201405"
"00007875","00802","201811",""
"00007875","00978","201405","201811"
"00007876","00010","201111","201406"
"00007876","00816","201611","202202"
"00007876","00990","201406","201611"
"00007876","11126","202202",""
"00007877","00181","200603","200810"
"00007877","00819","201706","202006"
"00007877","02011","202006",""
"00007877","08203","200810","201706"
"00007878","00237","202102",""
"00007878","00462","201705","202102"
"00007878","08195","201112","201705"
"00007879","00043","200902","201707"
"00007879","00940","201707",""
"00007880","00831","201508",""
"00007880","01008","201409","201508"
"00007880","07095","201112","201409"
"00007881","00237","201112",""
"00007882","00369","201111",""
"00007883","00794","201111",""
"00007884","00691","201212","201811"
"00007884","00691","201811",""
"00007884","00706","201212","201212"
"00007884","07006","201206","201212"
"00007885","00691","201212","201811"
"00007885","00691","201811",""
"00007885","00706","201212","201212"
"00007885","07006","201202","201212"
"00007886","00691","201212","201811"
"00007886","00691","201811",""
"00007886","00706","201212","201212"
"00007886","07006","201208","201212"
"00007887","00369","201201",""
"00007888","00369","201202",""
"00007889","01006","201410","201911"
"00007889","01006","201911",""
"00007889","08121","201410","201410"
"00007889","08163","201202","201410"
"00007890","00237","201502",""
"00007890","01006","201410","201502"
"00007890","08121","201410","201410"
"00007890","08163","200903","201410"
"00007891","00237","201502",""
"00007891","01006","201410","201502"
"00007891","08121","201410","201410"
"00007891","08163","200902","201410"
"00007892","01006","201410","201911"
"00007892","01006","201911",""
"00007892","08121","201410","201410"
"00007892","08163","200901","201410"
"00007893","00237","200602",""
"00007894","00691","201212","201811"
"00007894","00691","201811",""
"00007894","00706","201212","201212"
"00007894","07006","201204","201212"
"00007895","00010","201203","201610"
"00007895","00816","201611","202202"
"00007895","00990","201610","201611"
"00007895","11126","202202",""
"00007896","01040","201207",""
"00007897","00047","201204","201611"
"00007897","00416","201611",""
"00007898","00237","202111",""
"00007898","00691","201404","201811"
"00007898","00691","201811","202111"
"00007898","08163","201205","201404"
"00007899","00410","201004","202201"
"00007899","02011","202201",""
"00007900","00831","201202",""
"00007901","00130","200812","200906"
"00007901","00426","200906","201109"
"00007901","00950","201109","201410"
"00007901","01008","201410",""
"00007902","00831","201612",""
"00007902","01040","201109","201612"
"00007903","00691","201803","201811"
"00007903","00691","201811",""
"00007903","00955","201206","201803"
"00007904","00850","201207",""
"00007905","00648","200711","200804"
"00007905","00648","200804","200912"
"00007905","00691","201212","201811"
"00007905","00691","201811",""
"00007905","00706","201212","201212"
"00007905","00769","200912","201102"
"00007905","07006","201102","201212"
"00007905","07576","200804","200804"
"00007906","00092","201204",""
"00007907","01040","201208",""
"00007908","00057","201202",""
"00007909","00648","200508","200804"
"00007909","00648","200804","200912"
"00007909","00691","201212","201811"
"00007909","00691","201811",""
"00007909","00706","201212","201212"
"00007909","00769","200912","201102"
"00007909","07006","201102","201212"
"00007909","07576","200804","200804"
"00007910","00691","201212","201811"
"00007910","00691","201811",""
"00007910","00706","201212","201212"
"00007910","07006","201212","201212"
"00007911","00831","201612",""
"00007911","01040","201102","201612"
"00007912","00711","201307","201903"
"00007912","00711","201903",""
"00007912","08012","201203","201307"
"00007912","08013","201307","201307"
"00007913","00691","201212","201811"
"00007913","00691","201811",""
"00007913","00706","201212","201212"
"00007913","07006","201211","201212"
"00007914","00010","201209","202001"
"00007914","00010","202001",""
"00007915","00057","201108",""
"00007916","00439","201210",""
"00007917","00364","201210","202108"
"00007917","00530","202108",""
"00007918","00237","202102",""
"00007918","00462","201801","202102"
"00007918","00726","201209","201801"
"00007919","00831","201612",""
"00007919","01040","201109","201612"
"00007920","00936","201202","202002"
"00007920","01014","202002",""
"00007921","00237","202111",""
"00007921","00691","201404","201811"
"00007921","00691","201811","202111"
"00007921","08163","201202","201404"
"00007922","00237","202102",""
"00007922","00462","201801","202102"
"00007922","00726","201211","201801"
"00007923","00057","201111",""
"00007924","00831","201612",""
"00007924","01040","201211","201612"
"00007925","00691","201301","201811"
"00007925","00691","201811",""
"00007926","00831","201612",""
"00007926","01040","201109","201612"
"00007927","00369","201112",""
"00007928","00057","201211",""
"00007929","00369","201212",""
"00007930","00639","201212","202002"
"00007930","11048","202002","202009"
"00007930","11075","202009",""
"00007931","00057","201210",""
"00007932","01008","201409",""
"00007932","07095","201303","201409"
"00007933","00831","201612",""
"00007933","01040","201210","201612"
"00007934","00639","201301","202002"
"00007934","11048","202002","202009"
"00007934","11075","202009",""
"00007935","00010","201211","202001"
"00007935","00010","202001",""
"00007936","00831","201302",""
"00007937","00047","201301",""
"00007938","00057","201302",""
"00007939","00057","201212",""
"00007940","00237","201508",""
"00007940","08206","201105","201508"
"00007941","00237","202001",""
"00007941","00631","200404","202001"
"00007941","00761","199210","200404"
"00007942","00237","201605",""
"00007942","00367","201302","201605"
"00007943","00057","201203",""
"00007945","00831","201302",""
"00007946","00237","201910",""
"00007946","00440","201303","201910"
"00007947","00237","201503",""
"00007947","00440","201303","201503"
"00007948","00237","201910",""
"00007948","00440","201303","201910"
"00007949","00237","201503",""
"00007949","00440","201303","201503"
"00007950","00010","201303","202001"
"00007950","00010","202001",""
"00007951","00416","201309",""
"00007952","00010","201304","202001"
"00007952","00010","202001",""
"00007953","00237","201910",""
"00007953","00440","201305","201910"
"00007954","00528","201305",""
"00007955","00237","201502",""
"00007955","08206","201305","201502"
"00007956","00237","201502",""
"00007956","08206","201305","201502"
"00007957","00237","201508",""
"00007957","08206","201305","201508"
"00007958","00803","201507","201610"
"00007958","00803","202202",""
"00007958","00813","201610","202202"
"00007958","00896","201306","201507"
"00007959","00711","201308","201903"
"00007959","00711","201903",""
"00007960","00831","202205",""
"00007960","00955","201307","202205"
"00007961","00831","202106",""
"00007961","00983","201307","202106"
"00007962","00010","201308","202001"
"00007962","00010","202001",""
"00007963","00691","201308","201811"
"00007963","00691","201811",""
"00007964","00978","201406","202202"
"00007964","08156","201308","201406"
"00007964","11125","202202",""
"00007965","00237","201605",""
"00007965","00367","201307","201605"
"00007966","00691","201308","201811"
"00007966","00691","201811",""
"00007967","00691","201308","201811"
"00007967","00691","201811",""
"00007968","01008","201409",""
"00007968","07095","201308","201409"
"00007969","00416","201309",""
"00007970","00691","201309","201811"
"00007970","00691","201811",""
"00007971","00691","201309","201811"
"00007971","00691","201811",""
"00007972","00691","201309","201811"
"00007972","00691","201811",""
"00007973","00691","201309","201811"
"00007973","00691","201811",""
"00007974","00229","201310","201812"
"00007974","00229","201812","201901"
"00007974","11008","201901",""
"00007976","00691","201310","201811"
"00007976","00691","201811",""
"00007977","00010","201310","202001"
"00007977","00010","202001",""
"00007978","00831","202205",""
"00007978","00955","201311","202205"
"00008001","00349","200707","200707"
"00008001","00558","198904","199606"
"00008001","00575","199606","200707"
"00008001","00642","201708",""
"00008001","08203","200707","201708"
"00008002","00083","199107",""
"00008002","09850","198904","199107"
"00008003","00398","198904","201108"
"00008003","02011","201108",""
"00008004","00237","201503",""
"00008004","00440","199401","201503"
"00008004","00720","198904","199401"
"00008005","00237","200701",""
"00008005","00260","200107","200701"
"00008005","00632","199306","200107"
"00008006","00237","201012",""
"00008006","00716","198904","201012"
"00008007","00710","201011","201202"
"00008007","00819","201706","202006"
"00008007","08203","201202","201706"
"00008007","11034","202006",""
"00008008","00237","201806",""
"00008008","00277","199311","200412"
"00008008","00440","200412","201806"
"00008009","00127","201604",""
"00008009","00640","198904","201012"
"00008009","08163","201012","201604"
"00008010","00428","202111",""
"00008010","00606","200604","202111"
"00008010","00666","198904","200604"
"00008011","00237","201503",""
"00008011","00440","201012","201503"
"00008011","00905","198904","199711"
"00008011","00911","199711","201012"
"00008012","00237","201503",""
"00008012","00440","198904","201503"
"00008013","00005","198904","199008"
"00008013","00045","199008","199310"
"00008013","00237","199310",""
"00008014","00648","198904","200912"
"00008014","00769","200912","201405"
"00008014","00988","201405","201712"
"00008014","01018","201712",""
"00008015","00208","201612",""
"00008015","00648","198904","199903"
"00008015","00727","199903","201002"
"00008015","00794","201002","201612"
"00008016","00099","199606","200402"
"00008016","00237","200501",""
"00008016","00260","200402","200501"
"00008016","00648","198904","199606"
"00008017","00099","199901","200402"
"00008017","00237","200501",""
"00008017","00260","200402","200501"
"00008017","00648","198904","199901"
"00008018","00648","198904","200912"
"00008018","00769","200912",""
"00008019","00005","198904","199310"
"00008019","00237","199310",""
"00008020","00648","198904","200912"
"00008020","00769","200912","201310"
"00008020","00988","201310","201712"
"00008020","01018","201712",""
"00008021","00648","198904",""
"00008022","00229","200508","201812"
"00008022","00229","201812","201901"
"00008022","00308","200106","200508"
"00008022","08163","198904","200106"
"00008022","11008","201901",""
"00008023","00237","201911",""
"00008023","00440","201012","201911"
"00008023","00911","198904","201012"
"00008024","00117","198904","201102"
"00008024","00934","201102",""
"00008025","00099","199901","200701"
"00008025","00237","200701",""
"00008025","00648","198904","199901"
"00008026","00237","201012",""
"00008026","00302","198904","199601"
"00008026","00677","199601","201012"
"00008027","00237","201005",""
"00008027","00469","198904","199605"
"00008027","00862","199605","199910"
"00008027","08163","199910","201005"
"00008028","00047","201102","201203"
"00008028","00083","199107","199706"
"00008028","00237","201203",""
"00008028","00682","199706","201102"
"00008028","09850","198904","199107"
"00008029","00233","200507","201001"
"00008029","00237","201102",""
"00008029","00665","199009","200507"
"00008029","08193","201001","201102"
"00008030","00237","200110",""
"00008030","00302","198904","199601"
"00008030","00677","199601","200110"
"00008031","00493","198904","199408"
"00008031","00682","199408","200502"
"00008031","00794","200502","201704"
"00008031","02011","201704",""
"00008032","00117","201102","201102"
"00008032","00366","201102","201102"
"00008032","00648","199403","200011"
"00008032","00767","200011","201102"
"00008032","00934","201102",""
"00008033","00233","200507","201001"
"00008033","00665","198904","200507"
"00008033","00826","201705","202003"
"00008033","01008","202003",""
"00008033","08193","201001","201705"
"00008034","00237","199702",""
"00008034","00716","198904","199702"
"00008035","00083","199107","199701"
"00008035","00114","199701","199908"
"00008035","00237","199908",""
"00008035","09850","198904","199107"
"00008036","00237","200105",""
"00008036","00666","198904","200105"
"00008037","00905","198904",""
"00008038","00005","198904","199004"
"00008038","00045","199004","201204"
"00008038","00964","201204",""
"00008039","00237","201503",""
"00008039","00440","199401","201503"
"00008039","00720","198904","199401"
"00008040","00233","200507","201001"
"00008040","00237","201903",""
"00008040","00665","199010","200507"
"00008040","00826","201705","201903"
"00008040","08193","201001","201705"
"00008041","00648","198904","200912"
"00008041","00769","200912","201310"
"00008041","00988","201310","201712"
"00008041","01018","201712",""
"00008042","00117","200009","201012"
"00008042","00237","201106",""
"00008042","00369","201012","201106"
"00008042","00566","198904","199705"
"00008042","00671","199705","200009"
"00008043","00099","199810","200402"
"00008043","00237","200501",""
"00008043","00260","200402","200501"
"00008043","00262","199208","199810"
"00008043","00959","198904","199208"
"00008044","00864","198904",""
"00008045","00013","199907","200207"
"00008045","00097","199211","199907"
"00008045","00260","198904","199211"
"00008045","00639","200207","200211"
"00008045","00691","200211","201212"
"00008045","00691","201212","201811"
"00008045","00691","201811","201906"
"00008045","00696","200211","200211"
"00008045","00706","201212","201212"
"00008045","01008","201906",""
"00008046","00233","200507","201001"
"00008046","00279","198904","199806"
"00008046","00665","199806","200507"
"00008046","00691","201903",""
"00008046","00826","201705","201903"
"00008046","08193","201001","201705"
"00008047","00208","201612",""
"00008047","00648","198904","199903"
"00008047","00727","199903","201002"
"00008047","00794","201002","201612"
"00008048","00083","199107","199908"
"00008048","00237","199908",""
"00008049","00262","199208","200812"
"00008049","00428","202111",""
"00008049","00606","200812","202111"
"00008049","00959","198904","199208"
"00008050","00174","199510","200801"
"00008050","00710","200801","201202"
"00008050","00711","198904","199510"
"00008050","00819","201706","202006"
"00008050","08203","201202","201706"
"00008050","11034","202006",""
"00008051","00085","198904","199705"
"00008051","00237","199705",""
"00008052","00013","199610","200207"
"00008052","00639","200207","200211"
"00008052","00691","200211","201212"
"00008052","00691","201212","201811"
"00008052","00691","201811",""
"00008052","00696","200211","200211"
"00008052","00706","201212","201212"
"00008052","00905","198904","199610"
"00008053","00237","202001",""
"00008053","00440","200110","202001"
"00008053","00905","198904","199706"
"00008053","00911","199706","200110"
"00008054","00237","200110",""
"00008054","00302","198904","199601"
"00008054","00677","199601","200110"
"00008055","00237","201503",""
"00008055","00440","199401","201503"
"00008055","00720","198904","199401"
"00008056","00880","198904","198904"
"00008056","00881","198904","201105"
"00008056","03470","201105",""
"00008057","00237","199302",""
"00008058","00237","199302",""
"00008058","00551","198904","199302"
"00008059","00047","200502",""
"00008059","00083","199107","199706"
"00008059","00682","199706","200502"
"00008059","09850","199101","199107"
"00008060","00013","199304","200207"
"00008060","00237","201212",""
"00008060","00639","200207","200211"
"00008060","00691","200211","201212"
"00008060","00696","200211","200211"
"00008061","00850","201205","201407"
"00008061","01111","201407",""
"00008061","09850","198904","201205"
"00008062","00237","199908",""
"00008062","00905","198904","199706"
"00008062","00911","199706","199908"
"00008063","00648","198904","200912"
"00008063","00769","200912","201310"
"00008063","00988","201310","201712"
"00008063","01018","201712",""
"00008064","00642","201708",""
"00008064","00648","198904","200912"
"00008064","00769","200912","201202"
"00008064","08203","201202","201708"
"00008065","00230","202102",""
"00008065","00237","201503","202102"
"00008065","00262","199208","199612"
"00008065","00440","200110","201503"
"00008065","00911","199907","200110"
"00008065","00959","198904","199208"
"00008065","08144","199612","199907"
"00008066","00237","201503",""
"00008066","00440","201012","201503"
"00008066","00905","198904","199706"
"00008066","00911","199706","201012"
"00008067","00092","201011",""
"00008067","00337","199207","201011"
"00008068","00237","199908",""
"00008068","00302","198904","199601"
"00008068","00677","199601","199908"
"00008069","00905","198904",""
"00008070","00005","198904","199004"
"00008070","00045","199004","201108"
"00008070","00237","201108",""
"00008071","00047","200312",""
"00008071","00651","198904","200312"
"00008072","00237","201105",""
"00008073","00850","201205","201407"
"00008073","01111","201407",""
"00008073","09850","199101","201205"
"00008074","00565","198904","200204"
"00008074","00746","200204","201302"
"00008074","00802","201811",""
"00008074","00978","201302","201811"
"00008075","00769","198904","201310"
"00008075","00988","201310","201712"
"00008075","01018","201712",""
"00008076","00052","200504","201111"
"00008076","00097","199211","200504"
"00008076","00237","201911",""
"00008076","00260","198904","199211"
"00008076","00367","201111","201712"
"00008076","00440","201712","201911"
"00008077","00092","201404",""
"00008077","00367","198904","201404"
"00008078","00237","199310",""
"00008078","00766","198904","199310"
"00008079","00237","201301",""
"00008079","00369","201012","201301"
"00008079","00648","198904","199705"
"00008079","00671","199705","201012"
"00008080","00013","199809","200207"
"00008080","00302","198904","199601"
"00008080","00639","200207","200211"
"00008080","00677","199601","199809"
"00008080","00691","200211","201212"
"00008080","00691","201212","201811"
"00008080","00691","201811",""
"00008080","00696","200211","200211"
"00008080","00706","201212","201212"
"00008081","00237","201503",""
"00008081","00440","199401","201503"
"00008081","00720","198904","199401"
"00008082","00099","199606","200402"
"00008082","00237","200501",""
"00008082","00260","200402","200501"
"00008082","00313","198904","199606"
"00008083","00643","199508","199804"
"00008083","00648","199804","201009"
"00008083","00673","198904","199508"
"00008083","00769","201009",""
"00008084","00769","199008","201310"
"00008084","00988","201310","201712"
"00008084","01018","201712",""
"00008085","00047","201102",""
"00008085","00558","198904","199710"
"00008085","00682","199710","201102"
"00008086","00010","200911","201308"
"00008086","00268","198904","199107"
"00008086","00285","199107","199907"
"00008086","00619","199907","200911"
"00008086","00816","201611","202202"
"00008086","00990","201308","201611"
"00008086","11126","202202",""
"00008087","00092","201011",""
"00008087","00337","199207","201011"
"00008088","00047","202001","202202"
"00008088","00648","198904","200912"
"00008088","00769","200912","202001"
"00008088","00831","202202",""
"00008089","00237","199211",""
"00008089","00880","198904","199211"
"00008090","00631","201012",""
"00008090","00761","199308","201012"
"00008090","00880","198904","199308"
"00008091","00648","198904","200912"
"00008091","00769","200912","201805"
"00008091","00996","201805","201910"
"00008091","00996","201910",""
"00008092","00083","199107",""
"00008092","09850","198904","199107"
"00008093","00005","198904","199004"
"00008093","00045","199004","199610"
"00008093","00428","202111",""
"00008093","00606","200907","202111"
"00008093","00664","199610","200907"
"00008094","00237","200602",""
"00008095","00092","200810",""
"00008095","00337","200602","200810"
"00008096","00648","198904","200912"
"00008096","00691","201009","201212"
"00008096","00691","201212","201811"
"00008096","00691","201811",""
"00008096","00706","201212","201212"
"00008096","00769","200912","201009"
"00008097","00237","201503",""
"00008097","00440","200101","201503"
"00008097","00648","198904","200101"
"00008098","00013","200110","200207"
"00008098","00553","199211","200110"
"00008098","00639","200207","202002"
"00008098","00880","198904","199211"
"00008098","11048","202002","202009"
"00008098","11075","202009",""
"00008099","00280","198904","198904"
"00008099","00491","198904",""
"00008100","00237","201103",""
"00008100","00551","198904","199504"
"00008100","00640","199504","201012"
"00008100","08163","201012","201103"
"00008101","00237","201103",""
"00008101","00551","198904","199504"
"00008101","00640","199504","199710"
"00008101","08163","199710","201103"
"00008102","00194","201002","201101"
"00008102","00454","200310","201002"
"00008102","00639","201101","202002"
"00008102","00789","199904","200310"
"00008102","00880","198904","199904"
"00008102","11048","202002","202009"
"00008102","11075","202009",""
"00008103","00648","199310","200110"
