Well Authorization Number,Completion Event Sequence,UWI,Zone Prod Period,Area Code,Formtn Code,Well Area Name,Oper Abbreviation,Production Days,Gas Production (e3m3),Oil Production (m3),Condensate Production (m3),Water Production (m3),Marketable Gas Volume (e3m3),Ethane Sales Volume (m3),Propane Sales Volume (m3),Butane Sales Volume (m3),Pentane Sales Volume (m3)
00153,00,100062908115W600,202203,6600,8100,PARKLAND,CANLIN,30.9,1700.9,0,0,61.2,1537.6,0,0,0,7.3
00244,00,100042408620W600,202204,8000,6200,STODDART,PAVILION,11.3,2.5,0,.1,0,1.5,0,.1,.1,.1
02945,00,200C020L094H0500,202203,5600,4150,LAPRISE,CANLIN,31,151,0,.9,1.5,125.4,0,5,7.9,9.8
02108,02,200A054B094P1002,202203,4700,8200,HELMET,CNRL,31,128.5,0,.1,4.4,116.3,0,0,0,0
01796,02,200D013J094J1002,202203,3200,8400,CLARKE,CANLIN,31,579.1,0,0,1337.6,381.1,0,0,0,0
04418,00,100163308114W600,202204,5860,4545,MICA,CARDINAL,29.9,21.7,88.2,0,1.1,18,0,0,0,.5
03699,02,200D091I094H0302,202204,7250,2600,PICKELL,CNRL,23,7.5,0,.2,.2,6.1,0,.2,.3,.3
03723,00,102061908619W600,202203,8000,4520,STODDART,PAVILION,29.6,22.9,112.9,0,6.4,16.8,0,.6,.8,.8
05087,00,200D091E094H0600,202203,5850,4800,MARTIN,TOURMALINE,29,53.1,0,6.9,3.1,42.5,0,4,4.8,3.9
05155,02,200D091C094H0602,202204,5850,2700,MARTIN,CNRL,30,7.5,0,.2,.2,6.1,0,.3,.3,.3
05193,00,200C094E094H0500,202204,5600,4150,LAPRISE,CANLIN,29.5,193.3,0,.8,3.8,157.5,0,8.3,11.2,11.5
04498,02,200A003B093P0102,202203,9030,2800,KELLY,CVE ENERGY,31,33.6,0,0,.7,28.3,.6,0,0,0
04776,03,200B073G093I1503,202202,4380,4100,N GRIZZLY,CNRL,28,628.3,0,0,7,498.8,0,0,0,0
06613,00,200D075E093P0100,202203,6430,2200,NOEL,CVE ENERGY,29.3,129.1,0,1.3,2.5,110.7,9.4,2.2,1.3,.5
06354,00,200D075A093P0800,202204,3340,1420,CUTBANK,CVE ENERGY,30,69.4,0,0,1.5,44.1,26,31.2,13.3,7.6
06440,00,200B067C094A1600,202203,6800,4800,PEEJAY,CNRL,30.5,3.5,37.5,0,166.5,3.3,0,0,.1,.2
06566,00,202B048D093P0800,202202,6430,2200,NOEL,CVE ENERGY,28,150.5,0,1.3,2.6,106.6,14,3.6,0,0
06599,02,200A009D093P0802,202204,6430,2625,NOEL,CVE ENERGY,30,3.2,0,0,.1,2.6,.3,0,0,0
06600,00,200B066L093P0100,202203,6430,2510,NOEL,CVE ENERGY,29.8,55.2,0,.5,1.1,45.7,5.3,2.2,.8,0
05559,00,200A025G094H1600,202203,7660,4990,RING,CNRL,31,24.8,0,0,.5,23.3,.1,.8,2.1,2.5
07058,00,200D059J093P0200,202202,6430,2200,NOEL,CVE ENERGY,28,115.4,0,1,2.1,93.2,7.7,1.8,0,0
07058,00,200D059J093P0200,202203,6430,2200,NOEL,CVE ENERGY,31,119.8,0,1.2,2.4,98.2,8.5,2.2,.8,0
07136,00,200C036F093P0100,202203,5170,2505,NOEL,CVE ENERGY,30.3,59.4,0,.5,1.2,51.4,4.1,.7,0,0
07155,00,200B002A093P0700,202202,6430,2510,NOEL,CVE ENERGY,28,140.4,0,1.2,2.4,114.2,19.3,5.4,0,0
07622,00,200C094I094P1000,202204,4700,8200,HELMET,CNRL,30,265.5,0,0,3.2,241.5,0,0,0,3.6
07952,00,200D053G093P0100,202204,5170,2510,KELLY,CVE ENERGY,30,157.9,0,0,3.4,127.4,35.9,19.3,9.1,9
08016,00,200C049H093P0100,202204,5170,2510,KELLY,CVE ENERGY,30,56.6,0,0,1.2,48.6,8.7,2.5,.8,0
07659,00,200A063G094B0800,202204,0320,2600,ALTARES,PETRONAS,27,13.4,0,0,.6,12.6,0,.4,.5,0
07697,00,200D033A093P0100,202204,5170,2505,KELLY,CVE ENERGY,30,112.8,0,0,2.4,98.1,13.7,2.5,.8,0
07342,00,200B070F094H0300,202203,8220,2600,UMBACH,CNRL,31,36,0,0,0,19.3,0,2,1.3,.7
07466,00,200C056A093P0700,202202,6430,2200,NOEL,CVE ENERGY,20.9,13.9,0,.1,.3,11.8,1.4,.4,0,0
07466,00,200C056A093P0700,202203,6430,2200,NOEL,CVE ENERGY,21.8,31.5,0,.3,.6,27.2,3.2,.7,.4,0
07478,00,100101408618W600,202204,6460,4800,OAK,STRATHCONA,28,120.3,0,12.2,1.4,106.2,0,1,1.9,5.2
07566,00,200A083G094J1000,202203,3200,8400,CLARKE,CANLIN,31,496.1,0,0,2649.1,374.7,0,0,0,0
08752,00,200C075J093P0800,202202,8190,2000,TUPPER,CVE ENERGY,28,35.5,0,.3,.7,27.9,6.1,2.5,0,0
09514,00,200A090F094J1000,202202,3200,8400,CLARKE,TEI,11.6,2032,0,0,134.8,1594.5,0,0,0,0
09545,02,200C047F094P1502,202203,4700,8200,HELMET,CNRL,30,1.9,0,0,0,.8,0,0,0,0
08831,00,102080508514W600,202204,2000,2700,BOUNDARY,CANLIN,24,113.2,0,0,3.5,103.5,0,0,0,2.1
10165,02,200C074C093P1002,202202,9030,2800,BRASSEY,CVE ENERGY,25.9,66.3,0,.6,1.1,53.2,5.8,.7,0,0
08240,02,202D020I094A1302,202204,1260,4100,BIRCH,CNRL,27.6,117.4,49.2,0,419.3,58.1,.1,2.8,3.5,1.6
08293,00,200A082C094P0800,202204,4700,8200,HELMET,CNRL,30,121.3,0,2.4,3.5,105.1,0,0,0,2.3
09759,00,200D099G094A1600,202203,3426,4040,DOIG,CNRL,31,3.6,0,.1,0,3.1,0,0,0,0
08398,00,200D069H094P1500,202203,4700,8200,HELMET,CNRL,31,108.4,0,.1,5.5,96.3,0,0,0,.3
09792,00,200A047G094P1500,202204,4700,8200,HELMET,CNRL,30,129,0,.1,6.4,115.6,0,0,0,.1
10014,00,200C035I093I1400,202203,6220,4100,MURRAY,CNRL,31,920.6,0,0,5.1,653.9,0,0,0,0
09402,00,200A038B094H0300,202203,7340,4100,PRESPATOU,CNRL,31,49.7,0,2.6,.7,24.8,0,3.1,3.2,2.9
10779,00,200D093J094H0900,202203,7660,4990,RING,CNRL,31,19.8,0,0,.4,17.5,.2,.4,1.2,1.3
12405,00,100070208618W600,202204,6460,4520,OAK,STRATHCONA,29.8,2.5,92.6,0,444.7,1.8,0,0,.1,.1
11352,00,200C076B094O1400,202204,5852,2805,MAXHAMISH,BENCH CREEK RES,30,61.7,0,2.7,1.1,53.3,.1,.5,.8,1.2
12420,00,200C050B094H1600,202204,7660,4990,RING,CNRL,30,97.9,0,0,2.3,92,.2,3.2,7.2,8.2
11481,02,200A067G093P0102,202203,5170,2200,KELLY,BENCH CREEK RES,15,100.1,0,1.1,2,86.3,11.3,3.2,1.7,.5
10925,00,200C100C094H0900,202204,3380,2630,DAHL,CNRL,30,33.7,0,0,.8,30.2,0,.7,1.5,1.2
12526,00,200C099H094I0900,202204,4650,2600,HAY,HARVEST,25,371.3,25.2,0,2850.6,0,0,0,0,19.4
10997,02,200D097G094I1202,202204,4470,8200,SEXTET,NTE CANADA,30,84.3,0,1.5,3.5,76.6,0,0,0,0
11005,00,200A002F094P0100,202204,4700,8200,HELMET,CNRL,30,221.8,0,.2,.8,201.4,0,0,0,.2
11607,00,200C016G094O1400,202203,5852,2805,MAXHAMISH,BENCH CREEK RES,31,5.4,0,.3,.1,4.8,0,0,.1,.1
11608,00,200D097B094O1400,202204,5852,2805,MAXHAMISH,BENCH CREEK RES,30,69,0,3,1.2,59.4,.1,.6,.8,1.4
11048,03,200B026K093P0103,202203,6430,2200,NOEL,CVE ENERGY,31,30.6,0,.3,.6,26.7,3.5,1.1,.4,0
11658,00,200D055J094H0900,202203,7660,4990,RING,CNRL,31,44.6,0,0,1.1,36.3,0,1.2,3.2,5.4
12178,00,200A013K093P0100,202204,5170,2505,NOEL,CVE ENERGY,30,98.6,0,1.1,1.9,83.8,15.4,4,1.7,.5
12196,00,200A079J093P0400,202202,8110,6300,SUKUNKA,SUKUNKA,28,546.1,0,0,31.1,463.4,0,0,0,0
12553,00,100062908414W600,202203,2000,6200,BOUNDARY,CANLIN,27.7,209.5,0,0,.1,205.6,0,0,0,5.6
11166,00,200C059A094O1400,202204,5852,2805,MAXHAMISH,BENCH CREEK RES,30,13.5,0,.6,.2,11.5,0,.1,.2,.3
12235,03,200C096B093P0103,202203,5170,2200,KELLY,CVE ENERGY,30.5,130.6,0,0,2.8,112.1,16.6,3.2,1.7,.5
12456,02,200C072G094P1102,202203,4700,8200,HELMET,ERIKSON,31,33.5,0,.8,.1,26.1,0,0,0,0
12469,02,200C039G094P1102,202204,4700,8200,HELMET,ERIKSON,30,59.7,0,0,.1,50.9,0,0,0,0
11200,00,200C080I094O1100,202204,5852,2805,MAXHAMISH,BENCH CREEK RES,30,60.9,0,2.7,1.1,52.2,.1,.5,.7,1.2
11202,00,200D074J094O1100,202203,5852,2805,MAXHAMISH,BENCH CREEK RES,31,35.2,0,1.9,.5,32.3,0,.3,.4,.6
11202,00,200D074J094O1100,202204,5852,2805,MAXHAMISH,BENCH CREEK RES,30,38.5,0,1.7,.7,33.1,.1,.3,.5,.8
12579,04,200C008G094O1404,202203,5852,2805,MAXHAMISH,BENCH CREEK RES,31,127.8,0,6.7,1.9,117.6,.3,.9,1.4,2.2
12587,00,200C037G094O1100,202203,5852,2805,MAXHAMISH,BENCH CREEK RES,31,31.5,0,1.7,.5,28.9,0,.2,.3,.5
11234,00,200A029J094H0900,202204,7660,4990,RING,CNRL,30,.5,0,0,0,.3,0,0,0,.2
12297,02,200C087G094P1102,202204,4700,8200,HELMET,ERIKSON,29,132.2,0,0,.3,112.8,0,0,0,0
12323,00,200D001L094H0900,202203,3380,2630,RING,CNRL,31,79.9,0,0,1.9,72.4,.2,3.6,8.9,9.3
11270,02,200B072J094H0302,202203,7250,2600,PICKELL,CNRL,26,29.5,0,.6,.6,25.4,0,.8,1,2.1
12326,00,200C072K094H0900,202204,7660,4990,RING,CNRL,30,17.6,0,0,.4,14.5,0,.4,.8,1.2
13379,00,200B093B094O1400,202203,5852,2805,MAXHAMISH,BENCH CREEK RES,31,46.3,0,2.4,.7,42.5,.1,.3,.5,.8
13819,02,200D018L094I0502,202203,3455,8200,ELLEH,NTE CANADA,31,3.5,0,.1,.2,2.6,0,0,0,0
14750,02,200A005L094I1602,202203,4700,8200,WALRUS,CNRL,31,100.4,0,3.9,3.6,91,0,0,0,1.1
12918,00,200A089K094H0900,202203,3380,2630,RING,CNRL,31,92.2,0,0,2.2,82.5,.1,3.9,12.1,18.8
12945,00,200D057C094I1400,202204,7770,7700,SIERRA,NTE CANADA,30,58.4,0,2,2.4,52.9,0,0,0,0
12946,00,200A091B094O1400,202203,5852,2805,MAXHAMISH,BENCH CREEK RES,31,72.3,0,3.8,1.1,66.5,.1,.5,.8,1.3
12950,02,200A047C094I1302,202203,4470,8200,GUNNELL,NTE CANADA,31,88.1,0,.5,2,74.4,0,0,0,0
13885,02,200A005B094I1302,202203,4470,8200,SAHTANEH,NTE CANADA,31,96.6,0,.6,4.2,88.3,0,0,0,0
13477,00,200B022H094P1500,202203,4700,8200,HELMET,CNRL,31,202.8,0,.2,10.3,180.5,0,0,0,1.2
14418,00,200D047G094P0400,202203,4470,8200,MEL,NTE CANADA,31,21.5,0,.1,.5,17.9,0,0,0,0
14418,00,200D047G094P0400,202204,4470,8200,MEL,NTE CANADA,30,18.7,0,0,.8,15.5,0,0,0,0
14034,00,200D019C094H1600,202204,3380,2630,RING,CNRL,30,13.1,0,0,.3,10.8,0,.4,1.2,1.9
14438,00,204D036H094I0900,202204,4650,2600,HAY,HARVEST,29,8.4,31.6,0,8215.5,0,0,0,0,.5
13565,00,200D032F094I1000,202204,3450,8200,EKWAN,PEA,30,72.4,0,3.6,3.4,65.8,0,0,0,0
13145,00,200A011B094I1300,202203,4470,8200,SAHTANEH,NTE CANADA,31,51.6,0,.8,2.3,47.2,0,0,0,0
14182,00,200B033G094I1300,202203,4470,8200,GUNNELL,NTE CANADA,31,67.6,0,1.9,1.5,57.5,0,0,0,0
13683,00,200D008I094H0900,202203,7660,4990,RING,CNRL,31,59.9,0,0,1.2,53.3,.1,1.4,3.7,4.6
13683,00,200D008I094H0900,202204,7660,4990,RING,CNRL,30,61.2,0,0,1.4,54.3,.1,1.4,3.5,5.8
14643,02,200C066B093P0102,202203,5170,2505,KELLY,CVE ENERGY,30.5,18.8,0,0,.4,16.6,2,.4,0,0
13272,00,200D048J094I1300,202204,4470,8200,GUNNELL,NTE CANADA,30,25,0,.2,1.1,21.1,0,0,0,0
13280,00,200C099I094O1100,202203,5852,2805,MAXHAMISH,BENCH CREEK RES,31,33.6,0,1.8,.5,30.8,0,.2,.4,.6
14208,03,200C017G094I1303,202204,4470,8200,GUNNELL,NTE CANADA,30,49.1,0,1.3,2.1,41.3,0,0,0,0
14768,00,200B079I094H0300,202204,7250,2400,PICKELL,CNRL,30,9.4,0,.3,.2,7.5,0,.2,.3,.3
15185,00,200C076J094I1300,202203,4470,8200,GUNNELL,NTE CANADA,31,34.3,0,1.4,.8,29,0,0,0,0
15674,00,200D052J094H0900,202204,7660,4990,RING,CNRL,30,203,0,0,4.6,182.8,.3,5.2,13.3,16.8
16106,00,200B046L093P0800,202203,9030,2800,SUNDOWN,OVV,8.4,43.5,0,0,.9,40.6,0,0,0,0
14781,00,202B064B094I1400,202204,7770,8200,SIERRA,NTE CANADA,30,67.1,0,3.2,2.8,61,0,0,0,0
15223,00,200A032J094P1100,202203,4700,8200,HELMET,ERIKSON,31,114.9,0,2.9,.2,89.9,0,0,0,0
15224,00,200A097H094P0600,202203,8140,7400,DESAN,ERIKSON,3,31.7,0,0,0,22.6,0,0,0,0
15740,00,202A048H094I0900,202204,4650,2600,HAY,HARVEST,30,8.7,49.4,0,6327.1,0,0,0,0,.1
16366,00,200A040B093P0800,202204,9030,2800,NOEL,OVV,21.3,75.3,0,0,1.7,70.7,0,0,0,0
15765,00,100032508815W600,202203,2020,4800,N BOUNDARY,TOURMALINE,31,55.2,0,.1,1.3,50.4,0,.1,.5,.6
14903,00,200C089F094H0900,202203,3380,2630,RING,CNRL,31,9,0,0,.2,7.8,0,.2,.6,.6
15292,00,200B078B094H0600,202203,8260,4100,WARGEN,CNRL,31,16.4,0,.3,.3,12.1,0,.4,.4,.4
14922,02,200D064E094G0102,202203,1000,4800,SASQUATCH,PETRONAS,4,29.5,0,.2,.8,26.3,0,0,0,.4
15831,00,200A074J094I1300,202204,4470,8200,GUNNELL,NTE CANADA,30,13.1,0,.1,.6,11,0,0,0,0
15844,00,200C033J093P0100,202204,5170,2700,KELLY,SPARTAN,30,11.9,0,.1,.2,10.4,.9,.4,0,0
15878,00,200B064B093P0100,202203,5170,2510,KELLY,CVE ENERGY,29.5,17.3,0,0,.4,14.5,1.2,.4,0,0
16432,00,200B097I094A1200,202203,3540,4900,FIREWEED,COP,24,172.7,0,11,1.8,149.8,.2,16.8,16.4,10.2
15393,02,200B040G094P1002,202204,4700,8200,HELMET,CNRL,30,75.4,0,0,.9,68.2,0,0,0,.7
16232,00,200C083B094P0400,202203,4470,8200,GUNNELL,NTE CANADA,31,14.1,0,0,.3,11.5,0,0,0,0
15416,00,200A077K094P0200,202204,4700,8200,DESAN,ISH,30,50.3,0,.3,.4,48.4,0,0,0,.6
15925,00,200B047L094I0500,202204,3455,8200,ELLEH,NTE CANADA,30,29.9,0,.3,1.8,26,0,0,0,0
16323,00,200A074L094I0500,202204,3455,8200,ELLEH,NTE CANADA,30,74.4,0,.7,4.5,65,0,0,0,0
15097,02,100041008514W602,202204,2000,4100,BOUNDARY,CANLIN,30,185.1,0,.1,2.6,162,0,0,0,2.2
15105,00,100162407915W600,202204,9021,5000,DAWSON,ARCRES,30,53.4,0,0,0,49.4,.2,1.7,1.5,1.8
15971,02,200D078G094O1102,202203,5852,2805,MAXHAMISH,BENCH CREEK RES,31,85.7,0,4.5,1.3,79,.1,.6,.9,1.5
15183,00,200B065J094I1300,202203,4470,8200,GUNNELL,NTE CANADA,31,13.1,0,.1,.3,10.9,0,0,0,0
17815,00,200B071E094P0100,202203,4700,8200,HELMET,CNRL,31,81.5,0,1.4,2.5,72.7,0,0,0,1
17815,00,200B071E094P0100,202204,4700,8200,HELMET,CNRL,30,119.5,0,.1,.4,107.8,0,0,0,2.6
17828,00,200B068C093P1000,202204,9030,2800,BRASSEY,CVE ENERGY,30,19.4,0,.2,.4,15,1.4,.4,0,0
16734,00,200A091D094P0800,202204,4700,8200,HELMET,CNRL,29,5,0,.1,.1,3.8,0,0,0,0
16743,00,200A022J094I0800,202204,1300,8200,BIVOUAC,CVE ENERGY,29.8,196.9,0,0,5.9,194.4,0,.2,.6,10.6
16756,00,200A007E094H0600,202204,5850,4100,MARTIN,TOURMALINE,26,98.7,0,2.5,.1,81.5,0,6.5,7.9,6.5
17047,00,200A066J094I1300,202204,4470,8200,GUNNELL,NTE CANADA,30,5.8,0,.2,.2,4.8,0,0,0,0
16468,00,200C031C094G0100,202203,1000,4800,TOWN,PETRONAS,30.9,76.8,0,1,2.4,73.1,0,0,1,1.8
16768,00,200B034A094P0800,202204,4700,8200,HELMET,CNRL,30,30.7,0,.4,.7,27.7,0,0,0,.4
17073,00,200B090C093P1000,202202,9030,2800,BRASSEY,CVE ENERGY,28,11.6,0,.1,.2,8.2,1.6,0,0,0
17073,00,200B090C093P1000,202204,9030,2800,BRASSEY,CVE ENERGY,30,9.6,0,.1,.2,6.8,1.5,0,0,0
17452,00,102113008814W600,202203,2020,4800,OSBORN,TOURMALINE,31,7.3,0,.1,.2,6,0,0,.1,.1
16535,00,100050708222W600,202204,9021,5000,MONIAS,ADU,8,5.4,0,0,.2,4.8,0,0,0,0
17172,00,200B044J094P1000,202203,4700,8200,HELMET,ERIKSON,9,19,0,0,0,14.9,0,0,0,0
17570,00,200D015G094I1300,202204,4470,8200,GUNNELL,NTE CANADA,30,20.8,0,.4,.9,17.5,0,0,0,0
16573,00,200B042K094P1000,202203,4700,8200,HELMET,CNRL,29,26.7,0,0,.9,23.7,0,0,0,.1
16585,04,200D084D093I1604,202202,6480,0180,OJAY,CNRL,28,65.5,0,0,.8,14.5,0,0,0,0
17237,00,200D055I093P0700,202203,9030,2800,SUNDOWN,OVV,18.9,37.6,0,0,.8,35.1,0,.1,0,0
17663,00,200C079J093P0100,202203,5170,4900,NOEL,OVV,29.3,1352.1,0,0,12.8,1193.7,0,0,0,0
17310,00,200A080K094H1000,202203,4485,4990,GUTAH,CNRL,31,52.8,0,0,1.3,46.2,.1,2,4.8,5.5
17722,03,200D057F093P0103,202204,5170,2200,KELLY,CVE ENERGY,30,33.3,0,.4,.7,29.3,2.3,.4,0,0
17723,02,200C036I093P0702,202202,8115,2200,SUNDOWN,CVE ENERGY,28,171.3,0,1.5,3,122.9,29.8,10.4,0,0
17318,00,200D023C094I1300,202203,4470,8200,GUNNELL,NTE CANADA,31,29.1,0,.2,.7,24.6,0,0,0,0
17323,00,200D053G094H1500,202203,5160,4990,KAHNTAH,CNRL,31,8.3,0,0,.2,7.2,0,.3,.5,.3
16989,02,200C058C093P1002,202202,9000,2625,BRASSEY,CVE ENERGY,28,2.5,0,0,.1,2.2,.7,0,0,0
17778,00,200D002E093P1000,202202,9030,2800,BRASSEY,CVE ENERGY,26,20.9,0,.2,.4,16.7,1.4,0,0,0
17377,00,200A007C094H1500,202203,4485,4990,GUTAH,CNRL,31,49.3,0,0,1.2,43.3,0,1.7,3.9,5.8
17802,00,200D084D093P1000,202202,9030,2800,BRASSEY,CVE ENERGY,28,26.4,0,.2,.5,21.1,1.4,.8,0,0
16716,00,200D092E094H0600,202204,5850,4100,MARTIN,CNRL,30,39.4,0,.5,.9,32.3,0,1.6,1.7,1
17858,00,200C017I093P0100,202203,9030,2800,KELLY,OVV,5,68.1,0,0,2.9,63.4,0,0,0,.1
17863,00,200C025F094G0800,202204,2240,4150,N BUBBLES,PETRONAS,18,60.5,0,.9,3.6,54,0,.8,1.9,3.3
18604,00,202C073J094P1100,202203,4700,8200,HOSSITL,ERIKSON,25,93.8,0,0,0,73.1,0,0,0,0
17901,02,200C016F094G0102,202203,1000,2600,W BEG,PETRONAS,31,127.7,0,1.8,4,121.4,0,0,1.8,2.8
18272,00,200D024C094G0100,202204,8160,4800,TOWN,PETRONAS,25.8,145.1,0,3.5,2.5,135.5,0,0,1.8,4.3
18635,00,200C079L094I0400,202203,3465,8200,ESKAI,NTE CANADA,31,29.8,0,.2,2.1,25.8,0,0,0,0
19305,00,200B015A093P1000,202204,9030,2800,SUNDOWN,CVE ENERGY,30,38.9,0,.5,.8,31.9,3.2,.4,0,0
18314,00,200B014E094I0500,202204,3455,8200,SWAT,NTE CANADA,30,24.3,0,.2,1.4,21,0,0,0,0
18336,00,200A087L094I0500,202203,3455,8200,ELLEH,NTE CANADA,31,18.8,0,.2,1.4,16.1,0,0,0,0
18723,00,200D032D094H1200,202204,3240,2700,CONROY,TOURMALINE,30,22.1,0,.6,.6,20.3,0,.3,.6,.6
18012,00,200C077D093P1000,202202,9030,2800,BRASSEY,CVE ENERGY,28,17.5,0,.2,.3,13.2,.7,.4,0,0
19104,00,200A008E093P1000,202202,9030,2800,BRASSEY,CVE ENERGY,28,77.7,0,.7,1.3,62.4,5.2,.8,0,0
19114,00,200C029B094I0900,202203,3450,7450,EKWAN,CVE ENERGY,28.9,32.5,0,0,.9,30.1,0,0,0,1.4
19187,00,200A004E093P1000,202203,9030,2800,BRASSEY,CVE ENERGY,30.4,43.4,0,.4,.8,33.1,4.6,.8,0,0
18798,00,200A051G094I1300,202203,4470,8200,GUNNELL,NTE CANADA,31,86.5,0,.5,2,73.6,0,0,0,0
19365,00,200C075D093P1000,202203,9030,2800,BRASSEY,CVE ENERGY,30.4,41.4,0,.4,.8,32.2,2.4,.8,0,0
19370,00,100052307819W600,202202,4390,4900,GROUNDBIRCH,SHELL,28,39.8,0,0,2.7,36.1,0,0,0,0
18080,00,200C055F093P0800,202203,9030,2800,TUPPER,CNRL,16,90,0,.9,1.8,77.6,3.3,.7,.4,0
18100,00,200B066I094I0800,202203,1300,8200,BIVOUAC,CVE ENERGY,23,94.8,0,0,3,88.4,0,.1,0,4.6
18421,00,100121308421W600,202204,1880,6200,BOUDREAU,LONGSHORE,25,12.6,55.8,0,60,11,0,0,.1,.2
18837,00,200D081J094P0100,202204,4700,8200,HELMET,CNRL,30,94.6,0,1.3,2.3,86.4,0,0,0,.3
18841,00,200C098I094P0100,202204,4700,8200,HELMET,CNRL,30,104,0,1.5,2.5,95.1,0,0,0,1.1
19258,00,200C035B093P1000,202204,9030,2800,SUNDOWN,CVE ENERGY,30,13.7,0,.1,.3,10.7,1.4,0,0,0
18190,00,200A023C094I0900,202204,3450,2600,EKWAN,CVE ENERGY,16.8,14.1,0,0,0,13.7,0,0,0,.8
18540,00,202C022G094I0900,202203,4650,2600,HAY,HARVEST,28.8,9,28.3,0,1424.3,0,0,0,0,.4
20339,00,200B087A094G0200,202204,5100,2700,JULIENNE,PETRONAS,30,34.1,0,0,.7,32.5,0,.1,0,0
20041,00,100063407719W600,202203,9030,2800,BRASSEY,SHELL,31,94,0,0,5.9,85.2,0,0,0,0
20832,00,200D055B094I1200,202204,3455,8200,ELLEH,NTE CANADA,30,70.7,0,1,4.3,61.9,0,0,0,0
19384,00,200D030A093P1000,202203,9030,2800,SUNDOWN,CVE ENERGY,30.4,32.2,0,.3,.6,25.2,2.3,.4,0,0
20049,00,100020307919W600,202203,4390,4900,GROUNDBIRCH,SHELL,31,138.2,0,0,7.8,125.3,0,0,0,0
19396,00,200B072F094P0400,202204,4470,8200,GUNNELL,NTE CANADA,30,158.5,0,1.1,6.8,134.6,0,0,0,0
19713,00,200B071G094B0800,202202,0320,2600,ALTARES,PETRONAS,28,50,0,0,2.4,47.5,0,.8,1.1,1
19746,00,200A097F094B1600,202204,9000,2700,BLAIR,CNRL,30,354.4,0,0,0,330.2,.8,12.5,8.2,8.6
20434,00,200D013H094I1300,202204,4470,8200,GUNNELL,NTE CANADA,30,43.9,0,.5,1.8,39.6,0,0,0,0
20110,00,200C038H094I0900,202204,4650,2600,HAY,HARVEST,30,8.7,204.1,0,5184.9,0,0,0,0,.1
19806,00,200C075K094I1200,202204,4470,8200,GUNNELL,NTE CANADA,30,51.5,0,1.2,3.1,44.9,0,0,0,0
20134,02,200A088D093P1002,202202,9030,2800,BRASSEY,CVE ENERGY,14.8,1.1,0,0,0,.2,0,0,0,0
19478,00,200A017L094I0500,202204,3455,8200,ELLEH,NTE CANADA,30,63,0,.6,3.8,55,0,0,0,0
20531,00,200C036G093I1600,202203,4780,0180,HIDING,CNRL,31,192.1,0,0,4,166.3,3.7,.3,.2,.2
19505,02,200A057C094G0102,202204,8160,2700,W BEG,PETRONAS,19.9,122,0,2.9,2.2,114,0,0,1.3,3.7
19862,00,200B006F094P0100,202204,4700,8200,HELMET,CNRL,30,92.8,0,.1,.3,84.2,0,0,0,1.5
19871,00,200D039F093P1000,202202,9030,2800,BRASSEY,CVE ENERGY,27,38.6,0,.3,.7,29.3,7.5,1.8,0,0
20569,00,200A074A094H1600,202203,7660,4990,RING,CNRL,31,18.2,0,0,.4,16.4,0,.5,1.6,2
19537,00,200C017E093P1000,202202,9030,2800,BRASSEY,CVE ENERGY,28,35.8,0,.3,.6,28.3,1.8,.8,0,0
19538,00,200B026E093P1000,202203,9030,2800,BRASSEY,CVE ENERGY,23,15.4,0,.1,.3,10.9,1.2,.8,0,0
20246,00,200B024B094P1400,202204,4700,8200,HELMET,ERIKSON,30,106.8,0,0,0,91.1,0,0,0,0
19573,00,200C001E093P1000,202203,9030,2800,BRASSEY,CVE ENERGY,20.5,8.5,0,.1,.1,5.4,1.2,.8,0,0
19580,00,200B045C094G0100,202203,8160,4800,TOWN,PETRONAS,30.9,415.7,0,5.9,12.9,394.6,0,0,5.6,9.3
19587,00,200B095G094P0400,202203,4470,8200,GUNNELL,NTE CANADA,31,45.4,0,2.5,1,38.3,0,0,0,0
20695,00,200C012G094I0900,202203,4650,2600,HAY,HARVEST,28.4,11.4,130.8,0,2889.9,0,0,0,0,.9
19603,00,200A006I093P0100,202204,9030,2800,KELLY,OVV,6.6,116.6,0,0,2.6,109.7,0,0,0,0
19604,00,200D085H093P0100,202204,9030,2800,KELLY,OVV,2.6,38.9,0,0,.9,36.2,0,0,0,0
19980,00,200A065J094I0800,202203,1300,8200,BIVOUAC,CVE ENERGY,15.4,13.8,0,0,.4,12,0,0,0,1
20305,00,100103307719W600,202202,9030,2800,BRASSEY,SHELL,7,98.3,0,0,5.9,88.4,0,0,0,0
20017,00,200B043B094I1300,202204,4470,8200,SAHTANEH,NTE CANADA,30,34.2,0,1.1,1.4,31.1,0,0,0,0
20726,00,202A033L093P0800,202203,9030,2800,SUNDOWN,OVV,19.3,123,0,0,2.6,115.9,0,0,.1,0
21345,00,200D043B094I1300,202203,4470,8200,GUNNELL,NTE CANADA,31,50.5,0,1.3,2.2,45.7,0,0,0,0
21719,02,200D035G093I1602,202204,4780,0180,HIDING,CNRL,30,33.8,0,0,.6,29.6,.8,.1,0,0
22245,00,200C046H094G0800,202204,5600,4150,LAPRISE,ZARGON,22.9,158.1,0,11.5,3.8,131.1,0,7.5,11.2,17
21349,02,200A061C094G0102,202204,1000,2600,W BEG,PETRONAS,19,555.3,0,13.4,9.8,518.4,0,0,6.7,16.7
