Well Authorization Number,Completion Event Sequence,UWI,Zone Prod Period,Area Code,Formtn Code,Well Area Name,Oper Abbreviation,Production Days,Gas Production (e3m3),Oil Production (m3),Condensate Production (m3),Water Production (m3),Marketable Gas Volume (e3m3),Ethane Sales Volume (m3),Propane Sales Volume (m3),Butane Sales Volume (m3),Pentane Sales Volume (m3)
04136,00,200C074G093I1500,202204,4380,2900,N GRIZZLY,CNRL,30,300.3,0,0,2.5,221.4,0,0,0,0
11609,00,200C074B094O1400,202202,5852,2805,MAXHAMISH,BENCH CREEK RES,28,39.5,0,1.6,.9,,,,,
36270,00,103091108017W600,202202,9021,5000,SUNRISE,OVV,28,1002,0,154.3,273,,,,,
07237,00,200C056A094H1600,202202,7660,4990,RING,CNRL,28,4.6,0,0,.1,,,,,
18649,00,200C060B093P0800,202202,9030,2800,CUTBANK,OVV,7.7,86.9,0,0,2,,,,,
29696,00,102032607818W600,202202,9021,5000,SUNDOWN,ARCRES,28,892.1,0,0,41.2,,,,,
15039,00,202A037K094I1100,202204,7770,8200,SIERRA,NTE CANADA,30,78.4,0,2.6,3.3,71.7,0,0,0,0
05410,00,202A012G094H0400,202203,6400,4800,NIG,CNRL,31,54.5,0,.9,6.5,46.3,0,0,.8,3.2
09600,00,200A041J094H0900,202204,7660,4990,RING,CNRL,30,29.2,0,0,.7,25.6,.1,.7,1.8,4.8
05425,03,200A023I093P0103,202204,5170,2000,KELLY,CVE ENERGY,30,25.2,0,0,.5,20.9,5.5,2.2,.8,1
08884,00,100020608517W600,202203,2960,4510,CECIL,CNRL,29.6,4.2,72.1,0,40.3,.3,0,0,0,0
13611,00,200D028E094H0900,202203,3380,2630,DAHL,CNRL,31,56.8,0,0,1.4,52.5,.1,1.2,2.8,6.4
06769,00,100123108714W600,202203,2020,4800,N BOUNDARY,ENERCAPITA,31,6.4,77,0,43.4,2.4,0,0,0,0
13180,00,202B011F094G0800,202203,2240,4150,N BUBBLES,PETRONAS,20,7.3,0,.1,.5,6.3,0,.1,0,0
15196,00,200A031F094I1300,202204,4470,8200,GUNNELL,NTE CANADA,30,36.9,0,.3,1.6,31.3,0,0,0,0
05626,02,200B085H094P1002,202204,4700,8200,HELMET,CNRL,30,536.1,0,0,6.5,489.2,0,0,0,.2
08295,00,200B086C094P0800,202204,4700,8200,HELMET,CNRL,30,53.4,0,1,1.5,46.2,0,0,0,.3
12137,00,100063108619W600,202204,6200,2600,MONTNEY,PAVILION,13.5,158.2,0,2.2,.3,102.3,0,3.9,4.6,3.9
12146,00,200D038K094H0900,202203,3380,2630,RING,CNRL,31,31.8,0,0,.8,28.9,0,1.1,2.7,1.9
12148,00,100031408115W600,202203,3425,8100,DOE,CNRL,26.2,234.6,0,.4,2.1,183,0,0,0,0
14192,00,200A040G094I1300,202204,4470,8200,GUNNELL,NTE CANADA,30,31.3,0,0,1.3,26.6,0,0,0,0
14703,00,200C058H094I0800,202203,1300,8200,BIVOUAC,CVE ENERGY,5,13.7,0,0,0,11.4,0,0,0,.9
13260,00,200A018J094O1100,202204,5852,2805,MAXHAMISH,CPEC,30,13.3,16.8,0,.3,8.5,0,0,0,0
09755,00,200D070C094H0600,202203,5850,4100,WARGEN,CNRL,31,32.3,0,.7,.7,27.1,0,1.3,2,2.5
15136,02,200C085E093P0302,202203,2860,4100,BULLMOOSE,SUKUNKA,31,6783,0,0,494.6,2999.7,0,0,0,0
05900,00,100140508414W600,202204,2000,4535,BOUNDARY,WHITECAP,25.3,6.4,20.4,0,3.2,4.7,0,.2,.3,.1
08387,02,200A001J094A1302,202204,1260,4100,BIRCH,CNRL,30,66.3,16.9,0,198.5,33,0,1.5,2,.8
09792,00,200A047G094P1500,202203,4700,8200,HELMET,CNRL,31,141,0,.1,7.2,125.4,0,0,0,.1
11704,02,200B047F094P1202,202204,7200,8200,TSEA,NTE CANADA,30,3.5,0,0,.1,2.6,0,0,0,0
13729,00,200B062C094P0400,202204,4470,8200,GUNNELL,NTE CANADA,30,43.1,0,.1,1.8,36.1,0,0,0,0
14259,02,200B043J094I1302,202204,4470,8200,GUNNELL,NTE CANADA,30,27.5,0,.2,1.2,23.2,0,0,0,0
07038,00,200B062B094H1600,202203,7660,4990,RING,CNRL,31,4.2,0,0,.1,3.6,.1,.1,.2,.2
07728,00,200D057J093P0800,202204,8190,2000,TUPPER,CVE ENERGY,30,86.6,0,1,1.6,70.3,15.7,3.9,2.6,.5
09120,02,200B054H094H0502,202203,5850,2600,MARTIN,CNRL,31,58.2,0,.8,1,48.1,0,2.6,3,2.7
12265,00,200A083C094H0300,202203,7340,4100,UMBACH,CNRL,31,97.7,0,1.6,.5,55,.2,4.7,4.5,4.1
14815,00,202D043H094H0300,202204,7250,2400,MIKE,CNRL,30,42.7,0,1.4,0,24.2,0,1,.8,.3
06168,00,200D071E094H0500,202204,5600,4150,LAPRISE,CANLIN,29.5,229.8,0,.6,.9,186.7,0,9.4,12.4,19.2
12275,02,200C016C094I1402,202204,7770,8200,SIERRA,NTE CANADA,30,44.7,0,1.5,1.9,40.4,0,0,0,0
09205,02,200C014B094P0802,202204,4700,8200,HELMET,CNRL,30,139.9,0,2,3.3,127.4,0,0,0,1.7
10014,00,200C035I093I1400,202202,6220,4100,MURRAY,CNRL,25,703.6,0,0,3.7,498.8,0,0,0,0
11237,00,200B025J094H0900,202204,7660,4990,RING,CNRL,30,53.4,0,0,1.2,43.8,.1,1,3.2,6.8
11842,00,200A031C094H0600,202203,8260,2600,WARGEN,CNRL,31,282.9,0,6.2,6.1,238.7,0,15.2,19.8,19.1
13886,00,200C001J094O1100,202204,5852,2805,MAXHAMISH,BENCH CREEK RES,30,1,0,0,0,.7,0,0,0,0
14344,00,200A065B094H1600,202204,7660,4990,RING,CNRL,30,15.1,0,0,.3,14,0,.4,1,1.1
14346,00,200D020F094H1600,202203,7660,4990,RING,CNRL,31,87.8,0,0,1.7,83.4,.1,2.1,5.4,10.9
04979,00,100163308520W600,202202,8100,6200,W STODDART,CNRL,28,16.2,27.1,0,1.6,14.9,0,.2,.4,.2
08540,04,200C038A094H0404,202202,6400,1713,NIG,TOURMALINE,28,2.1,0,0,.2,1.8,0,0,0,.3
11878,00,200A024H094H1600,202203,7660,4990,RING,CNRL,31,19.2,0,0,.4,16.7,0,.5,1.2,1.4
12330,00,200B090F094H0900,202203,3380,2630,RING,CNRL,31,31,0,0,.8,28.4,.1,1,2.4,3.7
12330,00,200B090F094H0900,202204,3380,2630,RING,CNRL,30,29.1,0,0,.7,25.5,0,.8,2.3,3.4
13900,00,200C095B094H0400,202204,6400,4100,NIG,TOURMALINE,30,462.3,0,7.9,98.6,388,0,0,6.9,16.7
11916,00,200B079E094H0900,202203,3380,2630,DAHL,CNRL,31,21.7,0,0,.5,20.2,.1,.6,1.4,1.6
14922,02,200D064E094G0102,202204,1000,4800,SASQUATCH,PETRONAS,17,87.1,0,.8,2.5,78.7,0,0,0,.8
11937,00,200C001B094H1600,202204,7660,4990,RING,CNRL,30,10.4,0,0,.2,9.2,0,.3,.5,.5
12999,00,200A049A094A1500,202203,0760,4800,BEAVERTAIL,CNRL,31,3.1,3.6,0,56.8,2.9,0,.1,0,0
12999,00,200A049A094A1500,202204,0760,4800,BEAVERTAIL,CNRL,30,3.6,4,0,52.9,3.4,0,0,.1,.1
13004,00,200D057A093P0100,202204,5170,2505,KELLY,CVE ENERGY,30,123.3,0,0,2.6,108.5,15.1,2.2,.8,0
14448,00,200A059H094I0900,202204,4650,2600,HAY,HARVEST,30,8.7,43.3,0,4674.2,0,0,0,0,.1
14460,00,200D074H094I0900,202204,4650,2600,HAY,HARVEST,30,8.7,62.6,0,13004,0,0,0,0,.1
14952,00,200C054K094H1000,202204,4485,4990,GUTAH,CNRL,30,106.7,0,0,2.5,92.3,0,3.4,9.4,10.2
05138,00,200D026I094B1600,202204,0800,4800,BEG,CNRL,8.5,38.6,0,0,0,21,.1,1.1,1.3,1
10130,00,200A017G094H1600,202204,7660,4990,RING,CNRL,30,54.3,0,0,1.3,51.6,0,1.4,2.9,2.8
13017,00,200C024I094G0800,202204,5600,4150,LAPRISE,CANLIN,28.1,220.1,0,6.4,.2,189.5,0,7.5,10.8,20.3
14039,00,200D087K094P0600,202203,4700,8200,THETLAANDOA,ERIKSON,29,131.3,0,0,.2,102.3,0,0,0,0
07270,00,200C092H094H0900,202203,7660,4990,RING,CNRL,31,138.7,0,0,2.8,123.3,.2,3.8,10.5,10.1
07278,02,200A087I093P0202,202203,6430,2200,NOEL,CVE ENERGY,25.5,55.5,0,.5,1.2,47.1,4.1,1.1,.4,0
11977,02,202C091D094I1402,202204,7770,8200,SIERRA,NTE CANADA,30,109.1,0,1.7,4.5,99.4,0,0,0,0
13058,00,200C042K094P0400,202203,4470,8200,MEL,NTE CANADA,31,38.2,0,0,.8,32,0,0,0,0
14543,00,200C098K094P0600,202204,4700,8200,THATLAANDOA,ERIKSON,30,65,0,0,.1,55.4,0,0,0,0
06639,00,200D097E093P0100,202202,6430,2625,NOEL,CVE ENERGY,28,36.4,0,.3,.7,30.5,.9,.4,0,0
07311,00,200D091C094H1600,202203,7660,4990,RING,CNRL,31,32.2,0,0,.7,30.6,0,1.1,2.9,3
12469,02,200C039G094P1102,202203,4700,8200,HELMET,ERIKSON,31,61.7,0,0,.1,48,0,0,0,0
14562,00,200C064G094I1300,202204,4470,8200,GUNNELL,NTE CANADA,30,21.3,0,.3,.9,17.9,0,0,0,0
16311,00,200A046L094I0500,202203,3455,8200,ELLEH,NTE CANADA,31,20.4,0,.3,1.5,17.5,0,0,0,0
17711,00,200B095D094P1300,202203,7200,8200,PETITOT,NTE CANADA,31,155.9,0,5.1,3.5,132.3,0,0,0,0
17711,00,200B095D094P1300,202204,7200,8200,PETITOT,NTE CANADA,30,219.4,0,6.3,9.5,186.4,0,0,0,0
17722,02,200D057F093P0102,202204,6430,2520,KELLY,CVE ENERGY,30,53.5,0,.6,1,46.6,3.8,.7,0,0
19173,00,200A011I094P0600,202203,8140,7400,HELMET,BENCH CREEK RES,13,506.6,0,0,0,461.6,0,0,0,0
19545,00,200C039I093P0100,202204,9030,2800,KELLY,OVV,4.8,51.7,0,0,1.2,48.4,0,0,.2,0
20702,00,200C003G094H1200,202204,1350,2600,CONROY,TOURMALINE,10,27.2,0,.8,0,20.5,0,.3,.3,.3
16346,00,200C096B094I1300,202203,4470,8200,GUNNELL,NTE CANADA,31,35.7,0,.2,.8,30.2,0,0,0,0
17296,00,202A069H094I0900,202203,4650,2600,HAY,HARVEST,29.4,9.1,29.1,0,1645.3,0,0,0,0,1.5
17728,02,200D070J094B1602,202203,8160,2600,TOWN,PETRONAS,26,138.6,0,2,4.3,131.5,0,0,1.9,3.1
19233,00,200D029E093P1000,202202,9030,2800,BRASSEY,CVE ENERGY,27.1,40.5,0,.3,.7,32.5,2.8,.8,0,0
15941,02,200C021C094I0902,202204,3450,2600,HAY,CVE ENERGY,4.1,5.3,0,0,.2,5.3,0,0,0,.4
16363,00,200D078K093P0200,202204,4975,2200,JACKPINE,CVE ENERGY,30,98.9,0,1.1,1.8,82.1,7.3,1.8,.8,0
16639,00,100071307915W600,202204,9021,5000,DAWSON,ARCRES,2,9.5,0,0,.4,9.4,0,.1,0,.7
17762,02,200D068H094P0402,202204,4470,8200,GUNNELL,NTE CANADA,30,2.3,0,0,.1,1.6,0,0,0,0
18430,00,200C011E094P0200,202203,4700,8200,HELMET,CNRL,30,45.7,0,1.8,1.7,41.4,0,0,0,2.4
18857,00,200C016L094I0500,202203,3455,8200,ELLEH,NTE CANADA,31,69.5,0,.5,5.1,60.6,0,0,0,0
19235,00,200D019E093P1000,202204,9030,2800,BRASSEY,CVE ENERGY,30,138.9,0,1.6,2.6,111.9,8.5,.8,.8,0
19969,00,200C010E094I0400,202204,3465,8200,BIGFOOT,NTE CANADA,30,2.4,0,0,.1,1.7,0,0,0,0
19976,00,200C043C094I0900,202204,3450,8200,EKWAN,CVE ENERGY,29.3,38.9,0,0,1.2,38.8,0,0,0,1.2
17333,00,200B008F094H1500,202204,5160,4990,GUTAH,CNRL,30,18,0,0,.4,14.6,0,.6,1.7,3.2
18122,02,200D018J094P0402,202203,4470,8200,GUNNELL,NTE CANADA,31,1.9,0,0,0,1.3,0,0,0,0
18458,00,200A037J094B1600,202203,8160,4800,TOWN,PETRONAS,3.1,14.6,0,.2,.4,14.1,0,0,.1,.3
18875,00,200D074A094I1300,202203,4470,8200,SAHTANEH,NTE CANADA,31,58.3,0,.6,2.6,53.4,0,0,0,0
18875,00,200D074A094I1300,202204,4470,8200,SAHTANEH,NTE CANADA,30,66.3,0,.9,2.8,60.6,0,0,0,0
20821,00,200D033B094P0400,202203,4470,8200,GUNNELL,NTE CANADA,31,63.9,0,.7,1.4,54,0,0,0,0
17806,00,200A044L093P0800,202203,9030,2800,SUNDOWN,OVV,10.6,52.4,0,0,1.1,48.9,0,0,0,0
18876,00,200B097E094I0500,202204,3455,8200,ELLEH,NTE CANADA,30,35.6,0,.3,2.1,30.9,0,0,0,0
20375,00,200A052B094I1200,202204,3455,8200,ELLEH,NTE CANADA,30,57.8,0,.6,3.5,50.5,0,0,0,0
20825,00,200B052K094I1200,202204,4470,8200,SEXTET,NTE CANADA,30,33.6,0,1.3,2,29.2,0,0,0,0
20831,00,202C038J094A1100,202203,2400,2400,BUICK,BONAVISTA,29,28.6,0,0,28.9,15.1,0,.4,.3,0
21278,02,100111407819W602,202204,4390,4900,GROUNDBIRCH,SHELL,30,25,0,0,1.2,22.6,0,0,0,0
16082,00,200B088I093P0100,202203,9030,2800,KELLY,OVV,6.9,75.9,0,0,.8,70.7,0,0,0,0
16082,00,200B088I093P0100,202204,9030,2800,KELLY,OVV,9.8,46.1,0,0,1.3,42.9,0,0,0,0
16692,02,200C070B094H0602,202204,8260,4100,WARGEN,CNRL,30,148.2,0,4.4,3.8,125.6,0,7.3,9.7,8.7
17009,02,200C049I093P0102,202203,5170,2200,KELLY,CVE ENERGY,30.1,70.6,0,0,1.5,57.7,15.1,6.8,3.9,3.8
17385,00,200C098B093P0800,202204,9030,2800,CUTBANK,OVV,30,32.2,0,0,.7,30,0,0,0,0
19646,00,100162207819W600,202203,4390,4900,GROUNDBIRCH,SHELL,25,262.7,0,0,18.2,238.5,0,0,0,0
20064,02,200D046C094H0802,202204,3430,2400,VELMA,CNRL,16,49.8,0,0,7.9,46.1,0,.4,.5,.6
17025,00,200A085D094I1000,202203,3450,8200,EKWAN,PEA,31,79,0,3.2,3.5,72.4,0,0,0,0
17395,02,200C077B094P1402,202203,4700,8200,HOSSITL,ERIKSON,28,157.9,0,0,5.4,123,0,0,0,0
17839,00,200C020G094G0100,202203,0800,4800,BEG,PETRONAS,5.2,35.8,0,.2,1,31.9,0,0,0,.6
18176,00,200C058F094I0900,202204,3450,8200,EKWAN,PEA,30,13.7,0,.7,.6,11.8,0,0,0,0
18177,00,200A083K094I0800,202204,3450,7450,EKWAN,CVE ENERGY,29.7,151,0,0,0,150.9,0,.1,.2,3.5
18527,00,200C061C093P0800,202203,9030,2800,NOEL,OVV,17.2,125.7,0,0,5.3,116.9,0,0,0,0
18534,00,100151508718W600,202204,6230,4535,MUSKRAT,CNRL,28.1,7.5,26.9,0,0,7.2,0,.3,.3,0
15690,00,200A039I094H1600,202203,7660,4990,RING,CNRL,31,5.3,0,0,.1,4.5,0,.2,.4,.3
17039,00,200A087F094I1200,202203,4470,8200,ELLEH,NTE CANADA,31,56.7,0,.7,4.1,49.4,0,0,0,0
17428,00,200D008A093P1000,202204,9030,2800,SUNDOWN,CVE ENERGY,30,18.8,0,.2,.4,15.2,1.4,0,0,0
17865,00,200C024I093P0100,202203,9030,2800,KELLY,OVV,7.1,62.5,0,0,2.6,58.4,0,0,0,0
18566,00,200B054J093P0100,202204,5170,4900,KELLY,OVV,30,229.4,0,0,3.8,202.6,0,0,0,0
18573,00,200B005E093P1000,202203,9030,2800,BRASSEY,CVE ENERGY,30.4,14.5,0,.1,.2,10,1.8,0,0,0
20102,00,200A095C093P0800,202203,9030,2800,NOEL,OVV,3.8,49.9,0,0,2.1,46.3,0,0,.1,0
20437,00,200B054A094H1600,202204,7660,4990,RING,CNRL,30,53.3,0,0,1.2,47.3,0,1.7,5,9.4
15224,00,200A097H094P0600,202204,8140,7400,DESAN,ERIKSON,30,175.8,0,0,.8,136.2,0,0,0,0
15725,00,200B072G094I0900,202204,4650,2600,HAY,HARVEST,30,8.7,61.3,0,5246.5,0,0,0,0,.1
16124,00,200A022G094I1300,202204,4470,8200,GUNNELL,NTE CANADA,30,69.2,0,1.7,3,58.8,0,0,0,0
18226,00,200C090H094H1600,202204,7660,4990,RING,CNRL,30,30,0,0,.7,26.5,.1,.6,1.5,.7
18616,00,200C063F094P0600,202203,8140,7400,S THETLAANDOA,ERIKSON,3,5.2,0,0,2.5,3.8,0,0,0,0
19404,00,200D058B094I1300,202204,4470,8200,GUNNELL,NTE CANADA,30,21.1,0,.4,.9,18.6,0,0,0,0
20118,00,200C009H094I1300,202203,4470,8200,GUNNELL,NTE CANADA,31,65,0,.8,2.8,59.1,0,0,0,0
16140,00,200D073J094I1300,202204,4470,8200,GUNNELL,NTE CANADA,30,21.6,0,.1,.9,18.2,0,0,0,0
18658,00,200B089C094P0700,202203,4700,8200,DESAN,ISH,31,108.1,0,2.9,0,106.3,0,0,0,1.1
18993,00,200C031J093P0100,202204,9030,2800,KELLY,SPARTAN,30,99,0,0,2.1,85.6,12.2,2.5,.8,.6
19008,00,200D053C094A1600,202203,3300,2700,DOIG,CNRL,31,88.6,0,1,4,87.5,0,1,1.4,1.4
19421,00,200C089H093P0100,202204,9030,2800,KELLY,OVV,2.1,30.9,0,0,.7,28.5,0,0,0,0
20471,00,200A025E094I1000,202204,3450,7400,EKWAN,BENCH CREEK RES,30,230.4,0,11.3,11,210.9,0,0,0,0
15765,02,100032508815W602,202204,2020,4540,N BOUNDARY,TOURMALINE,30,33.6,0,.2,.8,30.3,0,.3,1,1.5
16793,00,200C052C094I1300,202203,4470,8200,GUNNELL,NTE CANADA,31,31.2,0,.2,.7,26.4,0,0,0,0
17129,00,200A065J094I1300,202203,4470,8200,GUNNELL,NTE CANADA,31,32.4,0,.3,.7,27.4,0,0,0,0
17943,00,200C005H093I1600,202203,4780,0180,HIDING,CNRL,31,99.5,0,0,2.1,82.9,6,.6,.2,.1
18668,00,200A017A094H1400,202203,4485,4990,GUTAH,CNRL,31,29,0,0,.7,25,0,.8,1.6,2.1
15797,00,200C029H094I0900,202203,4650,2600,HAY,HARVEST,28.4,8.8,86.1,0,3791.3,0,0,0,0,.7
16186,00,200C032D094I1200,202203,3455,8200,ELLEH,NTE CANADA,31,77.1,0,1.2,5.6,67.3,0,0,0,0
16193,04,100140907919W604,202202,9021,5000,GROUNDBIRCH,SHELL,27,50.1,0,0,3.6,45.4,0,0,0,0
16535,00,100050708222W600,202203,9021,5000,MONIAS,ADU,9.8,5.9,0,0,.3,5.2,0,0,0,0
17149,00,200B051G093I1500,202204,4380,4100,N GRIZZLY,CNRL,30,649.9,0,0,5.5,532,0,0,0,0
17548,00,200D016I094H1600,202203,7660,4990,RING,CNRL,31,69.3,0,0,1.4,60.8,.1,1.6,4.5,5.4
17965,00,200D016C094P0100,202203,4700,8200,HELMET,CNRL,31,2.4,0,.1,.1,1.6,0,0,0,0
18310,00,200A054G094P1000,202204,4700,8200,HELMET,ERIKSON,9,4.3,0,0,0,3.5,0,0,0,0
19052,00,200C034D094H1500,202203,4485,4990,GUTAH,CNRL,31,17.7,0,0,.4,15.1,0,.6,1.5,2.2
19821,00,200B086G094P0100,202204,4700,8200,HELMET,CNRL,29,.8,0,0,0,.2,0,0,0,0
16221,00,202B017K094P0500,202204,8180,8200,CABIN,NTE CANADA,30,115.6,0,2.9,5,98,0,0,0,0
16543,00,200B046D094P0800,202203,4700,8200,HELMET,CNRL,31,134.7,0,1.7,3.4,119.5,0,0,0,.9
18341,02,200B034C094P0502,202203,4470,8200,GUNNELL,NTE CANADA,31,182.8,0,2.7,4.1,155.3,0,0,0,0
18347,02,200A041C094A1602,202204,3300,2600,DOIG,CNRL,30,5.4,0,0,.2,5.4,0,0,.1,.2
19088,00,200B081K093P0100,202203,5170,4900,NOEL,OVV,31,266.9,0,0,1,222.2,0,0,0,0
19102,00,200A025H093I1600,202204,4780,0180,HIDING,CNRL,30,244.3,0,0,4.1,209.8,7.8,.8,.2,0
19469,00,200B089K094I1100,202203,7770,8200,SIERRA,NTE CANADA,31,28.6,0,1,1.3,25.9,0,0,0,0
16561,00,200D090G094H0100,202204,3430,2400,LADYFERN,CNRL,30,60.8,0,0,9.6,54.6,0,.2,.2,.1
17984,00,200C077H094H0300,202204,7250,2400,PICKELL,CNRL,30,11.2,0,.3,0,5.8,0,.3,.3,.3
17989,00,200D029I094H0300,202204,7250,2400,PICKELL,CNRL,30,25.3,0,.8,.3,13.2,0,.7,.4,.2
16571,02,200B005A094P0702,202204,4700,8200,HELMET,CNRL,30,.7,0,0,0,.3,0,0,0,0
18372,02,200B027H093I1502,202203,4380,2850,N GRIZZLY,CNRL,29,111.6,0,0,1.3,80.9,0,0,0,0
18779,00,200B008C094P1500,202204,4700,8200,HELMET,CNRL,30,25.2,0,0,1.2,22.3,0,0,0,.2
15381,00,200B087F094P1500,202203,4700,8200,HELMET,CNRL,11,234,0,.2,11.9,209.2,0,0,0,0
15390,00,200B056K094P1500,202204,4700,8200,HELMET,CNRL,30,203.5,0,.1,10,182.8,0,0,0,6
16594,00,202C032B094P0700,202204,4700,8200,HELMET,CNRL,30,17.4,0,.2,.4,16,0,0,0,.1
17668,00,200D040B094P0700,202203,4700,8200,HELMET,CNRL,31,45.9,0,1.8,1.6,41.4,0,0,0,1.5
18028,00,200B026A094P0800,202203,4700,8200,HELMET,CNRL,31,31.1,0,.4,.8,27.7,0,0,0,.4
20271,00,100051007919W600,202203,4390,4900,GROUNDBIRCH,SHELL,31,68.8,0,0,4.1,62.3,0,0,0,0
29650,00,203C039D094H0300,202204,9022,5000,NIG,CNRL,27,455.1,0,3,5.9,395.5,.6,27.9,29.3,23
29656,00,200D064K094G0200,202204,9022,5000,LILY,PETRONAS,30,281.1,0,0,17.9,265,.1,.2,.4,.7
29658,00,102130308219W600,202203,9021,5000,SEPTIMUS,CREW,28,602.4,0,0,21.1,602,0,0,0,17
23193,00,200C035A093P1000,202203,9030,2800,SUNDOWN,OVV,10.2,91.9,0,0,1.9,85.7,0,.1,0,0
24100,00,200C100J094I1100,202204,7770,8200,SIERRA,NTE CANADA,30,54.3,0,3.3,2.2,49.2,0,0,0,0
24136,00,100130407919W600,202204,9021,5000,GROUNDBIRCH,SHELL,30,260,0,0,13.6,239,0,0,0,0
24594,02,100151207717W602,202204,8115,2700,HERITAGE,MURPHY,29.1,39.9,0,0,.3,37.4,0,0,0,0
24629,00,200A007F094I1400,202203,7770,8200,SIERRA,NTE CANADA,31,73.3,0,1,3.2,66.8,0,0,0,0
26718,00,100081008018W600,202204,9021,5000,SUNSET,SHELL,30,483.2,0,0,47.8,470.5,.5,3.5,5,12.1
26721,00,100051908020W600,202203,9021,5000,GROUNDBIRCH,STRATHCONA,27.7,286.5,0,0,38.4,279,0,0,0,0
27201,00,103051308018W600,202203,9021,5000,SUNRISE,TOURMALINE,31,233.4,0,0,82.3,220.5,0,6.3,12.1,32.3
27222,00,102092908020W600,202203,9021,5000,GROUNDBIRCH,SHELL,30.3,466.1,0,0,35.9,462.4,.4,.9,1.2,2.4
27663,00,100120108116W600,202203,9021,5000,PARKLAND,TOURMALINE,12.5,258.2,0,0,8.2,600.3,.1,15.4,12.2,19.6
28314,00,100160707918W600,202204,9021,5000,SUNSET,SHELL,30,773.9,0,0,17.5,755.1,.6,2.6,3,7.2
29045,00,200A100D094A1300,202203,9022,5000,BLUEBERRY,PETRONAS,9,25.9,0,1.8,1.6,22.5,0,1.6,1.8,.3
29047,00,200C096I094G0200,202204,9022,5000,BEG,PETRONAS,27,349.9,0,.6,25.5,331.9,.1,.6,.7,2
22145,00,200B051B094I1200,202203,3455,8200,ELLEH,NTE CANADA,31,69.8,0,1.1,5.1,60.9,0,0,0,0
22717,00,200D019J094O1100,202204,5852,2805,MAXHAMISH,CPEC,30,15,7.9,0,0,9.7,0,0,0,0
23206,00,200D023C093P1000,202202,9030,2800,BRASSEY,OVV,28,67,0,.6,1.1,53.6,4.2,.8,0,0
23643,00,200B084I094I1300,202204,4470,8200,GUNNELL,NTE CANADA,30,29.7,0,.6,1.3,24.9,0,0,0,0
25253,00,200C013H093P0900,202203,9021,5000,SWAN,OVV,25.7,725.5,0,0,12.9,690.5,.2,1.4,1.5,1.1
25256,00,100163507915W600,202203,9021,5000,DAWSON,ARCRES,31,502.3,0,0,0,465.1,2.3,23.4,22.6,18.2
27230,00,100160307817W600,202203,9021,5000,SUNDOWN,MURPHY,30.9,621.5,0,0,88.2,600.4,0,0,0,0
27708,00,200A056H094I0900,202204,4650,2600,HAY,HARVEST,29.9,38.8,188.4,0,7004.2,0,0,0,0,2
29077,02,200A070D094A1302,202203,9022,5000,TOWN,PETRONAS,29,466.1,0,48.3,27.6,423.4,.1,27.5,31.7,19.7
29083,00,102160408219W600,202203,9021,5000,SEPTIMUS,CNRL,6.3,54.4,0,0,1.2,51.7,2.4,4.1,2.7,6
29090,00,102130608015W600,202203,9021,5000,DOE,TOURMALINE,31,548.2,0,0,60.4,490.7,.2,31,31.2,142.7
29896,00,100013408425W600,202203,9022,5000,ALTARES,CNRL,31,316.7,0,0,118.2,280.8,0,4.2,6.3,21.4
21676,00,200D061B093P1000,202202,9030,2800,SUNDOWN,CVE ENERGY,28,83.8,0,.7,1.5,69.3,6.1,.7,0,0
23718,02,200D017J093P0102,202202,5170,2505,KELLY,TIDEWATER,28,79.8,0,.7,1.4,66.3,10.3,2.5,0,0
24189,00,202A027H093P0900,202204,9021,5000,SWAN,OVV,30,934.3,0,0,19.9,893.3,.2,2.9,3.1,8.3
24703,00,200D050B094I0800,202203,1300,8200,BIVOUAC,CVE ENERGY,29.6,294.9,0,0,0,274.1,0,.1,.3,17.3
24712,00,200D036J094H0500,202204,1350,4100,BLACK,TOURMALINE,28,213.5,0,4.9,.3,160,0,7.7,9.3,7.6
25298,00,200B095J094I1100,202203,7770,8200,SIERRA,NTE CANADA,31,50.5,0,9.1,2.2,45.7,0,0,0,0
25302,00,200C085I094I1200,202204,4470,8200,SAHTANEH,NTE CANADA,30,116.6,0,3.2,4.9,106.4,0,0,0,0
26244,00,200A075B093P0900,202203,9021,5000,SWAN,OVV,31,232.1,0,.3,2.9,216.7,0,1.1,2.6,5.6
26247,00,200B098B093P0900,202203,9021,5000,SWAN,OVV,31,963.1,0,0,6.1,916.6,.3,3.9,8.8,21.7
27251,00,200A034D094O0700,202203,9045,8295,KIWIGANA,OVV,30.9,1211.9,0,0,91.1,985.9,0,0,0,0
27274,00,100093208119W600,202203,9021,5000,SEPTIMUS,CNRL,31,826.3,0,0,9.6,788.4,35.7,58.6,40.2,56.3
27733,00,202A050J094G0200,202203,9022,5000,LILY,PETRONAS,28,452.6,0,0,25.5,428,.1,.6,.9,2
27760,00,200A040H094P1000,202204,4700,8295,HELMET,ERIKSON,29.8,582.5,0,0,69.5,484.6,0,0,0,0
29937,00,200C046J094B1600,202204,9022,5000,TOWN,PETRONAS,18,503,0,4,101.5,472.3,.1,19.3,21.5,7.6
29939,02,100120507717W602,202203,9021,5000,SUNDOWN,TOURMALINE,31,1259.1,0,0,12.3,1212.4,0,0,0,0
29956,00,200C004E094G0800,202204,9022,5000,JEDNEY,PETRONAS,30,972.9,0,23,60.1,901,.2,15.3,28.1,30
