"DST_RATE FILE"
"Wa_num","Drillng_event_seq","Dst_num","Flowing_fluid_type","Init_fluid_rate","Avg_fluid_rate","Final_fluid_rate"
"02505","00","002","GAS","50.15","50.15","50.15"
"02506","00","001","GAS","36.035","0","47.501"
"02510","00","002","GAS","6.424","0","9.576"
"02511","00","001","GAS",".958","0","1.24"
"02511","00","002","GAS","1.972","0","0"
"02516","00","003","GAS","32.116","36.626","36.626"
"02517","00","001","GAS","202.008","0","202.008"
"02517","00","002","GAS","230.182","0","206.797"
"02521","00","001","GAS","160.592","160.592","160.592"
"02533","00","002","GAS","106.498","0","118.894"
"02537","00","001","GAS","128.192","0","153.548"
"02538","00","003","GAS","3.913","0","5.519"
"02539","00","001","GAS","44.315","0","45.642"
"02540","00","001","GAS","0","0","207.079"
"02543","00","005","GAS","3.719","0","11.157"
"02547","00","002","GAS","52.122","0","20.423"
"02548","00","001","GAS","5.888","0","9.41"
"02549","00","002","GAS",".141","0","0"
"02549","00","005","GAS",".141","0",".141"
"02551","00","001","GAS","22.593","0","28.737"
"02553","00","005","GAS","6.424","0","10.424"
"02556","00","004","GAS","2.817","0",".282"
"02558","00","003","GAS","1.378","0","1.296"
"02565","00","001","GAS","4.533","0","4.533"
"02566","00","001","OIL","31.797","0","0"
"02572","00","001","GAS","64.8","0","0"
"02573","00","002","GAS","9.576","0","12.368"
"02585","00","002","GAS","3.043","0","1.747"
"02588","00","002","GAS","13.777","0","0"
"02593","00","001","GAS","126.783","121.148","126.783"
"02598","00","001","GAS","0","1.747","0"
"02601","00","001","OIL","0","6.201","0"
"02603","00","002","GAS","52.404","0","134.672"
"02610","00","001","GAS","85.421","0","125.712"
"02615","00","001","GAS","45.924","0","52.404"
"02617","00","001","GAS","160.592","0","239.479"
"02620","00","002","GAS","6.705","0","0"
"02624","00","001","GAS","3.268","0","5.466"
"02626","00","001","GAS","1.127","0",".563"
"02628","00","001","GAS","1.49","0","1.51"
"02644","00","001","GAS","64.8","0","81.705"
"02656","00","001","GAS","1.972","0","1.69"
"02658","00","001","GAS","3.64","0","3.64"
"02659","00","002","GAS","40.852","0","52.404"
"02663","00","003","GAS","11.72","0","25.216"
"02664","00","001","GAS","114.105","0","183.694"
"02665","00","001","GAS","114.105","0","174.451"
"02677","00","003","GAS","253.002","0","230.182"
"02684","00","001","GAS","160.592","28.174","70.435"
"02686","00","002","GAS","43.388","0","45.078"
"02687","00","002","GAS","109.879","0","245.114"
"02687","00","003","GAS","183.694","0","298.644"
"02693","00","001","GAS","104.244","0","135.235"
"02707","00","001","GAS","160.592","0","206.797"
"02708","00","001","GAS","39.444","0","50.713"
"02708","00","002","GAS","22.539","0","3.913"
"02712","00","001","GAS","99.736","0","106.498"
"02713","00","001","GAS","47.896","0","0"
"02725","00","001","GAS","53.531","0","42.261"
"02726","00","002","GAS","156.926","0","163.409"
"02737","00","002","GAS","27.47","0","28.146"
"02741","00","002","GAS",".986",".986",".986"
"02742","00","004","GAS","3.913","0","3.381"
"02747","00","001","GAS",".873","0",".733"
"02752","00","001","GAS","1.828","0","2.93"
"02760","00","003","GAS","206.797","0","225.392"
"02761","00","001","GAS","43.923","0","0"
"02763","00","001","GAS",".423","0","0"
"02776","00","001","GAS","146.417","0","146.417"
"02779","00","002","GAS","16.651","0","25.047"
"02780","00","001","GAS","7.72","0","3.747"
"02784","00","001","GAS","21.353","0","34.764"
"02785","00","001","GAS","106.498","0","0"
"02786","00","001","GAS","14.087","0","12.058"
"02793","00","002","GAS","524.036","0","0"
"02794","00","001","GAS","32.4","0","61.983"
"02795","00","001","GAS","81.705","0","137.207"
"02796","00","001","GAS","7.889","0","12.678"
"02801","00","007","GAS",".31","0","0"
"02812","00","004","GAS","15.496","0","6.734"
"02813","00","001","GAS","2.11","0",".986"
"02814","00","001","GAS","45.895","0","63.251"
"02816","00","001","GAS",".099","0","0"
"02817","02","002","GAS","109.033","0","160.592"
"02818","00","003","GAS",".225","0","0"
"02823","00","001","GAS","291.009","276.049","276.049"
"02827","00","002","GAS","130.248","142.36","142.36"
"02834","00","001","GAS","2.758","28.174","28.174"
"02839","00","004","GAS","230.182","0","315.549"
"02840","00","001","GAS","3.296","0","3.913"
"02848","00","001","GAS",".338","0",".623"
"02850","00","001","GAS","1.82","0","1.82"
"02850","00","002","GAS",".265","0","0"
"02851","00","001","GAS",".149","0",".101"
"02852","00","003","OIL","23.53","0","0"
"02858","00","001","GAS","6.48","0","6.818"
"02858","00","002","GAS","60.574","0","112.696"
"02861","00","001","GAS","155.658","0","183.694"
"02863","00","001","GAS","64.969","0","52.742"
"02863","00","002","GAS","9.016","0","0"
"02869","00","001","GAS","14.566","0","16.904"
"02869","00","002","GAS","3.06","0","3.22"
"02870","00","001","GAS","6.142","0","8.311"
"02873","00","001","GAS","0","151.294","0"
"02874","00","001","GAS","109.033","0","104.526"
"02876","00","002","GAS",".563","0","4.142"
"02877","00","001","GAS","40.061","0","41.923"
"02881","00","001","GAS","0","163.409","0"
"02884","00","001","GAS","104.244","0","109.879"
"02902","00","001","GAS","230.182","0","223.983"
"02906","00","001","GAS","4.367","0","3.043"
"02906","00","002","GAS","43.388","0","59.165"
"02907","00","002","GAS","366.262","0","0"
"02909","00","001","GAS","12.904","0","17.073"
"02909","00","003","GAS","12.904","0","17.073"
"02914","00","001","GAS","30.146","0","12.904"
"02915","00","004","GAS","121.148","0","121.148"
"02926","00","001","GAS","1.747","0","12.96"
"02928","00","003","GAS","3.913","0","2.958"
"02939","00","001","GAS","141.997","0","132.699"
"02945","00","001","GAS","25.638","0","35.217"
"02946","00","002","GAS","7.325","0","10.988"
"02949","00","001","GAS","141.997","0","141.997"
"02951","00","011","GAS",".535","0",".958"
"02956","00","001","GAS","215.813","0","11.833"
"02961","00","002","GAS","52.826","0","50.713"
"02961","00","007","GAS","47.614","0","22.593"
"02961","00","008","GAS","28.456","0","23.384"
"02966","00","002","GAS","27.413","27.413","27.413"
"02966","00","003","GAS","28.005","0","0"
"02966","00","008","GAS","46.205","27.047","27.047"
"02966","00","010","GAS","225.392","0","507.132"
"02971","00","002","GAS","346.54","0","464.871"
"02972","00","001","GAS","11.157","0","12.678"
"02972","00","002","GAS","88.802","0","85.421"
"02972","00","005","GAS","38.458","0","0"
"02973","00","001","GAS","1.744","0","1.812"
"02973","00","002","GAS","220.743","0","206.797"
"02983","00","003","GAS","35.387","0","21.863"
"02983","00","005","GAS","7.466","0","7.044"
"02984","00","001","GAS","7.241","0","11.323"
"02987","00","001","GAS","28.174","0","35.217"
"02989","00","004","GAS","137.207","206.797","206.797"
"02989","00","006","GAS","194.401","129.6","129.6"
"02989","00","008","GAS","73.252","0","0"
"02992","00","004","GAS","28.174","0","67.618"
"02993","00","001","GAS","80.578","0","86.212"
"02993","00","002","GAS","28.509","0","1.747"
"02993","00","003","GAS","36.795","0","36.795"
"02993","00","004","GAS","37.19","0","37.19"
"02993","00","007","GAS","1.009","0","7.72"
"02995","00","001","GAS","2.93","0","8.283"
"02995","00","002","GAS","10.932","0","21.297"
"02995","00","004","GAS","105.568","0","105.568"
"02996","00","002","GAS","1746.787","0","1239.656"
"02999","00","001","GAS","2.536","0","3.381"
"02999","00","002","GAS","26.709","0","0"
"03000","00","001","GAS","2.3","","3.04"
"03001","00","002","GAS","6.505","0","1.747"
"03004","00","001","GAS","4.367","0","8.593"
"03010","00","004","GAS","102.353","0","132.615"
"03011","00","001","GAS","216.179","216.179","216.179"
"03013","00","001","GAS","9.157","0","9.833"
"03022","00","002","GAS","21.948","0","15.439"
"03022","00","004","GAS","206.797","0","99.736"
"03022","00","006","GAS","24.371","0","19.356"
"03022","00","008","GAS","35.133","0","13.242"
"03032","02","003","GAS","4.93","0","2.198"
"03034","00","004","GAS","97.482","97.482","97.482"
"03034","00","005","GAS","61.983","0","14.848"
"03038","00","001","GAS","8.9","0","22.032"
"03042","00","001","GAS","1.662","0","5.322"
"03045","00","002","GAS","4.959","0","3.437"
"03046","00","001","GAS","3.465","0","3.381"
"03048","00","002","GAS","1.84","0",".944"
"03048","00","004","GAS","1.84","0",".535"
"03049","00","001","GAS","2.11","0","1.69"
"03050","00","002","GAS","160.592","0","167.52"
"03050","00","003","GAS","84.522","0","149.601"
"03052","00","001","GAS",".761","0",".733"
"03053","00","001","GAS","14.904","0","15.439"
"03053","00","002","GAS","64.8","0","66.209"
"03055","00","001","GAS","79.732","0","85.085"
"03055","00","005","GAS",".544","0",".851"
"03060","00","001","GAS","11.07","0","11.213"
"03064","00","002","GAS","8.593","0","25.779"
"03067","00","003","GAS","14.566","15.777","15.777"
"03069","00","001","GAS","60.574","54.658","54.658"
"03070","00","002","GAS","169.044","135.235","135.235"
"03071","00","001","GAS","183.694","0","206.797"
"03071","00","002","GAS","183.694","0","253.002"
"03073","00","001","GAS","169.044","0","169.044"
"03076","00","002","GAS","391.618","0","0"
"03077","00","002","GAS",".642","0","1.541"
"03081","00","001","GAS","1.828","0","4.959"
"03082","00","001","GAS","8.734","0","14.369"
"03082","00","003","GAS","61.983","61.983","61.983"
"03087","00","001","GAS","14.704","0","12.397"
"03088","00","002","GAS","6.424","0","6.029"
"03091","00","003","GAS","20.423","0","21.412"
"03097","00","001","GAS","24.511","0","7.889"
"03100","00","001","GAS","14.82","0","5.494"
"03100","00","002","GAS","2.431","0","19.944"
"03101","00","002","GAS","82.268","0","82.268"
"03104","00","001","GAS","13.242","0","17.75"
"03104","00","003","GAS","19.916","0","24.145"
"03107","02","001","GAS","66.519","0","99.905"
"03108","00","001","GAS","23.751","0","35.133"
"03109","00","001","GAS","169.044","169.044","169.044"
"03112","00","001","GAS","131.291","0","146.505"
"03113","00","002","GAS","9.576","0","6.424"
"03117","00","004","GAS","2.074","0","5.635"
"03121","00","001","GAS","55.785","0","34.736"
"03122","00","001","GAS","3.973","0","0"
"03125","00","001","GAS","135.996","0","162.899"
"03126","00","001","GAS","71.277","0","71.277"
"03126","00","002","GAS","151.294","0","0"
"03133","00","001","GAS","139.346","0","176.256"
"03133","00","002","GAS","201.3","0","335.27"
"03135","00","001","GAS","98.609","114.665","114.665"
"03137","00","001","GAS","104.526","0","114.105"
"03140","00","001","GAS","4.508","0","0"
"03141","00","002","GAS","45.414","0","59.785"
"03142","00","001","GAS","43.357","0","46.656"
"03147","00","001","GAS","183.694","183.694","183.694"
"03147","00","002","GAS","4.367","0","0"
"03152","00","001","GAS","31.946","0","44.512"
"03157","00","002","GAS","12.368","0","12.368"
"03158","00","001","GAS","18.482","0","24.089"
"03158","00","014","GAS","183.694","0","154.957"
"03160","00","002","GAS","111.287","0","0"
"03162","00","003","GAS",".366","0","4.395"
"03165","00","001","GAS","11.833","0","16.623"
"03165","00","002","GAS","149.322","0","78.887"
"03167","00","002","GAS","13.101","0","21.638"
"03171","00","001","GAS","44.512","0","74.94"
"03177","00","001","GAS","139.346","0","159.518"
"03177","00","004","GAS","119.176","0","132.615"
"03180","00","007","GAS","183.694","0","195.246"
"03180","00","008","GAS","298.644","0","332.171"
"03180","00","009","GAS","576.158","0","585.453"
"03184","00","001","GAS","153.83","0","299.349"
"03184","00","002","GAS","25.92","0","25.92"
"03184","00","003","GAS","5.353","0","28.456"
"03185","00","002","GAS","1.696","0",".978"
"03186","00","001","GAS","3.663","0",".338"
"03192","00","001","GAS","17.186","0","19.722"
"03194","00","001","GAS","2.446","0",".944"
"03196","00","004","GAS","37.556","0","45.586"
"03196","00","005","GAS","3.409","0","9.185"
"03196","00","006","GAS","15.383","0","21.297"
"03203","00","001","GAS","90.157","0","121.148"
"03203","00","004","GAS","163.209","0","152.616"
"03212","00","001","GAS","26.85","0","28.822"
"03212","00","003","GAS","6.677","0","8.928"
"03218","00","003","GAS","38.314","0","41.134"
"03218","00","004","GAS","41.698","0","34.936"
"03220","00","002","GAS","3.043","0","10.619"
"03228","00","001","GAS","298.785","0","298.785"
"03231","00","008","GAS","11.016","0","0"
"03235","00","001","GAS","222.997","0","297.827"
"03235","00","002","GAS","120.892","0","94.918"
"03240","00","001","GAS","75.112","0","91.368"
"03241","00","003","GAS","70.717","0","48.459"
"03249","00","001","GAS",".845","0",".845"
"03255","00","001","GAS","67.897","0","92.411"
"03265","00","001","GAS","2.958","0","15.496"
"03269","00","001","GAS","101.342","0","120.162"
"03273","00","001","GAS","34.513","0","38.314"
"03274","00","001","GAS","30.228","0","56.911"
"03287","00","004","GAS","2.141","0","4.759"
"03287","00","005","GAS","5.494","0","0"
"03288","00","011","GAS","3.913","0","4.029"
"03289","00","001","GAS","7.889","0","10.988"
"03289","00","002","GAS","72.125","72.125","72.125"
"03291","00","001","GAS","","",""
"03291","00","002","GAS","2.406","","25.8"
"03297","00","003","GAS","83.395","0","45.078"
"03301","00","003","GAS","3.944","0","2.392"
"03301","00","006","GAS","100.663","0","102.353"
"03302","00","001","GAS",".479","0",".817"
"03304","00","001","GAS","44.174","0","25.695"
"03304","00","002","GAS","6.48","0","15.634"
"03307","00","001","GAS","58.461","0","60.292"
"03307","00","002","GAS","4.142","0",".952"
"03308","00","001","GAS","104.469","0","110.752"
"03308","00","003","GAS","2.254","0","2.677"
"03308","00","004","GAS","63.11","0","77.76"
"03310","00","001","GAS","43.106","0","47.332"
"03319","00","005","GAS","29.752","0","22.032"
"03319","00","006","GAS",".735","0","4.153"
"03319","00","007","GAS","1.803","0","3.344"
"03319","00","008","GAS","26.971","0","65.307"
"03320","00","003","GAS","9.495","0","16.144"
"03321","00","001","GAS","72.069","0","102.353"
"03321","00","003","GAS","1.941","0","4.311"
"03322","00","001","GAS","79.056","0","96.637"
"03324","00","001","GAS","3.043","3.043","3.043"
"03326","02","003","GAS","1.403","0","1.003"
"03330","00","001","GAS","27.554","0","33.073"
"03330","00","002","GAS","33.073","0","33.073"
"03331","00","001","GAS","119.458","0","74.379"
"03332","00","001","GAS","1.313","0",".758"
"03336","00","001","GAS","27.047","0","40.007"
"03341","00","001","GAS","11.27","0","6.198"
"03342","00","001","GAS",".817","0",".817"
"03345","00","005","GAS","50.91","0","47.501"
"03345","00","006","GAS","10.284","0","12.904"
"03346","00","001","GAS","58.461","0","63.98"
"03347","00","004","GAS",".141","0",".056"
"03348","00","001","GAS","2.11","0","6.339"
"03348","00","002","GAS","32.4","0","47.896"
"03349","00","002","GAS",".254","0","0"
"03350","00","001","GAS","17.468","0","23.384"
"03360","00","001","GAS","11.213","0","11.58"
"03361","00","003","GAS","7.522","0","17.775"
"03366","00","001","GAS","2.336","0","7.184"
"03366","00","003","GAS","21.297","0","29.383"
"03367","00","001","GAS","3.747","0","17.381"
"03368","00","002","GAS","2.55","0","3.091"
"03371","00","003","GAS",".411","0",".217"
"03372","00","002","GAS","0","0","0"
"03373","00","001","GAS","53.531","0","53.531"
"03374","00","001","GAS",".023","0","1.465"
"03374","00","002","GAS","","93",""
"03374","00","004","GAS","54.911","0","92.239"
"03377","00","002","GAS","0","0","0"
"03381","00","001","GAS","3.043","0","1.747"
"03381","00","002","GAS","5.519","0","3.043"
"03382","00","002","GAS",".873","0","0"
"03382","00","003","GAS","16.341","0","25.357"
"03387","00","001","GAS","0","0","0"
"03387","00","003","GAS","37.556","0","52.291"
"03389","00","001","GAS","12.988","0","17.045"
"03389","00","002","GAS","3.663","0","2.392"
"03391","00","001","GAS","134.108","0","245.114"
"03391","00","002","GAS","177.496","0","318.366"
"03391","00","003","GAS","183.413","0","242.296"
"03392","00","001","GAS","90.717","0","90.717"
"03394","00","005","GAS","90.717","0","90.717"
"03398","00","005","GAS","7.297","0","4.93"
"03400","00","001","GAS","0","0","0"
"03400","00","002","GAS","4.395","0","5.466"
"03400","00","003","GAS","0","0","0"
"03402","00","001","GAS",".868","0","1.414"
"03403","00","005","GAS",".166","0",".239"
"03406","00","001","GAS","65.279","0","49.614"
"03406","00","002","GAS","11.889","0","3.015"
"03409","00","003","GAS",".642","0",".251"
"03409","00","004","GAS","2.536","0","1.84"
"03410","00","002","GAS","307.66","0","297.236"
"03411","00","001","GAS","62.149","0","59.022"
"03412","00","001","","","",""
"03413","00","001","GAS","8.703","0","10.934"
"03413","00","002","GAS","9.861","9.861","9.861"
"03420","00","002","GAS","141.574","0","152.14"
"03420","00","003","GAS","131.291","0","146.505"
"03422","00","002","GAS","35.217","0","40.007"
"03423","00","004","GAS","5.353","0","2.817"
"03425","00","004","GAS","6.505","0","8.34"
"03427","00","001","GAS","91.284","0","90.717"
"03436","00","002","GAS","0","118.331","0"
"03437","00","001","GAS",".135","0",".868"
"03440","02","002","GAS","22.539","0","0"
"03440","02","003","GAS","20.285","0","16.451"
"03440","02","005","GAS","24.652","0","75.788"
"03440","02","006","GAS","5.071","0","18.482"
"03440","02","008","GAS","3.773","0","1.916"
"03441","00","001","GAS","2.758","0","15.298"
"03443","00","002","GAS","3.688","0","3.634"
"03447","00","001","GAS","6.762","0","4.057"
"03447","00","003","GAS","1.521","0","3.015"
"03449","00","001","GAS","109.033","0","114.105"
"03457","00","001","GAS","63.617","64.462","65.335"
"03458","00","001","GAS","4.621","0","7.889"
"03458","00","002","GAS","25.216","0","41.134"
"03459","00","001","GAS","1.998","0","5.435"
"03460","00","004","GAS","11.241","0","1.55"
"03461","00","001","GAS","11.551","0","5.209"
"03462","00","001","GAS","51.389","0","0"
"03470","00","001","GAS",".231","0",".826"
"03471","00","001","GAS","78.831","0","72.069"
"03471","00","003","GAS","105.709","0","206.797"
"03474","00","001","GAS","","",""
"03476","02","001","GAS","2.045","0","5.691"
"03476","02","004","GAS",".902","0",".338"
"03477","00","003","GAS","0","1944.005","0"
"03478","00","001","GAS","1.916","0","12.988"
"03479","00","001","GAS","75.365","0","0"
"03480","00","001","GAS","35.217","0","40.007"
"03485","00","001","GAS","0","0","0"
"03486","00","001","GAS",".076","0",".118"
"03487","00","001","GAS","2.254","0","6.959"
"03487","00","002","GAS","8.734","0","8.734"
"03487","00","003","GAS","26.258","0","20.116"
"03488","00","001","GAS","183.131","0","63.391"
"03488","00","007","GAS","7.044","0","47.896"
"03488","00","008","GAS","23.244","0","39.159"
"03488","00","009","GAS","3.913","0","3.494"
"03497","00","001","GAS","1.887","0","7"
"03498","00","003","GAS","20.623","0","29.752"
"03503","00","003","GAS","13.298","0","17.665"
"03505","00","001","GAS","12.397","12.397","12.397"
"03506","00","001","GAS","27.836","0","31.555"
"03506","00","002","GAS",".367","0",".639"
"03511","02","001","GAS","0","0","0"
"03513","00","001","GAS","45.414","45.414","45.414"
"03513","00","002","GAS","114.13","114.13","114.13"
"03514","00","001","GAS","7.72","0","7.72"
"03515","00","001","GAS","0","0","0"
"03517","00","001","GAS",".206","0",".259"
"03521","00","001","GAS",".887","0",".614"
"03526","00","001","GAS",".338","0",".761"
"03527","00","001","GAS","7.184","0","9.069"
"03528","00","001","GAS","21.976","0","24.511"
"03528","00","002","GAS","0","0","0"
"03533","00","002","GAS","75.365","0","109.062"
"03534","00","007","GAS",".231","0",".349"
"03536","00","001","GAS","12.171","0","5.547"
"03536","00","003","GAS","48.037","0","9.382"
"03537","02","002","GAS",".62","0","0"
"03542","00","008","GAS","0","0","0"
"03542","00","009","GAS",".141","0",".186"
"03542","00","011","GAS","5.635","0","2.817"
"03542","00","012","GAS","22.032","0","53.869"
"03543","00","002","GAS","25.075","0","11.551"
"03543","00","003","GAS","2.817","0","4.367"
"03545","00","001","GAS","65.952","0","61.814"
"03546","00","004","GAS","2.817","0","0"
"03548","00","001","GAS","0","0","0"
"03550","00","001","GAS","90.717","0","114.105"
"03555","00","003","GAS","19.722","0","40.148"
"03557","00","001","GAS",".028","0",".592"
"03557","00","003","GAS","5.156","0","7.297"
"03559","00","001","GAS","0","0","28.174"
"03559","00","002","GAS",".217","0",".214"
"03561","00","001","GAS","135.235","0","154.957"
"03563","00","001","GAS","51.079","0","63.307"
"03564","00","004","GAS","3.268","0","6.677"
"03565","00","003","GAS","3.773","0","2.677"
"03566","00","001","GAS",".082","0",".113"
"03567","00","003","GAS","59.785","0","81.226"
"03569","00","004","GAS",".702","0","2.93"
"03569","00","005","GAS","0","263.793","0"
"03569","00","006","GAS","231.872","0","263.793"
"03572","00","001","GAS",".099","0",".256"
"03573","00","001","GAS","76.07","0","33.809"
"03573","00","002","GAS","39.444","0","9.185"
"03575","00","001","GAS","1.155","0",".563"
"03575","00","002","GAS",".028","0",".017"
"03575","00","003","GAS",".017","0","0"
"03576","00","001","GAS","1.84","0","1.352"
"03576","00","002","GAS","1.378","0","9.097"
"03577","00","002","GAS","21.297","21.297","21.297"
"03578","00","001","GAS","67.984","0","73.081"
"03580","00","002","GAS","98.975","0","102.353"
"03582","00","001","GAS","1.662","0","2.758"
"03587","00","002","GAS","18.369","0","20.68"
"03592","00","001","GAS","0",".18","0"
"03593","00","001","GAS","14.369","0","26.202"
"03597","00","001","GAS","3.634","0","5.435"
"03598","00","001","GAS",".2","0",".995"
"03599","00","002","GAS",".065","0",".183"
"03600","00","001","GAS","39.103","0","45.414"
"03602","00","001","GAS","12.397","0","28.456"
"03603","00","001","GAS","2.817","0","2.392"
"03609","00","002","GAS",".535","0","3.944"
"03611","00","002","GAS","349.89","0","349.89"
"03611","00","003","GAS","74.098","0","68.181"
"03615","00","001","GAS","2.846","0","11.041"
"03616","00","001","GAS","253.566","0","273.288"
"03619","00","001","GAS","109.174","109.174","109.174"
"03620","00","002","GAS","16.369","0","6.903"
"03623","00","002","GAS","1.324","0","2.592"
"03624","00","002","GAS","9.323","0","11.213"
"03626","00","001","GAS",".197","0","0"
"03628","00","001","GAS","20.144","0","26.202"
"03630","00","001","GAS","2.245","0","2.739"
"03634","00","002","GAS","13.552","0","29.132"
"03634","00","003","GAS","2.817","0","5.381"
"03635","00","001","GAS","1.955","0","1.099"
"03637","00","001","GAS","0","0","21.353"
"03638","00","001","GAS","78.69","0",".282"
"03640","00","008","GAS","206.797","0","114.105"
"03640","00","009","GAS","40.007","0","51.389"
"03640","00","010","GAS",".958","0","1.099"
"03641","00","001","GAS","82.155","0","279.373"
"03648","00","001","GAS","0","0","0"
"03648","00","003","GAS",".577","0",".577"
"03653","00","001","GAS","18.369","0","43.923"
"03653","00","002","GAS","115.513","0","120.021"
"03657","00","001","GAS","6.055","0","22.441"
"03657","00","002","GAS","85.677","0","117.486"
"03658","00","002","GAS","72.689","0","118.331"
"03658","00","003","GAS",".592","0","6.086"
"03658","00","004","GAS","18.169","0","25.357"
"03658","00","005","GAS","1.55","0","3.043"
"03658","00","006","GAS","9.297","0","7.325"
"03659","02","001","GAS","","","18.226"
"03662","00","001","GAS","206.797","0","253.002"
"03663","00","001","GAS","1.761","0","2.029"
"03664","00","005","GAS",".521","0","6.818"
"03665","00","001","GAS","65.952","0","79.814"
"03665","02","002","GAS","126.135","0","172.03"
"03666","00","001","GAS","2.341","0","2.522"
"03667","00","003","GAS","180.314","0","315.549"
"03668","00","001","GAS","21.976","0","28.737"
"03671","00","002","GAS","24.99","0","28.509"
"03671","00","003","GAS","3.973","0",".958"
"03673","00","002","GAS",".2","0",".369"
"03675","00","001","GAS",".076","0",".087"
"03675","00","003","GAS",".868","0","4.984"
"03676","00","002","GAS","1.127","0",".507"
"03676","00","004","GAS","338.088","33.809","338.088"
"03677","00","002","GAS",".265","0",".31"
"03678","00","004","GAS","9.692","0","11.58"
"03678","00","005","GAS","8.928","0","11.213"
"03678","00","008","GAS","6.367","0","7.748"
"03679","00","001","GAS",".53","0","1.316"
"03683","00","004","GAS","2.11","0","3.522"
"03684","00","001","GAS","0","19.722","0"
"03684","00","002","GAS","47.896","0","90.157"
"03685","00","004","GAS","36.119","0","14.932"
"03685","00","005","GAS",".197","0","1.434"
"03685","00","006","GAS","340.426","0","359.356"
"03685","00","008","GAS","82.24","0","88.323"
"03690","00","001","GAS",".056","0",".085"
"03692","00","001","GAS","3.409","0","4.984"
"03692","00","002","GAS","0","0","0"
"03694","00","002","GAS","42.512","42.512","42.512"
"03695","00","005","GAS",".282","0",".986"
"03696","00","001","GAS","93.932","0","109.062"
"03697","00","001","GAS","0","0","0"
"03699","00","001","GAS","4.93","0","7.044"
"03703","00","001","GAS","45.414","0","65.952"
"03704","00","003","GAS",".507","0","1.69"
"03706","00","001","GAS","6.649","6.649","6.649"
"03708","00","003","GAS","1.606","0","4.142"
"03708","00","004","GAS","1.941","0","1.606"
"03712","00","001","GAS",".225","0",".282"
"03714","00","001","GAS","6.198","0","6.198"
"03714","00","002","GAS","0","0","0"
"03714","00","003","GAS","0","0","0"
"03715","00","002","GAS","47.614","0","25.554"
"03717","00","001","GAS","2.817","0","2.93"
"03718","00","002","GAS","3.268","0","0"
"03720","00","001","GAS","6.393","0","8.114"
"03720","00","002","GAS","123.402","0","141.997"
"03721","00","001","GAS","27.836","0","37.64"
"03722","00","002","GAS","33.947","0","38.852"
"03723","00","002","GAS",".521","0",".535"
"03726","00","001","GAS",".338","0",".507"
"03728","00","001","GAS","172.988","0","172.988"
"03728","00","002","GAS",".141","0","3.973"
"03729","00","001","GAS","2.054","0","2.846"
"03729","00","002","GAS","122.529","0","181.41"
"03733","00","001","GAS","1.183","0","1.352"
"03733","00","002","GAS",".113","0",".31"
"03733","00","003","GAS","0","0",".056"
"03734","00","001","GAS","7.297","0","9.692"
"03734","00","002","GAS","10.114","0","8.452"
"03736","00","002","GAS","28.822","0","45.414"
"03736","00","005","GAS",".251","0",".572"
"03737","00","001","GAS","0","0","0"
"03737","00","002","GAS","8.762","0","0"
"03737","00","003","GAS",".868","0","2.919"
"03738","00","003","GAS",".155","0",".369"
"03741","00","001","GAS",".507","0",".733"
"03747","00","001","GAS","37.077","0","37.077"
"03747","00","002","GAS","0","246.861","0"
"03749","00","001","GAS",".141","0","4.93"
"03749","00","003","GAS","18.003","0","18.003"
"03749","00","004","GAS","3.268","0","4.282"
"03751","00","001","GAS","0","0","0"
"03752","00","002","GAS","80.521","0","95.623"
"03753","00","001","GAS",".056","0","1.499"
"03756","00","001","GAS","6.903","0","6.677"
"03757","00","001","GAS","5.945","0","10.819"
"03758","00","001","GAS","157.774","0","157.774"
"03758","00","002","GAS","116.809","0","104.018"
"03758","00","003","GAS",".113","0",".733"
"03760","00","002","GAS","0","0","0"
"03760","00","004","GAS","0","0","0"
"03760","00","006","GAS",".11","0",".076"
"03762","00","002","GAS","1.042","0","1.775"
"03764","00","001","GAS","8.734","0","27.611"
"03765","00","001","GAS","16.256","0","17.665"
"03768","00","002","GAS",".045","0","0"
"03768","00","003","GAS","11.692","0","24.99"
"03769","00","005","GAS",".141","0",".817"
"03769","00","007","GAS",".394","0",".702"
"03770","00","001","GAS","29.583","0","180.314"
"03770","00","002","GAS","10.706","0","31.837"
"03771","00","001","GAS","19.356","0","19.694"
"03771","00","002","GAS",".817",".817",".817"
"03772","00","001","GAS","7.861","0","2.846"
"03773","00","003","GAS","1.775","0",".197"
"03773","00","004","GAS","5.071","0","4.93"
"03774","00","001","GAS",".358","0",".442"
"03775","00","002","GAS",".442","0","0"
"03775","00","003","GAS",".761","0",".868"
"03775","00","004","GAS",".096","0",".169"
"03777","00","001","GAS","0","0","0"
"03777","00","003","GAS",".147","0",".22"
"03778","00","001","GAS",".873","0",".958"
"03780","00","001","GAS","1.324","0","1.744"
"03782","00","004","GAS","233.844","0","817.046"
"03783","00","001","GAS","1.071","0","2.592"
"03785","00","003","GAS","17.665","0","16.256"
"03790","00","002","GAS",".62","0",".31"
"03792","00","002","GAS","10.424","0","14.368"
"03792","00","003","GAS","298.644","0","317.803"
"03792","00","004","GAS","206.797","0","19.356"
"03793","00","003","GAS","115.513","239.479","309.914"
"03793","00","004","GAS","109.879","0","256.383"
"03794","00","001","GAS","47.614","0","41.134"
"03794","00","007","GAS","16.341","0","2.423"
"03795","00","005","GAS","35.637","0","45.924"
"03796","00","002","GAS",".254","0",".535"
