"ABAN_FRM FILE"
"UWI","Wa Num","Drilling Event","Plug Num","Plug Type","Formtn Code"
"100131108117W600","00004","00","01","CEMT","4040"
"200A065E093I1600","00005","00","01","CEMT","1500"
"200A065E093I1600","00005","00","02","CEMT","1500"
"200C044E093I1600","00010","00","01","CEMT","1500"
"200A045D094B1600","00011","00","01","CEMT","2690"
"100042907917W600","00013","00","01","CEMT","2200"
"100042907917W600","00013","00","03","CEMT","1700"
"100042907917W600","00013","00","04","CEMT","1500"
"100042907917W602","00013","02","01","CEMT","2220"
"100042907917W602","00013","02","02","CEMT","2200"
"100042907917W602","00013","02","03","CEMT","1700"
"100042907917W602","00013","02","04","CEMT","1500"
"100070507917W600","00014","00","01","CEMT","2200"
"100070507917W600","00014","00","02","CEMT","1500"
"100100707916W600","00015","00","01","CEMT","2220"
"100100707916W600","00015","00","02","CEMT","2000"
"100100907916W600","00017","00","01","CEMT","2220"
"102113107816W600","00019","00","01","CEMT","2200"
"100162107915W600","00021","00","01","CEMT","2220"
"100162107915W600","00021","00","01","CEMT","2400"
"100162107915W600","00021","00","02","CEMT","2200"
"100052708219W600","00025","00","01","CEMT","4040"
"100052708219W600","00025","00","02","CEMT","2800"
"100052708219W600","00025","00","02","CEMT","2850"
"100033008318W600","00031","00","01","CEMT","1725"
"100133408319W600","00033","00","01","CEMT","6110"
"100031408318W600","00034","00","01","CEMT","4040"
"100031408318W600","00034","00","02","CEMT","4800"
"100131708117W600","00036","00","01","CEMT","4590"
"200D098I094A1100","00045","00","01","CEMT","7000"
"200D098I094A1100","00045","00","02","CEMT","3200"
"200D098I094A1100","00045","00","02","CEMT","4050"
"100042308621W600","00046","00","01","CEMT","4500"
"100042308621W600","00046","00","01","CEMT","4800"
"100042308621W600","00046","00","02","CEMT","4100"
"100130108420W600","00047","00","01","CEMT","7405"
"100130108420W600","00047","00","02","CEMT","4800"
"100130108420W600","00047","00","03","CEMT","4800"
"100120108317W600","00048","00","01","CEMT","6110"
"100120108317W600","00048","00","02","CEMT","4800"
"100120108317W600","00048","00","03","CEMT","4500"
"100051408225W600","00053","00","01","BPN","2950"
"200D095H094G0700","00059","00","01","CEMT","2710"
"200A079B094H0400","00061","00","01","CEMT","8340"
"200A079B094H0400","00061","00","01","CEMT","8430"
"200A079B094H0400","00061","00","02","CEMT","4040"
"200A079B094H0400","00061","00","03","CEMT","4040"
"200A079B094H0400","00061","00","04","CEMT","4040"
"100120708418W602","00062","02","03","CEMT","4100"
"100010208419W600","00063","00","01","CEMT","6110"
"100010208419W600","00063","00","02","CEMT","4802"
"100010208419W600","00063","00","03","CEMT","4040"
"200D087D094A1300","00064","00","01","BPN","4040"
"200C010A094A1400","00065","00","01","CEMT","4040"
"100052608118W600","00066","00","01","CEMT","4802"
"100052608118W600","00066","00","02","CEMT","4040"
"100052608118W600","00066","00","03","CEMT","4040"
"100090308418W600","00072","00","01","CEMT","3200"
"100090308418W600","00072","00","01","CEMT","4100"
"100090308418W600","00072","00","02","CEMT","2700"
"100090308418W600","00072","00","02","CEMT","2800"
"100012008318W600","00074","00","01","CEMT","4800"
"100043608216W600","00077","00","01","CEMT","6110"
"100043608216W600","00077","00","02","CEMT","4802"
"100043608216W600","00077","00","03","CEMT","3200"
"100043608216W600","00077","00","03","CEMT","4040"
"100043608216W600","00077","00","05","CEMT","2700"
"100161708519W600","00081","00","01","CEMT","6110"
"100161708519W600","00081","00","01","CEMT","7405"
"100161708519W600","00081","00","02","CEMT","4802"
"100161708519W600","00081","00","03","CEMT","4802"
"100161708519W600","00081","00","04","CEMT","4040"
"100161708519W600","00081","00","05","CEMT","4040"
"100100508115W600","00087","00","01","CEMT","4802"
"100100508115W600","00087","00","02","CEMT","3200"
"100100508115W600","00087","00","02","CEMT","4040"
"100100508115W600","00087","00","03","CEMT","2800"
"100100508115W600","00087","00","03","CEMT","2850"
"100100508115W600","00087","00","04","CEMT","2700"
"200B078C094A1400","00089","00","01","CEMT","7000"
"200B078C094A1400","00089","00","02","CEMT","4802"
"200B078C094A1400","00089","00","03","CEMT","2850"
"200B078C094A1400","00089","00","03","CEMT","2950"
"200B078C094A1400","00089","00","03","CEMT","3200"
"200B078C094A1400","00089","00","03","CEMT","4040"
"200B078C094A1400","00089","00","04","CEMT","2850"
"200B078C094A1400","00089","00","04","CEMT","2950"
"200D083J094A1100","00096","00","01","CEMT","4090"
"200D083J094A1100","00096","00","01","CEMT","4920"
"200D095K094A1100","00099","00","01","CEMT","4040"
"100060708520W600","00102","00","01","CEMT","6110"
"100060708520W600","00102","00","01","CEMT","7405"
"100060708520W600","00102","00","02","CEMT","6110"
"100143608619W600","00104","00","01","CEMT","7405"
"100143608619W600","00104","00","02","CEMT","4520"
"100143608619W600","00104","00","02","CEMT","4800"
"100050108725W600","00107","00","01","BPN","4100"
"200C079J094A1100","00110","00","01","CEMT","4040"
"200C079J094A1100","00110","00","02","CEMT","2950"
"200D059I082L0600","00111","00","01","BPR","0100"
"200D059I082L0600","00111","00","02","BPR","0100"
"200B025I094B1600","00112","00","01","CEMT","4950"
"200B090G094G0100","00115","00","01","BPN","4040"
"200B090G094G0100","00115","00","02","CEMT","2700"
"100163208619W600","00119","00","01","CEMT","4100"
"100163208619W600","00119","00","01","CEMT","4800"
"100163208619W600","00119","00","02","CEMT","4100"
"200D038K094A1100","00121","00","01","CEMT","4800"
"200D038K094A1100","00121","00","02","CEMT","3200"
"200D038K094A1100","00121","00","02","CEMT","4040"
"200D038K094A1100","00121","00","02","CEMT","4100"
"200D080C094H0100","00122","00","02","CEMT","7000"
"200D080C094H0100","00122","00","03","CEMT","4040"
"100042708817W600","00130","00","01","CEMT","4950"
"100042708817W600","00130","00","01","CEMT","6110"
"100042708817W600","00130","00","01","CEMT","7000"
"100042708817W600","00130","00","02","CEMT","4800"
"100042708817W600","00130","00","03","CEMT","4100"
"200B029C094I0700","00132","00","01","CEMT","8430"
"200B029C094I0700","00132","00","02","CEMT","2650"
"200B029C094I0700","00132","00","02","CEMT","8430"
"200B029C094I0700","00132","00","03","CEMT","8100"
"100022708216W600","00135","00","01","CEMT","6110"
"200D094I094B0800","00141","00","05","BPN","7000"
"200D094I094B0800","00141","00","06","BPN","7000"
"100032008220W600","00148","00","01","CEMT","4800"
"100032008220W600","00148","00","01","CEMT","4950"
"100032008220W600","00148","00","02","CEMT","4100"
"100032008220W600","00148","00","03","CEMT","3200"
"100032008220W600","00148","00","03","CEMT","4100"
"100032008220W600","00148","00","04","CEMT","2800"
"100062908115W600","00153","00","01","CEMT","8000"
"100123107814W600","00154","00","01","CEMT","8000"
"100123107814W600","00154","00","01","CEMT","9900"
"100123107814W600","00154","00","02","CEMT","6110"
"200A050C094H0100","00155","00","01","CEMT","2700"
"200A050C094H0100","00155","00","01","CEMT","4040"
"200A050C094H0100","00155","00","02","CEMT","2400"
"200C040G094P0600","00156","00","02","CEMT","8430"
"200C040G094P0600","00156","00","03","CEMT","7405"
"200A050C094J0900","00157","00","01","CEMT","8600"
"200A050C094J0900","00157","00","02","CEMT","8460"
"200A050C094J0900","00157","00","02","CEMT","8600"
"200A050C094J0900","00157","00","03","BPN","8460"
"200A063G093I1502","00158","02","01","CEMT","4090"
"200A063G093I1502","00158","02","02","CEMT","2850"
"200A063G093I1502","00158","02","03","CEMT","2700"
"200C071F094H0200","00159","00","01","CEMT","7000"
"100132608816W600","00160","00","01","CEMT","6110"
"100132608816W600","00160","00","01","CEMT","7405"
"100132608816W600","00160","00","02","CEMT","4090"
"100132608816W600","00160","00","02","CEMT","4920"
"200D014A094A1300","00163","00","01","CEMT","4040"
"200D014A094A1300","00163","00","02","CEMT","2700"
"200D014A094A1300","00163","00","02","CEMT","2850"
"100040908317W600","00166","00","02","BPN","6110"
"100082008318W600","00170","00","01","CEMT","7405"
"100082008318W600","00170","00","02","CEMT","6110"
"100022108318W600","00172","00","01","CEMT","6110"
"100022108318W600","00172","00","02","CEMT","6110"
"100070308317W600","00174","00","01","CEMT","6110"
"100070308317W600","00174","00","03","BPN","4802"
"100070308317W600","00174","00","04","BPN","4800"
"200B035A094B0900","00177","00","01","CEMT","6110"
"200B035A094B0900","00177","00","01","CEMT","7000"
"200B035A094B0900","00177","00","02","CEMT","4920"
"200B035A094B0900","00177","00","03","CEMT","4920"
"200A047I094B1600","00180","00","01","CEMT","4100"
"100081108725W600","00182","00","01","CEMT","7000"
"200A028K094A1400","00185","00","01","CEMT","4802"
"102142208318W600","00192","00","01","CEMT","7405"
"102142208318W600","00192","00","02","CEMT","6110"
"102142208318W600","00192","00","03","CEMT","4802"
"102142208318W600","00192","00","04","CEMT","4802"
"100093108818W600","00195","00","01","CEMT","4920"
"100070508317W600","00202","00","01","BPN","4800"
"100072508319W600","00203","00","01","CEMT","6110"
"100072508319W600","00203","00","01","CEMT","7000"
"100072508319W600","00203","00","02","CEMT","4802"
"100072508319W600","00203","00","03","CEMT","3200"
"100072508319W600","00203","00","03","CEMT","4040"
"100061708318W600","00210","00","02","CEMT","4802"
"100061708318W600","00210","00","03","CEMT","4040"
"200C047J094J1000","00211","00","03","CEMT","7400"
"100130208317W600","00213","00","01","BPN","4040"
"100103108217W600","00220","00","01","CEMT","4802"
"100103108217W600","00220","00","02","CEMT","3200"
"100103108217W600","00220","00","02","CEMT","4040"
"100103108217W600","00220","00","03","CEMT","2950"
"200B027B094H1100","00226","00","01","CEMT","8000"
"200B027B094H1100","00226","00","02","CEMT","8430"
"200B027B094H1100","00226","00","03","CEMT","7700"
"200B027B094H1100","00226","00","03","CEMT","8100"
"200B027B094H1100","00226","00","04","CEMT","4920"
"200B027B094H1100","00226","00","05","BPN","4090"
"200B027B094H1100","00226","00","06","CEMT","2700"
"100111008514W600","00227","00","01","CEMT","4802"
"100111008514W600","00227","00","01","CEMT","4950"
"100111008514W600","00227","00","02","CEMT","4535"
"200A090I094B1600","00229","00","03","CEMT","4100"
"200A090I094B1600","00229","00","03","CEMT","7400"
"100061608114W600","00230","00","01","CEMT","9900"
"100061608114W600","00230","00","02","CEMT","7500"
"100061608114W600","00230","00","03","CEMT","7420"
"100061608114W600","00230","00","04","CEMT","7000"
"200A023E094G1000","00236","00","01","CEMT","8530"
"200A023E094G1000","00236","00","02","CEMT","8400"
"200A023E094G1000","00236","00","03","CEMT","6110"
"200A023E094G1000","00236","00","03","CEMT","7400"
"200C053D094B0900","00238","00","04","BPN","5999"
"200C053D094B0900","00238","00","06","BPN","4950"
"200C053D094B0900","00238","00","10","BPN","4040"
"200C002E094A1400","00239","00","01","CEMT","4802"
"200C002E094A1400","00239","00","02","CEMT","2950"
"200C002E094A1400","00239","00","02","CEMT","3200"
"200C002E094A1400","00239","00","02","CEMT","4040"
"200D019L094A1200","00241","00","02","CEMT","4800"
"200D019L094A1200","00241","00","02","CEMT","4950"
"100111808420W600","00243","00","01","CEMT","4802"
"100111808420W600","00243","00","01","CEMT","4950"
"100111808420W600","00243","00","02","CEMT","4040"
"100111808420W600","00243","00","03","BPN","4040"
"100042408620W600","00244","00","01","CEMT","7405"
"200B069A094B1600","00253","00","01","CEMT","4040"
"200B045H094G0700","00254","00","01","CEMT","7000"
"200B045H094G0700","00254","00","02","CEMT","4802"
"200B045H094G0700","00254","00","02","CEMT","4950"
"200B045H094G0700","00254","00","03","CEMT","4802"
"200B045H094G0700","00254","00","04","CEMT","4090"
"200B091D094A1400","00255","00","01","CEMT","4800"
"200B091D094A1400","00255","00","02","CEMT","4100"
"200C005C094A1400","00264","00","01","CEMT","4040"
"200C005C094A1400","00264","00","02","CEMT","4040"
"100130508418W602","00269","02","01","CEMT","8135"
"100130508418W602","00269","02","01","CEMT","8271"
"100130508418W602","00269","02","02","CEMT","8100"
"100130508418W602","00269","02","03","CEMT","6110"
"200A069I094B1600","00274","00","08","BPN","7000"
"200C085E094B1600","00277","00","02","CEMT","6110"
"200C085E094B1600","00277","00","02","CEMT","7000"
"200C085E094B1600","00277","00","03","CEMT","3200"
"200C085E094B1600","00277","00","03","CEMT","4040"
"200C085E094B1600","00277","00","04","CEMT","2600"
"100022008825W600","00278","00","01","CEMT","4040"
"100022008825W600","00278","00","02","BPN","2850"
"100092408825W600","00279","00","01","CEMT","4040"
"200B095I094B0800","00286","00","01","CEMT","4802"
"200B095I094B0800","00286","00","01","CEMT","4910"
"200B095I094B0800","00286","00","02","CEMT","2700"
"100093208317W600","00287","00","01","CEMT","6110"
"100093208317W600","00287","00","02","CEMT","4802"
"100093208317W600","00287","00","03","CEMT","3200"
"100093208317W600","00287","00","03","CEMT","4040"
"200D088F094A1400","00288","00","01","CEMT","2700"
"200D088F094A1400","00288","00","01","CEMT","2720"
"200D088F094A1400","00288","00","01","CEMT","2950"
"200D088F094A1400","00288","00","01","CEMT","3200"
"100143108619W600","00289","00","01","BPN","4580"
"100143108619W600","00289","00","01","BPN","4800"
"200C034E094A1400","00290","00","01","BPN","4802"
"200C034E094A1400","00290","00","02","CEMT","3200"
"200C034E094A1400","00290","00","02","CEMT","4040"
"200A031F094H0400","00294","00","01","CEMT","4040"
"200A031A094A1400","00295","00","01","CEMT","4040"
"200A031A094A1400","00295","00","01","CEMT","4920"
"200A031A094A1400","00295","00","02","CEMT","4090"
"100142008413W600","00296","00","01","CEMT","4950"
"100142008413W600","00296","00","02","CEMT","4535"
"200B009F094A1500","00300","00","01","CEMT","4040"
"200B009F094A1500","00300","00","01","CEMT","4920"
"200D035B094B1600","00301","00","01","CEMT","3200"
"200D035B094B1600","00301","00","01","CEMT","4040"
"200D035B094B1600","00301","00","02","CEMT","2700"
"200D035B094B1600","00301","00","02","CEMT","2800"
"200D035B094B1600","00301","00","02","CEMT","2850"
"100071107915W600","00303","00","01","CEMT","2200"
"100071107915W600","00303","00","01","CEMT","2220"
"200A050D094G0100","00304","00","03","CEMT","7500"
"200A050D094G0100","00304","00","05","CEMT","4100"
"200A050D094G0100","00304","00","05","CEMT","4800"
"200A050D094G0100","00304","00","05","CEMT","7400"
"202A015A094B0900","00308","00","03","CEMT","7000"
"202A015A094B0900","00308","00","04","CEMT","4900"
"200B038J094H0200","00309","00","01","CEMT","7000"
"200B075J094A1400","00310","00","01","CEMT","7000"
"200B075J094A1400","00310","00","02","CEMT","7000"
"200B075J094A1400","00310","00","03","CEMT","2700"
"200A031K094A1500","00311","00","01","CEMT","4040"
"200A031K094A1500","00311","00","01","CEMT","4802"
"200A031K094A1500","00311","00","01","CEMT","4950"
"200A031K094A1500","00311","00","02","CEMT","2400"
"200A031K094A1500","00311","00","02","CEMT","2600"
"200A031K094A1500","00311","00","02","CEMT","2700"
"200C069J094B1600","00315","00","02","BPN","7000"
"100101607915W600","00316","00","01","CEMT","1530"
"100101607915W600","00316","00","01","CEMT","2000"
"100101607915W600","00316","00","01","CEMT","2200"
"100101607915W600","00316","00","01","CEMT","2220"
"200A056H094J0900","00326","00","01","CEMT","8430"
"200A056H094J0900","00326","00","02","CEMT","7400"
"100122307915W600","00333","00","01","CEMT","2000"
"100122307915W600","00333","00","01","CEMT","2200"
"100122307915W600","00333","00","01","CEMT","2220"
"200D043C094A1600","00334","00","02","CEMT","8430"
"200D043C094A1600","00334","00","03","CEMT","8400"
"200D043C094A1600","00334","00","03","CEMT","8430"
"200D043C094A1600","00334","00","04","CEMT","7390"
"200D043C094A1600","00334","00","05","CEMT","4950"
"200D043C094A1600","00334","00","06","CEMT","4090"
"200D043C094A1600","00334","00","06","CEMT","4535"
"200D043C094A1600","00334","00","07","CEMT","2700"
"200B013B094G0100","00337","00","01","CEMT","7405"
"200B013B094G0100","00337","00","02","CEMT","3200"
"200B013B094G0100","00337","00","02","CEMT","4040"
"200B013B094G0100","00337","00","03","CEMT","2700"
"200A051I094B0900","00338","00","01","CEMT","2700"
"200A051I094B0900","00338","00","01","CEMT","2800"
"200A051I094B0900","00338","00","01","CEMT","2850"
"200A051I094B0900","00338","00","01","CEMT","2950"
"200A073B094H0300","00339","00","01","CEMT","4090"
"200A073B094H0300","00339","00","01","CEMT","4800"
"200A073B094H0300","00339","00","01","CEMT","4910"
"200A073B094H0300","00339","00","02","CEMT","2690"
"200A073B094H0300","00339","00","02","CEMT","2800"
"200A073B094H0300","00339","00","02","CEMT","3200"
"200D040L093P0700","00340","00","01","CEMT","2950"
"200D040L093P0700","00340","00","01","CEMT","3200"
"200D040L093P0700","00340","00","02","CEMT","2950"
"200D040L093P0700","00340","00","02","CEMT","3200"
"200D040L093P0700","00340","00","03","CEMT","2690"
"200A024K094A0900","00342","00","02","CEMT","6110"
"200A024K094A0900","00342","00","02","CEMT","7000"
"200A024K094A0900","00342","00","03","CEMT","4040"
"200A024K094A0900","00342","00","03","CEMT","4920"
"200A024K094A0900","00342","00","04","CEMT","2700"
"200A024K094A0900","00342","00","04","CEMT","2950"
"200A024K094A0900","00342","00","04","CEMT","3200"
"200A024K094A0900","00342","00","04","CEMT","4090"
"100103408716W600","00343","00","01","CEMT","4040"
"100103408716W600","00343","00","01","CEMT","4920"
"100103408716W600","00343","00","02","CEMT","2600"
"100103408716W600","00343","00","02","CEMT","2700"
"100103408716W600","00343","00","02","CEMT","2900"
"100103408716W600","00343","00","02","CEMT","2950"
"202D088L094J0900","00344","00","01","CEMT","8400"
"202D088L094J0900","00344","00","02","BPN","8400"
"202D088L094J0900","00344","00","03","CEMT","7400"
"200B096B094J1000","00348","00","01","BPN","7000"
"100121008514W600","00352","00","01","CEMT","7405"
"100121008514W600","00352","00","02","CEMT","6110"
"100121008514W600","00352","00","02","CEMT","6260"
"200D097G094H0200","00353","00","01","CEMT","4090"
"200D097G094H0200","00353","00","01","CEMT","4800"
"200D097G094H0200","00353","00","01","CEMT","4910"
"200D097G094H0200","00353","00","02","CEMT","2350"
"200D097G094H0200","00353","00","02","CEMT","2690"
"200D097G094H0200","00353","00","02","CEMT","4090"
"100143208513W600","00361","00","01","CEMT","4802"
"100140708513W602","00368","02","01","CEMT","4535"
"100140708513W602","00368","02","02","CEMT","4535"
"100163108413W600","00369","00","01","CEMT","4665"
"200A003A094B0900","00372","00","01","CEMT","4800"
"200A003A094B0900","00372","00","01","CEMT","4910"
"200A003A094B0900","00372","00","02","BPN","2850"
"200A025H094G0100","00375","00","01","CEMT","7400"
"200A025H094G0100","00375","00","02","CEMT","7000"
"200A025H094G0100","00375","00","02","CEMT","7400"
"200A025H094G0100","00375","00","03","CEMT","4500"
"200A025H094G0100","00375","00","03","CEMT","4800"
"200A025H094G0100","00375","00","04","CEMT","4100"
"200A025H094G0100","00375","00","05","CEMT","2600"
"200A025H094G0100","00375","00","05","CEMT","2700"
"200C016J094B1600","00378","00","02","CEMT","7000"
"200C016J094B1600","00378","00","03","CEMT","4500"
"200C016J094B1600","00378","00","03","CEMT","4800"
"200C016J094B1600","00378","00","04","CEMT","2700"
"200B097A094O0300","00381","00","01","CEMT","8710"
"200B097A094O0300","00381","00","02","CEMT","8400"
"200B097A094O0300","00381","00","02","CEMT","8430"
"200B097A094O0300","00381","00","02","CEMT","8440"
"200B097A094O0300","00381","00","03","CEMT","7400"
"200D012K094G0200","00385","00","01","CEMT","7400"
"200D012K094G0200","00385","00","02","CEMT","7400"
"200D012K094G0200","00385","00","03","CEMT","7400"
"200D012K094G0200","00385","00","04","CEMT","7400"
"200D012K094G0200","00385","00","05","CEMT","7400"
"200D012K094G0200","00385","00","06","BPN","7400"
"200D012K094G0200","00385","00","07","BPN","7400"
"200C076D094B1600","00386","00","01","CEMT","4950"
"200C076D094B1600","00386","00","02","CEMT","4040"
"200C018H094H0500","00387","00","01","CEMT","4800"
"200C018H094H0500","00387","00","01","CEMT","4950"
"200D024D094P1300","00403","00","01","BPR","8400"
"200A083A094B0800","00410","00","01","CEMT","4800"
"200A083A094B0800","00410","00","02","CEMT","4050"
"200A083A094B0800","00410","00","03","CEMT","2700"
"200A083A094B0800","00410","00","04","CEMT","2700"
"200C014C094H1600","00415","00","01","CEMT","8440"
"200C014C094H1600","00415","00","02","CEMT","8400"
"200C014C094H1600","00415","00","03","CEMT","7500"
"200C014C094H1600","00415","00","04","CEMT","6110"
"200C014C094H1600","00415","00","05","CEMT","4040"
"200D071B094H0200","00419","00","01","CEMT","2700"
"200D063K094H0200","00424","00","01","CEMT","7000"
"200D063K094H0200","00424","00","02","CEMT","2600"
"200D017J094H0200","00425","00","01","CEMT","4090"
"200D017J094H0200","00425","00","01","CEMT","4910"
"200D017J094H0200","00425","00","02","CEMT","2630"
"200B088J094G0100","00427","00","01","CEMT","4800"
"200B088J094G0100","00427","00","01","CEMT","4950"
"100071007715W600","00429","00","01","CEMT","2200"
"100071007715W600","00429","00","02","CEMT","1420"
"200D051D094H0700","00430","00","01","BPN","4090"
"200D051D094H0700","00430","00","01","BPN","4800"
"200D051D094H0700","00430","00","01","BPN","4910"
"200C056D094B1600","00432","00","01","BPN","4100"
"200C056D094B1600","00432","00","02","BPN","2700"
"200C056D094B1600","00432","00","03","BPN","2600"
"200A037F094O0200","00434","00","02","CEMT","8400"
"200A037F094O0200","00434","00","03","CEMT","7710"
"200A037F094O0200","00434","00","03","CEMT","8100"
"100100108620W602","00438","02","01","CEMT","6200"
"200B055E094O1300","00442","00","01","CEMT","7730"
"200B055E094O1300","00442","00","02","CEMT","7100"
"200B055E094O1300","00442","00","03","CEMT","7100"
"200B055E094O1300","00442","00","04","CEMT","4910"
"200C072J094A1500","00450","00","01","CEMT","4500"
"200C072J094A1500","00450","00","01","CEMT","4800"
"200C072J094A1500","00450","00","01","CEMT","4910"
"200C072J094A1500","00450","00","02","CEMT","2400"
"200C072J094A1500","00450","00","02","CEMT","2600"
"200C072J094A1500","00450","00","02","CEMT","2700"
"200B033I094G0100","00451","00","01","CEMT","4800"
"200B033I094G0100","00451","00","01","CEMT","4950"
"202C001H094A1300","00455","00","01","CEMT","7000"
"202C001H094A1300","00455","00","02","CEMT","7000"
"100083308414W600","00459","00","01","CEMT","4535"
"100083308414W600","00459","00","01","CEMT","4800"
"100083308414W600","00459","00","01","CEMT","4950"
"100083308414W600","00459","00","02","CEMT","3200"
"100083308414W600","00459","00","03","CEMT","2700"
"100083308414W600","00459","00","03","CEMT","2800"
"200B030B094G0800","00460","00","01","CEMT","4800"
"200B030B094G0800","00460","00","01","CEMT","4950"
"200B030B094G0800","00460","00","02","CEMT","4800"
"200D088I094G0100","00462","00","01","CEMT","4800"
"200D088I094G0100","00462","00","01","CEMT","4950"
"200D088I094G0100","00462","00","02","CEMT","4500"
"200C012B094A1400","00463","00","01","CEMT","4500"
"200C012B094A1400","00463","00","02","CEMT","2700"
"200C012B094A1400","00463","00","02","CEMT","2720"
"200C012B094A1400","00463","00","02","CEMT","3200"
"200C012B094A1400","00463","00","02","CEMT","4100"
"200B019A094G0800","00464","00","01","CEMT","4500"
"200B019A094G0800","00464","00","01","CEMT","4800"
"200B019A094G0800","00464","00","01","CEMT","4802"
"200B019A094G0800","00464","00","01","CEMT","4950"
"200B022I094G0100","00467","00","01","CEMT","4500"
"200B022I094G0100","00467","00","02","CEMT","4500"
"200C037L094G0702","00468","02","01","CEMT","7400"
"200C037L094G0702","00468","02","02","CEMT","8000"
"200C037L094G0702","00468","02","03","CEMT","7400"
"200C037L094G0702","00468","02","04","CEMT","7400"
"200C014B094A1400","00469","00","01","CEMT","2950"
"200C014B094A1400","00469","00","01","CEMT","3200"
"200C014B094A1400","00469","00","01","CEMT","4100"
"200C014B094A1400","00469","00","01","CEMT","4500"
"200B010A094A1300","00470","00","01","CEMT","7000"
"200B010A094A1300","00470","00","02","CEMT","4802"
"200B010A094A1300","00470","00","02","CEMT","4950"
"200B018D094J1600","00471","00","01","CEMT","8530"
"200B018D094J1600","00471","00","02","CEMT","8400"
"200B018D094J1600","00471","00","02","CEMT","8440"
"200B018D094J1600","00471","00","02","CEMT","8530"
"200B018D094J1600","00471","00","03","CEMT","8340"
"200B018D094J1600","00471","00","03","CEMT","8400"
"200B018D094J1600","00471","00","04","CEMT","7700"
"200A061L094H0400","00472","00","01","CEMT","4800"
"200A061L094H0400","00472","00","01","CEMT","4950"
"200B010B094G0800","00473","00","01","CEMT","4950"
"200B010B094G0800","00473","00","02","CEMT","4500"
"200B010B094G0800","00473","00","03","CEMT","4500"
"200B010B094G0800","00473","00","04","CEMT","4100"
"200D013H094G0800","00474","00","01","CEMT","4500"
"200D013H094G0800","00474","00","01","CEMT","4800"
"200D013H094G0800","00474","00","01","CEMT","4802"
"200B066J094G0100","00475","00","01","CEMT","2600"
"200B066J094G0100","00475","00","01","CEMT","4150"
"200B066J094G0100","00475","00","01","CEMT","4800"
"200B085H094J1400","00476","00","01","BPN","8430"
"200B085H094J1400","00476","00","02","BPN","8400"
"200C012C094G0800","00491","00","01","CEMT","4500"
"200C012C094G0800","00491","00","01","CEMT","4800"
"200C012C094G0800","00491","00","01","CEMT","4950"
"200C012C094G0800","00491","00","02","CEMT","2700"
"200C012C094G0800","00491","00","02","CEMT","4100"
"200B044J094G0100","00492","00","01","CEMT","4950"
"200B044J094G0100","00492","00","02","CEMT","4500"
"200A025D094G1500","00494","00","02","CEMT","8752"
"200A025D094G1500","00494","00","03","CEMT","8460"
"200A025D094G1500","00494","00","04","CEMT","8440"
"200A025D094G1500","00494","00","05","CEMT","8400"
"200A025D094G1500","00494","00","06","CEMT","8390"
"200D053G094A1300","00497","00","01","CEMT","4802"
"200D053G094A1300","00497","00","01","CEMT","4910"
"200D053G094A1300","00497","00","02","CEMT","3200"
"200D053G094A1300","00497","00","02","CEMT","4040"
"200B068J094G0100","00498","00","01","CEMT","4802"
"200B068J094G0100","00498","00","01","CEMT","4950"
"200C014G094J1300","00499","00","01","CEMT","8752"
"200C014G094J1300","00499","00","02","CEMT","8430"
"200D048J094A1300","00502","00","01","CEMT","4800"
"200D048J094A1300","00502","00","01","CEMT","4910"
"200D048J094A1300","00502","00","02","CEMT","4500"
"200D048J094A1300","00502","00","04","CEMT","3200"
"200D048J094A1300","00502","00","04","CEMT","4100"
"200D048J094A1300","00502","00","05","CEMT","2700"
"200C008D094J1600","00503","00","01","CEMT","8400"
"200C008D094J1600","00503","00","02","CEMT","8400"
"200D099D094A1302","00504","02","01","CEMT","2900"
"200D099D094A1302","00504","02","01","CEMT","4560"
"200D027C094I0400","00508","00","01","CEMT","8400"
"200D027C094I0400","00508","00","01","CEMT","8440"
"200D027C094I0400","00508","00","01","CEMT","8460"
"200D027C094I0400","00508","00","02","CEMT","7405"
"200D068E094H0500","00516","00","01","CEMT","4800"
"200D068E094H0500","00516","00","01","CEMT","4950"
"200D068E094H0500","00516","00","02","CEMT","4500"
"200D013G094H0600","00522","00","01","CEMT","4910"
"200D013G094H0600","00522","00","02","CEMT","2630"
"200D013G094H0600","00522","00","02","CEMT","2920"
"200D013G094H0600","00522","00","02","CEMT","4090"
"200C020A094G0800","00526","00","03","CEMT","4100"
"200D039J094I1400","00532","00","02","CEMT","8400"
"200B001D094P1300","00533","00","01","BPN","8400"
"200C014H094B0800","00537","00","01","CEMT","2600"
"200C014H094B0800","00537","00","01","CEMT","2700"
"200B017K094G0100","00539","00","01","CEMT","4800"
"200B017K094G0100","00539","00","01","CEMT","4950"
"200A022L094G0100","00540","00","01","CEMT","4802"
"200A022L094G0100","00540","00","01","CEMT","4950"
"200A022L094G0100","00540","00","02","CEMT","3200"
"200A022L094G0100","00540","00","02","CEMT","4100"
"200A022L094G0100","00540","00","03","CEMT","2690"
"200D029E094A1600","00543","00","01","CEMT","4950"
"202C029K094A1200","00549","00","01","CEMT","7000"
"200B057L094H0500","00552","00","01","CEMT","4800"
"200B057L094H0500","00552","00","01","CEMT","4920"
"200B057L094H0500","00552","00","02","CEMT","2630"
"200B057L094H0500","00552","00","02","CEMT","4500"
"200C042A094B0800","00557","00","02","CEMT","2800"
